,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
37,FplAmateur,1565.0,1457.32,1429.99,1413.85,98.29,27199,59291,83170,72402,95.8%
38,wolacola,1549.0,1534.53,1516.43,1508.67,-4.26,47492,1466,75,35,47.2%
39,Hashtag_MEGA,1489.0,1497.92,1502.34,1500.41,-45.38,224970,10999,349,76,22.9%
40,dav_fifa,1511.0,1362.31,1346.09,1330.6,131.34,137533,617565,860788,834720,99.1%
41,MaulanaRiandi,1565.0,1526.05,1483.6,1458.72,43.14,27537,2371,3076,4516,76.5%
42,Rak464,1492.0,1433.49,1461.66,1447.33,9.82,213228,127631,14661,10914,56.4%
43,ArneBarsnes,1576.0,1508.72,1487.87,1479.81,50.56,18223,6661,2133,599,80.1%
44,FPL_PapaSmurf,1515.0,1426.77,1413.96,1408.22,65.1,124631,155561,151298,91264,86.7%
45,gezza96,1584.0,1511.16,1461.43,1450.29,77.31,13755,5837,14793,8309,91.3%
46,Raghy78d,1606.0,1533.84,1524.08,1497.81,54.06,5311,1523,22,96,82%
47,pdhFPL,1467.0,1529.13,1517.42,1514.48,-87.0,349892,1978,59,34,8.6%
48,NeilRankinZA,1436.0,1372.6,1339.9,1344.45,50.55,586640,514980,954207,624966,80.1%
49,EuanThompson,1591.0,1564.57,1541.8,1530.56,12.16,10166,151,1,1,57.8%
50,FPLrookie1,1509.0,1509.35,1476.7,1455.87,-4.4,144018,6388,5095,5455,47.2%
51,FplBudget,1553.0,1438.17,1450.49,1441.43,75.35,41702,110108,29439,16996,90.6%
52,FF_Vader,1539.0,1482.08,1482.12,1459.98,30.55,64305,23302,3343,4105,69.2%
53,alasdairtweets,1600.0,1516.75,1497.31,1478.25,69.38,7053,4231,735,702,88.2%
54,fpl_analytic,1410.0,1355.1,1416.73,1405.68,-18.23,842871,693269,136972,100970,37.8%
55,stephendeyoung,1446.0,1394.09,1399.93,1376.37,22.0,504227,349810,240548,279758,63.9%
56,James_Ingram15,1465.0,1480.7,1492.15,1479.47,-53.31,362674,24216,1111,633,19.4%
57,FPL_Kid,1506.0,1454.43,1431.39,1426.74,35.19,155022,63852,78971,38403,72.1%
58,fpl_jan,1638.0,1578.73,1492.98,1465.1,94.67,1055,39,1004,2868,95.2%
59,FPL_Mezzala,1556.0,1545.02,1513.1,1498.11,4.39,37748,789,109,81,52.7%
60,morstats,1510.0,1470.43,1417.26,1399.83,48.63,138374,37005,132605,125650,79.2%
61,FplOpinion,1467.0,1432.94,1459.17,1458.08,-17.88,351686,129690,17113,4877,37.9%
62,_NeilFPL,1526.0,1495.76,1484.13,1471.03,8.86,92524,12122,2991,1787,55.7%
63,UnderstandingF8,1446.0,1364.03,1351.77,1331.74,63.44,506806,597456,771487,815251,86%
64,EejRoberts,1453.0,1484.92,1489.89,1478.1,-65.33,447611,20883,1685,713,15%
65,FPL_Gents,1498.0,1467.52,1470.47,1455.91,-0.55,187133,42017,7549,5452,49.4%
66,FPLHaggis,1500.0,1467.36,1450.93,1433.92,15.96,178352,42308,28956,25522,60.9%
67,Jumpthewave,1525.0,1502.14,1465.24,1445.85,21.27,95992,8985,11739,12205,63.5%
68,DarraghNoonan,1532.0,1499.38,1468.75,1455.06,24.68,78109,10110,8790,5662,66.1%
69,FPL_Chase,1524.0,1492.97,1501.29,1485.53,-3.32,97328,13883,376,335,47.6%
70,jonwalker88,1476.0,1505.91,1511.71,1502.53,-64.8,293772,7549,156,73,15.2%
71,TomDavies_17,1541.0,1493.83,1479.68,1468.11,27.01,60272,13067,4116,2189,67.4%
72,FodWeTrust,1462.0,1455.69,1478.72,1460.73,-37.52,384622,61752,4307,3889,26.8%
73,FplPass,1569.0,1464.47,1414.14,1407.55,107.84,23913,46144,150506,94437,97%
