index,ID,Name,Team,Pos,1_Val,1_Pts,1_xMins,1_rp,1_rmin,1_games,2_Val,2_Pts,2_xMins,2_rp,2_rmin,2_games,3_Val,3_Pts,3_xMins,3_rp,3_rmin,3_games,4_Val,4_Pts,4_xMins,4_rp,4_rmin,4_games,5_Val,5_Pts,5_xMins,5_rp,5_rmin,5_games,6_Val,6_Pts,6_xMins,6_rp,6_rmin,6_games,7_Val,7_Pts,7_xMins,7_rp,7_rmin,7_games,8_Val,8_Pts,8_xMins,8_rp,8_rmin,8_games,9_Val,9_Pts,9_xMins,9_rp,9_rmin,9_games,10_Val,10_Pts,10_xMins,10_rp,10_rmin,10_games,11_Val,11_Pts,11_xMins,11_rp,11_rmin,11_games,12_Val,12_Pts,12_xMins,12_rp,12_rmin,12_games,13_Val,13_Pts,13_xMins,13_rp,13_rmin,13_games,14_Val,14_Pts,14_xMins,14_rp,14_rmin,14_games,15_Val,15_Pts,15_xMins,15_rp,15_rmin,15_games,16_Val,16_Pts,16_xMins,16_rp,16_rmin,16_games,17_Val,17_Pts,17_xMins,17_rp,17_rmin,17_games,18_Val,18_Pts,18_xMins,18_rp,18_rmin,18_games,19_Val,19_Pts,19_xMins,19_rp,19_rmin,19_games,20_Val,20_Pts,20_xMins,20_rp,20_rmin,20_games,21_Val,21_Pts,21_xMins,21_rp,21_rmin,21_games,22_Val,22_Pts,22_xMins,22_rp,22_rmin,22_games,23_Val,23_Pts,23_xMins,23_rp,23_rmin,23_games,24_Val,24_Pts,24_xMins,24_rp,24_rmin,24_games,25_Val,25_Pts,25_xMins,25_rp,25_rmin,25_games,26_Val,26_Pts,26_xMins,26_rp,26_rmin,26_games,27_Val,27_Pts,27_xMins,27_rp,27_rmin,27_games,28_Val,28_Pts,28_xMins,28_rp,28_rmin,28_games,29_Val,29_Pts,29_xMins,29_rp,29_rmin,29_games,30_Val,30_Pts,30_xMins,30_rp,30_rmin,30_games,31_Val,31_Pts,31_xMins,31_rp,31_rmin,31_games,32_Val,32_Pts,32_xMins,32_rp,32_rmin,32_games,33_Val,33_Pts,33_xMins,33_rp,33_rmin,33_games,34_Val,34_Pts,34_xMins,34_rp,34_rmin,34_games,35_Val,35_Pts,35_xMins,35_rp,35_rmin,35_games,36_Val,36_Pts,36_xMins,36_rp,36_rmin,36_games,37_Val,37_Pts,37_xMins,37_rp,37_rmin,37_games
1,1.0,Cédric,FUL,2.0,4.5,0.263,7.5,0.0,0.0,0.0,4.4,0.541,13.17,0.0,0.0,0.0,4.4,0.108,3.03,0.0,0.0,0.0,4.3,0.182,4.65,0.0,0.0,0.0,4.3,0.449,9.97,0.0,0.0,0.0,4.2,0.303,8.95,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.221,5.95,0.0,0.0,0.0,4.2,0.036000000000000004,1.12,0.0,0.0,0.0,4.2,0.068,1.95,0.0,0.0,0.0,4.2,0.168,3.97,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.168,3.9,0.0,0.0,0.0,4.2,0.228,4.72,1.0,27.0,1.0,4.2,0.15,4.23,0.0,0.0,0.0,4.2,0.126,2.95,1.0,1.0,1.0,4.2,0.223,4.95,0.0,0.0,0.0,4.2,0.118,3.03,0.0,0.0,0.0,4.2,0.062,1.5,0.0,0.0,0.0,4.2,0.029,0.77,0.0,0.0,0.0,4.2,0.045,1.07,0.0,0.0,0.0,4.2,0.579,19.05,0.0,0.0,0.0,4.2,0.6559999999999999,14.05,1.0,1.0,1.0,4.2,0.597,18.17,0.0,0.0,0.0,4.2,0.41,9.6,0.0,0.0,0.0,4.2,0.5589999999999999,16.07,1.0,7.0,1.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.335,8.45,1.0,8.0,1.0,4.2,0.272,6.7,2.0,67.0,1.0,4.2,1.3030000000000002,34.03,0.0,0.0,0.0,4.2,0.99,21.95,0.0,0.0,0.0,4.2,0.509,14.75,1.0,22.0,1.0,4.2,0.945,17.42,2.0,45.0,2.0,4.2,0.698,16.65,0.0,0.0,0.0,4.2,0.8370000000000001,20.23,0.0,0.0,0.0,4.2,0.913,21.57,0.0,0.0,0.0
2,2.0,Leno,FUL,1.0,4.5,2.826,82.27,0.0,0.0,0.0,4.5,0.908,24.0,0.0,0.0,0.0,4.5,0.921,23.53,2.0,90.0,1.0,4.5,2.926,85.12,3.0,90.0,1.0,4.5,3.4160000000000004,89.1,2.0,90.0,1.0,4.5,3.064,89.27,3.0,90.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,3.4560000000000004,87.57,1.0,90.0,1.0,4.5,3.447,89.32,2.0,90.0,1.0,4.5,3.12,88.37,2.0,90.0,1.0,4.5,3.607,87.83,2.0,90.0,1.0,4.5,3.37,85.82,11.0,90.0,1.0,4.5,3.272,87.23,2.0,90.0,1.0,4.5,3.678,90.0,10.0,90.0,1.0,4.5,3.165,90.0,2.0,90.0,1.0,4.5,3.193,86.32,5.0,90.0,1.0,4.5,3.325,88.5,6.0,90.0,1.0,4.5,3.664,85.5,2.0,90.0,1.0,4.5,6.706,89.25,14.0,90.0,2.0,4.5,3.212,89.45,3.0,90.0,1.0,4.5,3.289,88.5,2.0,90.0,1.0,4.5,3.204,89.35,6.0,90.0,1.0,4.5,3.864,90.0,6.0,90.0,1.0,4.5,3.116,85.93,11.0,90.0,1.0,4.5,3.701,87.12,2.0,90.0,1.0,4.5,3.366,89.58,2.0,90.0,1.0,4.5,3.045,84.38,2.0,90.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,3.537,86.88,2.0,90.0,1.0,4.5,3.48,84.52,3.0,90.0,1.0,4.6,3.424,88.45,3.0,90.0,1.0,4.6,3.746,90.0,2.0,90.0,1.0,4.6,3.1,87.9,2.0,90.0,1.0,4.6,5.867000000000001,86.19,5.0,90.0,2.0,4.6,3.469,86.93,9.0,90.0,1.0,4.6,3.477,87.0,8.0,90.0,1.0,4.6,3.428,85.3,2.0,90.0,1.0
3,3.0,Xhaka,ARS,3.0,5.0,2.389,71.3,2.0,90.0,1.0,5.0,2.805,78.13,12.0,90.0,1.0,5.0,3.088,79.23,6.0,87.0,1.0,5.0,3.215,75.87,2.0,90.0,1.0,5.0,3.289,84.63,2.0,90.0,1.0,5.0,2.674,80.73,2.0,90.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.029,86.28,5.0,90.0,1.0,5.1,2.391,66.28,9.0,90.0,1.0,5.1,2.565,73.48,2.0,90.0,1.0,5.1,3.321,82.62,3.0,90.0,1.0,5.1,0.0,0.0,0.0,0.0,0.0,5.1,3.257,79.13,10.0,90.0,1.0,5.1,4.04,82.1,3.0,74.0,1.0,5.1,2.82,83.02,3.0,90.0,1.0,5.1,3.403,83.63,1.0,15.0,1.0,5.1,3.285,78.65,5.0,90.0,1.0,5.1,2.9330000000000003,78.67,2.0,90.0,1.0,5.1,3.173,83.05,2.0,90.0,1.0,5.0,2.835,80.18,3.0,90.0,1.0,5.0,3.197,83.68,5.0,90.0,1.0,5.0,3.138,76.9,2.0,90.0,1.0,4.9,5.791,76.84,4.0,81.0,2.0,4.9,2.9530000000000003,79.88,2.0,78.0,1.0,4.9,6.151,75.12,6.0,80.5,2.0,4.9,3.293,74.87,1.0,6.0,1.0,4.9,3.108,83.0,3.0,90.0,1.0,4.9,3.064,71.82,9.0,90.0,1.0,4.9,3.537,77.38,9.0,85.0,1.0,4.9,2.7030000000000003,76.33,1.0,90.0,1.0,4.9,3.143,75.55,2.0,90.0,1.0,4.9,3.518,72.43,0.0,0.0,0.0,4.9,2.01,65.53,1.0,59.0,1.0,4.8,3.025,74.68,13.0,90.0,1.0,4.8,2.355,65.72,3.0,90.0,1.0,4.8,3.169,74.4,1.0,59.0,1.0,4.8,3.1910000000000003,74.37,2.0,62.0,1.0
4,4.0,Elneny,ARS,3.0,4.5,0.737,20.17,0.0,0.0,0.0,4.5,0.281,6.53,0.0,0.0,0.0,4.4,0.502,12.92,0.0,0.0,0.0,4.4,0.304,6.77,2.0,90.0,1.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.34700000000000003,9.5,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.368,10.73,1.0,3.0,1.0,4.2,0.35200000000000004,9.38,1.0,1.0,1.0,4.2,0.601,14.82,1.0,1.0,1.0,4.2,0.41,10.82,1.0,16.0,1.0,4.2,0.312,8.37,0.0,0.0,0.0,4.2,0.231,6.7,0.0,0.0,0.0,4.2,0.211,5.85,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0
5,5.0,Holding,ARS,2.0,4.5,0.189,5.5,0.0,0.0,0.0,4.4,0.35600000000000004,8.93,0.0,0.0,0.0,4.4,0.358,8.87,0.0,0.0,0.0,4.3,0.202,5.0,1.0,1.0,1.0,4.3,0.5770000000000001,12.53,1.0,2.0,1.0,4.3,0.101,3.4,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.322,8.83,0.0,0.0,0.0,4.2,0.115,3.63,0.0,0.0,0.0,4.2,0.054000000000000006,1.87,0.0,0.0,0.0,4.2,0.141,3.95,1.0,8.0,1.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.197,5.22,0.0,0.0,0.0,4.2,0.13,3.17,0.0,0.0,0.0,4.2,0.08900000000000001,3.12,1.0,1.0,1.0,4.2,0.345,7.72,0.0,0.0,0.0,4.2,0.213,4.45,0.0,0.0,0.0,4.2,0.229,5.57,1.0,3.0,1.0,4.2,0.162,3.53,0.0,0.0,0.0,4.2,0.096,2.27,0.0,0.0,0.0,4.2,0.053,1.08,1.0,1.0,1.0,4.2,0.093,1.8,0.0,0.0,0.0,4.2,0.049,0.57,0.0,0.0,0.0,4.2,0.227,5.33,1.0,1.0,1.0,4.2,0.225,2.45,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,0.026,0.5,0.0,0.0,0.0,4.2,0.468,9.75,2.0,90.0,1.0,4.2,3.553,71.42,2.0,90.0,1.0,4.2,1.742,59.05,1.0,90.0,1.0,4.2,3.409,82.1,1.0,90.0,1.0,4.2,3.899,74.57,1.0,90.0,1.0,4.2,1.6230000000000002,79.33,6.0,90.0,1.0,4.2,3.182,69.12,1.0,5.0,1.0,4.2,0.79,22.9,0.0,0.0,0.0,4.2,0.425,9.7,0.0,0.0,0.0,4.2,0.6779999999999999,14.92,0.0,0.0,0.0
6,6.0,Partey,ARS,3.0,5.0,2.785,82.87,3.0,90.0,1.0,5.0,2.721,75.9,2.0,90.0,1.0,5.0,2.87,81.1,3.0,90.0,1.0,5.0,3.103,83.38,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,0.31,8.37,3.0,77.0,1.0,4.8,2.316,73.18,10.0,72.0,1.0,4.8,2.5860000000000003,82.02,2.0,90.0,1.0,4.8,2.902,83.47,3.0,90.0,1.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,2.898,82.3,2.0,90.0,1.0,4.8,3.227,82.03,9.0,90.0,1.0,4.8,2.4530000000000003,78.25,3.0,90.0,1.0,4.8,2.948,79.27,2.0,90.0,1.0,4.8,2.8710000000000004,77.1,2.0,90.0,1.0,4.8,2.556,76.38,1.0,73.0,1.0,4.8,2.826,82.93,3.0,90.0,1.0,4.8,2.557,82.9,3.0,90.0,1.0,4.8,2.7430000000000003,80.68,2.0,90.0,1.0,4.7,1.531,41.68,1.0,58.0,1.0,4.7,4.896,73.78,3.0,45.0,2.0,4.7,1.3259999999999998,37.1,0.0,0.0,0.0,4.7,2.833,37.04,2.0,25.5,2.0,4.7,2.6630000000000003,66.75,8.0,90.0,1.0,4.7,2.741,75.62,3.0,90.0,1.0,4.7,3.034,78.23,2.0,90.0,1.0,4.7,0.059,1.5,1.0,59.0,1.0,4.7,2.331,74.67,2.0,90.0,1.0,4.7,2.519,71.12,1.0,66.0,1.0,4.7,2.8310000000000004,69.35,2.0,90.0,1.0,4.7,1.958,69.03,1.0,90.0,1.0,4.7,2.277,64.48,1.0,4.0,1.0,4.7,1.597,49.18,1.0,10.0,1.0,4.7,1.592,43.72,0.0,30.0,1.0,4.7,1.4480000000000002,38.1,2.0,90.0,1.0
7,7.0,Ødegaard,ARS,3.0,6.5,3.53,78.13,3.0,90.0,1.0,6.5,3.658,75.5,2.0,90.0,1.0,6.4,3.274,70.92,16.0,73.0,1.0,6.5,4.1960000000000015,78.52,10.0,90.0,1.0,6.6,3.94,78.83,1.0,80.0,1.0,6.6,2.548,60.02,2.0,73.0,1.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,3.366,75.25,0.0,0.0,0.0,6.5,3.377,77.73,2.0,79.0,1.0,6.4,3.117,76.7,4.0,81.0,1.0,6.4,3.518,71.23,6.0,72.0,1.0,6.4,0.0,0.0,0.0,0.0,0.0,6.4,3.606,71.48,2.0,82.0,1.0,6.4,3.897,67.98,10.0,90.0,1.0,6.4,3.08,75.92,3.0,86.0,1.0,6.4,3.621,73.45,16.0,90.0,1.0,6.4,3.816,70.75,11.0,90.0,1.0,6.5,3.389,71.97,13.0,86.0,1.0,6.6,3.759,72.97,2.0,90.0,1.0,6.7,3.5580000000000003,77.77,9.0,90.0,1.0,6.8,4.353,79.85,5.0,90.0,1.0,6.9,4.727,84.23,2.0,76.0,1.0,6.9,8.511000000000001,81.3,4.0,90.0,2.0,6.9,4.114,82.57,8.0,90.0,1.0,6.9,9.062999999999999,81.1,11.0,86.5,2.0,6.9,5.403,85.0,2.0,90.0,1.0,6.9,3.707,68.55,7.0,90.0,1.0,6.9,4.629,76.3,2.0,90.0,1.0,6.8,4.984,81.45,6.0,84.0,1.0,6.7,3.692,83.23,2.0,79.0,1.0,6.7,4.377,85.85,10.0,89.0,1.0,6.7,5.244,82.9,7.0,90.0,1.0,6.7,3.076,85.78,2.0,70.0,1.0,6.6,4.4110000000000005,82.68,15.0,90.0,1.0,6.6,3.615,80.2,10.0,79.0,1.0,6.7,4.672,81.9,2.0,76.0,1.0,6.8,4.834,82.6,2.0,90.0,1.0
8,8.0,Tierney,ARS,2.0,5.0,0.123,2.6,1.0,7.0,1.0,5.0,1.789,37.17,1.0,13.0,1.0,4.9,1.232,24.55,1.0,2.0,1.0,4.9,0.818,15.95,2.0,60.0,1.0,4.9,2.9810000000000003,58.55,2.0,90.0,1.0,4.9,2.417,66.77,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,4.8,2.999,72.13,6.0,90.0,1.0,4.8,1.68,41.87,1.0,17.0,1.0,4.8,1.404,40.13,1.0,8.0,1.0,4.8,0.954,20.52,1.0,14.0,1.0,4.8,0.0,0.0,0.0,0.0,0.0,4.8,1.624,32.78,1.0,18.0,1.0,4.8,2.998,52.8,1.0,14.0,1.0,4.8,1.683,50.07,1.0,12.0,1.0,4.7,1.031,21.57,0.0,0.0,0.0,4.7,2.379,47.5,2.0,72.0,1.0,4.7,1.352,31.48,0.0,30.0,1.0,4.7,1.285,27.45,0.0,0.0,0.0,4.7,0.995,25.18,1.0,11.0,1.0,4.7,0.947,20.93,0.0,0.0,0.0,4.6,0.696,13.83,0.0,0.0,0.0,4.6,1.164,13.23,0.0,0.0,0.0,4.6,0.546,12.33,1.0,1.0,1.0,4.6,1.28,12.98,1.0,4.0,2.0,4.6,0.551,10.53,0.0,0.0,0.0,4.6,0.33,7.32,1.0,18.0,1.0,4.6,0.6709999999999999,12.82,4.0,25.0,1.0,4.6,0.991,18.35,1.0,5.0,1.0,4.6,0.6679999999999999,18.12,1.0,2.0,1.0,4.6,1.084,22.52,1.0,84.0,1.0,4.6,2.142,36.7,0.0,0.0,0.0,4.6,0.5579999999999999,19.42,0.0,0.0,0.0,4.6,1.183,24.33,1.0,17.0,1.0,4.6,0.706,19.07,1.0,29.0,1.0,4.6,3.745,84.78,1.0,90.0,1.0,4.6,3.949,85.32,1.0,27.0,1.0
9,9.0,Pépé,ARS,3.0,5.5,1.003,15.17,0.0,0.0,0.0,5.4,0.957,13.17,0.0,0.0,0.0,5.3,0.36,4.9,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0
10,10.0,White,ARS,2.0,4.5,3.095,85.87,5.0,90.0,1.0,4.5,3.38,82.33,1.0,74.0,1.0,4.5,3.301,77.05,7.0,74.0,1.0,4.5,3.655,77.27,1.0,90.0,1.0,4.5,3.1010000000000004,69.05,8.0,64.0,1.0,4.5,2.176,68.82,1.0,79.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,2.795,75.23,6.0,85.0,1.0,4.5,2.422,68.33,5.0,88.0,1.0,4.5,2.187,70.08,1.0,90.0,1.0,4.5,3.379,79.37,6.0,75.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,3.632,81.6,6.0,71.0,1.0,4.6,4.604,83.7,6.0,90.0,1.0,4.6,2.612,84.68,5.0,90.0,1.0,4.6,3.746,83.47,8.0,90.0,1.0,4.7,3.676,77.43,2.0,90.0,1.0,4.6,3.148,82.53,1.0,59.0,1.0,4.6,3.212,75.92,7.0,75.0,1.0,4.6,2.701,77.62,8.0,90.0,1.0,4.6,3.032,73.98,0.0,45.0,1.0,4.6,3.613,72.8,2.0,84.0,1.0,4.6,5.372000000000001,65.49,3.0,48.5,2.0,4.6,3.047,70.88,1.0,78.0,1.0,4.6,6.233,64.9,13.0,90.0,2.0,4.6,3.999,73.87,7.0,45.0,1.0,4.7,3.073,69.23,6.0,79.0,1.0,4.7,4.174,81.87,5.0,82.0,1.0,4.7,4.309,83.37,8.0,90.0,1.0,4.8,2.632,80.77,0.0,90.0,1.0,4.9,3.854,85.7,6.0,90.0,1.0,5.0,5.035,85.18,4.0,90.0,1.0,5.0,1.915,84.77,0.0,90.0,1.0,5.0,3.956,84.9,2.0,90.0,1.0,5.0,2.822,89.37,6.0,90.0,1.0,5.0,3.715,84.93,1.0,90.0,1.0,5.0,3.916,85.72,2.0,90.0,1.0
