,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1918.0,1982.47,2008.76,2015.0,-106.44,451068,29526,1405,161,5.8%
1,FplSimpson,1979.0,2024.43,2054.63,2045.39,-84.8,182787,6477,3,1,11.8%
2,FplStatsdan,1919.0,1967.95,1976.89,1963.17,-72.39,447067,44719,10675,6113,15.9%
3,FF_Trout,1978.0,2029.21,2038.25,2037.44,-79.09,185384,5105,134,16,13.9%
4,dilksybab,2042.0,2100.08,2083.64,2047.57,-56.74,48626,87,1,1,22.3%
5,theFPLkiwi,1882.0,1973.06,2015.81,1994.59,-134.88,682118,38738,804,762,2.1%
6,jameso_12,1882.0,1895.1,1963.97,1935.76,-72.25,683338,218682,19709,26150,16%
7,api_kakayou,2064.0,2003.24,1987.75,1976.34,53.1,27454,14700,5194,2698,77.1%
8,usafpl,1916.0,1906.48,1921.58,1893.8,-13.33,464045,180819,88587,103814,42.9%
9,CazzaFPL,2068.0,2045.48,2076.21,2040.31,-8.17,24296,2298,1,16,45.9%
10,PlanetosFPL,1976.0,2033.18,2051.82,2030.64,-84.67,192884,4213,22,39,11.8%
11,analytic_fpl,2007.0,1987.2,1990.28,1981.15,-1.22,108013,26506,4571,2132,49.8%
12,rogue_wee,1973.0,2018.67,2019.58,1992.8,-59.24,202393,7975,568,1042,21.2%
13,mtthwmn,2003.0,2017.6,2037.64,2027.01,-46.61,116539,8220,136,57,26.4%
14,cmusson32,1936.0,1983.48,1993.95,2005.67,-80.58,356221,28976,3488,337,13.3%
15,FPLstudent2,2010.0,2088.06,2027.96,2053.16,-67.89,101518,195,321,1,17.6%
16,peterhandleson,1789.0,1849.39,1866.77,1859.08,-91.6,1478378,446098,304523,235613,9.7%
17,chrishp,2043.0,2036.2,2002.18,1995.75,10.01,47641,3636,2161,682,55.8%
18,plfantasy,1999.0,1962.59,1925.74,1909.45,44.88,128008,51109,76750,66371,73.1%
19,FPLmeta,2010.0,2004.66,2025.42,2017.08,-27.94,100887,13984,397,137,35.6%
20,FplAuto,1951.0,2013.88,2004.03,1966.95,-65.66,288300,9522,2020,4488,18.5%
21,NourEldin_z3r0,2067.0,2048.4,1979.06,1965.9,48.04,25406,1857,9594,4778,74.7%
22,UkendtPerson45,2010.0,2071.29,2024.45,2009.04,-46.34,101644,585,458,233,26.6%
23,MikkelTokvam,2028.0,2075.57,2019.42,2003.38,-26.1,68447,420,587,417,36.4%
24,Klaudioz,1981.0,1902.91,1843.54,1829.5,101.06,178726,191636,480285,415688,92.6%
25,FantasianPL,1849.0,1954.37,1923.51,1912.34,-102.7,933625,64500,82148,61149,6.7%
26,rama96ab,1963.0,2017.41,2005.88,1994.11,-64.63,238875,8268,1783,792,19%
27,FPL_LFE,2036.0,1988.8,1930.66,1913.41,70.43,57291,25492,67678,59422,84.4%
28,_jtreble,2048.0,2048.52,2008.78,1981.9,13.5,42011,1854,1405,2097,57.6%
29,DanielSaetre,2038.0,2000.43,2014.24,1996.39,12.23,54158,16192,872,641,56.9%
30,FBinary01,2054.0,1982.47,1963.88,1944.71,68.6,35957,29526,19724,17757,83.8%
31,FPL_Data,1900.0,1950.73,1925.99,1932.29,-58.13,561479,68860,76423,29855,21.9%
32,FPL_ElStatto,1944.0,1895.45,1924.22,1908.51,12.34,319529,217467,79734,67874,57%
33,FplSigurd,2043.0,2086.21,2059.12,2039.04,-40.07,47641,219,2,16,29.7%
34,JoeBopara,1897.0,1961.76,1991.18,1962.98,-97.17,580538,52453,4218,6135,7.7%
35,dLincolnlawyer,2016.0,2063.8,2022.34,2015.57,-39.43,89810,853,485,161,29.8%
36,FPL_Statoholic,2033.0,1929.18,1979.76,1986.04,45.37,60960,114355,9325,1585,73.3%
37,FplAmateur,2029.0,1963.37,1918.34,1905.94,78.33,66511,49874,96144,73059,87.3%
38,wolacola,2057.0,2059.65,2037.83,2038.24,-10.03,33464,1076,136,16,44.8%
39,Hashtag_MEGA,1977.0,2033.93,2046.49,2046.33,-87.42,188634,4083,45,1,11%
40,dav_fifa,1971.0,1839.17,1815.45,1800.86,130.83,211463,509979,721557,675443,97.3%
41,MaulanaRiandi,2101.0,2080.76,2007.59,1981.62,56.61,8399,324,1474,2104,78.7%
42,Rak464,2002.0,1963.16,1988.69,1968.5,6.35,120060,50370,4936,4116,54%
43,ArneBarsnes,2116.0,2045.54,2030.15,2016.37,63.53,4814,2282,266,142,81.6%
44,FPL_PapaSmurf,1969.0,1884.63,1893.91,1887.97,58.06,217707,264853,176078,119599,79.4%
45,gezza96,2091.0,2032.67,1972.32,1954.61,83.21,12186,4347,13739,10163,88.6%
46,Raghy78d,2097.0,2058.21,2047.02,2018.58,33.98,9691,1154,45,131,67.8%
47,pdhFPL,1942.0,2059.35,2025.09,2040.38,-121.34,327477,1092,417,16,3.5%
48,NeilRankinZA,1953.0,1895.93,1876.65,1887.06,44.58,278789,216381,253408,123891,72.9%
49,EuanThompson,2115.0,2118.34,2071.96,2062.01,9.44,5070,11,2,1,55.5%
50,FPLrookie1,1973.0,2005.69,1980.14,1950.14,-27.23,203630,13434,9010,13601,35.9%
51,FplBudget,2046.0,1953.74,1954.91,1950.65,70.88,44450,65616,28840,13331,84.7%
52,FF_Vader,2055.0,2015.09,2030.45,1999.63,17.91,35114,8886,266,543,59.7%
53,alasdairtweets,2107.0,2047.35,2031.14,2007.29,56.69,6873,1992,256,254,78.8%
54,fpl_analytic,1932.0,1895.8,1919.57,1914.61,-0.26,377858,217014,91963,56927,50.4%
55,stephendeyoung,1922.0,1918.6,1891.3,1872.4,6.28,430280,143654,186905,174743,54%
56,James_Ingram15,1964.0,2033.69,2028.43,2017.31,-84.38,234704,4139,305,134,12%
57,FPL_Kid,2003.0,1979.51,1936.47,1937.2,30.39,117943,32073,56767,24763,66.2%
58,fpl_jan,2164.0,2137.02,2044.68,2012.6,78.42,586,4,48,192,87.3%
59,FPL_Mezzala,2087.0,2116.07,2058.2,2042.13,-6.42,13642,19,2,1,46.7%
60,morstats,1967.0,1974.0,1903.64,1886.5,24.48,223347,37215,140162,125382,63.3%
61,FplOpinion,1997.0,1977.44,1998.76,1996.2,-16.06,131974,34097,2699,656,41.6%
62,_NeilFPL,2058.0,2042.08,2019.07,2008.41,13.1,32237,2829,608,243,57.4%
63,UnderstandingF8,1929.0,1841.17,1835.59,1818.93,75.23,395092,496541,538131,509826,86.3%
64,EejRoberts,1978.0,2031.14,2021.85,2013.64,-66.09,185777,4703,505,177,18.3%
