,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1252.0,1300.49,1310.82,1309.31,-61.03,326256,17363,1402,185,12.1%
1,FplSimpson,1252.0,1300.4,1335.78,1319.48,-73.4,326802,17405,57,72,8.1%
2,FplStatsdan,1174.0,1238.24,1295.09,1281.27,-105.26,1207189,180959,8126,6027,2%
3,FF_Trout,1291.0,1319.55,1333.59,1328.69,-42.52,122553,5969,62,3,20.5%
4,dilksybab,1283.0,1348.07,1349.73,1326.21,-63.74,152596,1012,1,25,11%
5,theFPLkiwi,1192.0,1229.54,1281.58,1263.77,-73.76,948096,228996,20289,19015,8.1%
6,jameso_12,1221.0,1222.3,1260.81,1234.17,-24.86,600685,278713,62466,97361,31.5%
7,api_kakayou,1336.0,1259.05,1263.28,1254.39,71.31,27971,95401,54915,35842,92.2%
8,usafpl,1161.0,1188.25,1241.89,1224.57,-64.76,1413267,614650,138287,143072,10.7%
9,CazzaFPL,1304.0,1297.76,1340.44,1312.25,-19.71,84660,19618,51,163,34.7%
10,PlanetosFPL,1239.0,1282.1,1308.19,1287.21,-59.9,427901,40090,2348,3629,12.4%
11,analytic_fpl,1259.0,1259.4,1309.81,1295.77,-36.8,279936,94324,1621,1746,23.6%
12,rogue_wee,1229.0,1266.34,1274.36,1253.78,-41.53,519023,75145,30000,37266,21.1%
13,mtthwmn,1289.0,1291.4,1315.24,1306.42,-21.9,129915,26003,852,447,33.3%
14,cmusson32,1277.0,1294.12,1294.2,1301.64,-25.59,179409,22875,8447,762,31%
15,FPLstudent2,1263.0,1341.84,1310.34,1326.89,-68.25,254472,1552,1458,24,9.7%
16,peterhandleson,1206.0,1221.56,1229.19,1214.28,-21.47,771226,283756,219720,203566,33.5%
17,chrishp,1283.0,1310.14,1288.99,1282.49,-15.72,153962,10235,12010,5400,37.5%
18,plfantasy,1316.0,1260.34,1254.2,1234.37,61.19,58121,91155,83676,95891,88.8%
19,FPLmeta,1324.0,1301.31,1303.58,1298.69,17.02,42773,16737,3610,1146,62.9%
20,FplAuto,1246.0,1292.26,1283.26,1260.53,-37.68,373716,25230,17546,23950,23%
