,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1536.0,1552.41,1601.22,1600.67,-85.25,595238,55836,2123,427,10.6%
1,FplSimpson,1540.0,1563.73,1638.08,1622.43,-105.01,563128,37932,32,13,5.5%
2,FplStatsdan,1523.0,1540.69,1600.82,1587.26,-89.86,712020,82692,2205,1485,9.5%
3,FF_Trout,1637.0,1630.72,1643.33,1640.83,-36.86,80673,1415,8,1,29.1%
4,dilksybab,1619.0,1636.7,1644.27,1618.51,-49.31,127327,958,8,46,23.7%
5,theFPLkiwi,1478.0,1516.19,1583.98,1567.36,-114.59,1181019,166150,8553,7283,3.6%
6,jameso_12,1558.0,1504.45,1560.85,1534.42,-11.59,428904,224975,31364,42765,43%
7,api_kakayou,1662.0,1553.71,1555.26,1543.11,76.14,39250,53886,41686,29357,89.7%
8,usafpl,1526.0,1503.52,1545.61,1525.65,-35.0,684761,228929,61632,61376,30.1%
9,CazzaFPL,1667.0,1586.79,1644.25,1611.22,16.62,33794,16098,8,102,60.8%
10,PlanetosFPL,1541.0,1561.05,1625.37,1603.39,-92.2,555943,42644,90,195,8.8%
11,analytic_fpl,1612.0,1548.02,1593.3,1579.54,2.15,150867,65026,4501,2906,52%
12,rogue_wee,1543.0,1550.81,1585.04,1562.0,-58.79,539607,58811,8078,9909,19.7%
13,mtthwmn,1598.0,1562.95,1610.08,1599.21,-29.06,204430,39287,942,556,33%
14,cmusson32,1559.0,1550.46,1585.03,1595.33,-54.2,420488,59597,8081,763,21.7%
15,FPLstudent2,1601.0,1651.42,1618.43,1640.09,-70.38,191472,328,316,1,15.4%
16,peterhandleson,1465.0,1483.24,1524.01,1514.98,-78.59,1335050,347989,137730,93689,12.8%
17,chrishp,1610.0,1580.91,1579.62,1571.25,-2.41,157669,20867,10815,5547,49.1%
18,plfantasy,1648.0,1556.35,1549.52,1531.5,67.32,60866,48576,54096,48318,86.6%
19,FPLmeta,1611.0,1573.79,1610.08,1603.82,-21.0,152861,27317,942,192,37.5%
20,FplAuto,1574.0,1567.39,1572.23,1544.08,-22.28,327787,33483,17289,28155,36.8%
21,NourEldin_z3r0,1681.0,1623.76,1600.06,1582.58,44.39,20841,2377,2487,2413,76.7%
22,UkendtPerson45,1590.0,1609.52,1606.52,1591.14,-47.41,242018,5510,1258,1126,24.2%
23,MikkelTokvam,1612.0,1638.72,1631.21,1610.63,-49.69,150395,854,36,105,23.6%
24,Klaudioz,1609.0,1494.37,1472.43,1457.53,99.67,163058,277749,538583,507505,95.4%
25,FantasianPL,1510.0,1569.19,1572.17,1560.68,-92.56,833289,31597,17325,10732,8.8%
26,rama96ab,1597.0,1596.86,1582.45,1577.25,-23.38,209188,10193,9641,3261,36.1%
27,FPL_LFE,1636.0,1555.66,1521.17,1498.09,76.88,84267,49995,149491,168514,90%
28,_jtreble,1648.0,1613.47,1600.08,1575.05,17.16,60307,4296,2487,3601,61.1%
29,DanielSaetre,1650.0,1588.73,1614.49,1595.98,14.57,56653,14783,426,735,59.7%
30,FBinary01,1682.0,1532.94,1563.56,1544.0,99.37,20026,103719,27544,28251,95.3%
31,FPL_Data,1540.0,1554.78,1557.21,1556.87,-51.62,565723,51052,37766,14323,NAN%
32,FPL_ElStatto,1538.0,1471.67,1515.58,1499.46,6.26,581345,431028,182662,160727,54.8%
33,FplSigurd,1622.0,1637.45,1631.34,1619.96,-42.57,119100,916,36,46,26.5%
34,JoeBopara,1549.0,1539.92,1574.73,1547.57,-40.88,495310,84255,14842,23730,27.4%
35,dLincolnlawyer,1636.0,1629.84,1594.16,1593.19,-4.11,83845,1495,4015,839,47.7%
36,FPL_Statoholic,1658.0,1518.92,1599.33,1597.99,48.67,44317,154555,2624,607,79%
37,FplAmateur,1685.0,1556.94,1548.65,1532.22,104.19,17689,47713,55262,47593,96%
38,wolacola,1630.0,1620.86,1626.1,1620.95,-27.98,98214,2780,89,16,33.5%
39,Hashtag_MEGA,1621.0,1612.63,1633.95,1635.23,-42.09,121447,4644,32,1,26.8%
40,dav_fifa,1627.0,1467.57,1457.13,1440.52,137.11,106572,460645,708382,688462,99%
41,MaulanaRiandi,1661.0,1607.11,1588.35,1561.91,40.73,40491,6165,6245,9932,75%
42,Rak464,1585.0,1527.29,1569.73,1554.52,-1.66,268014,125485,19504,15852,49.6%
43,ArneBarsnes,1698.0,1617.51,1611.51,1602.96,52.31,10874,3382,692,196,80.8%
44,FPL_PapaSmurf,1627.0,1508.19,1509.83,1505.1,84.03,106262,207251,216156,132590,91.6%
45,gezza96,1677.0,1597.0,1558.73,1546.61,75.37,24140,10148,35537,24930,89.6%
46,Raghy78d,1715.0,1632.16,1647.08,1622.75,45.65,5324,1285,4,10,77.2%
47,pdhFPL,1567.0,1625.75,1629.11,1629.6,-96.52,368287,2147,46,4,7.6%
48,NeilRankinZA,1548.0,1483.23,1466.81,1473.95,38.38,500466,348289,591336,338098,73.6%
49,EuanThompson,1695.0,1659.29,1647.99,1637.81,11.76,12280,200,4,1,58.1%
50,FPLrookie1,1626.0,1608.09,1579.44,1557.09,10.17,108998,5772,10864,14252,57.2%
51,FplBudget,1665.0,1527.99,1559.63,1552.34,82.37,36152,122398,33096,17924,91.1%
52,FF_Vader,1645.0,1579.98,1601.98,1579.36,22.35,65569,21490,2063,2933,64%
53,alasdairtweets,1704.0,1613.22,1614.22,1595.19,61.39,8714,4353,432,767,84.4%
54,fpl_analytic,1534.0,1457.56,1533.52,1524.42,-8.21,615760,535240,97860,64341,45.2%
55,stephendeyoung,1534.0,1481.75,1507.08,1484.38,7.31,614912,359734,232226,261834,55.2%
56,James_Ingram15,1583.0,1581.16,1610.09,1598.47,-49.42,275783,20699,942,574,23.7%
57,FPL_Kid,1623.0,1548.21,1542.52,1537.77,45.09,117466,64689,70787,36662,77.1%
58,fpl_jan,1753.0,1683.04,1610.42,1581.8,94.79,847,17,896,2531,94.5%
59,FPL_Mezzala,1661.0,1649.31,1626.04,1610.64,-2.18,40671,399,89,102,49.3%
60,morstats,1615.0,1564.11,1530.39,1513.35,44.81,139915,37712,108825,97183,76.9%
61,FplOpinion,1605.0,1546.29,1581.25,1581.33,-0.77,176827,68353,10249,2724,50.1%
62,_NeilFPL,1638.0,1586.72,1596.21,1582.44,14.2,79230,16107,3458,2430,59.4%
63,UnderstandingF8,1565.0,1458.75,1466.54,1446.36,72.56,384588,525362,593649,632655,88.6%
64,EejRoberts,1566.0,1595.28,1614.18,1602.27,-73.51,374011,10820,432,211,14.6%
65,FPL_Gents,1596.0,1551.88,1578.23,1562.88,-4.07,215420,57069,11933,9385,47.7%
66,FPLHaggis,1606.0,1571.68,1559.83,1541.51,13.57,173478,29152,32476,31677,59.1%
67,Jumpthewave,1644.0,1603.31,1573.77,1552.16,33.31,67937,7599,15713,18154,71%
68,DarraghNoonan,1676.0,1618.67,1605.72,1593.33,35.28,24491,3146,1322,835,72.2%
69,FPL_Chase,1658.0,1590.83,1620.29,1604.04,17.14,44317,13810,255,192,61.1%
70,jonwalker88,1585.0,1602.61,1635.61,1629.63,-73.64,264637,7867,32,4,14.5%
71,TomDavies_17,1676.0,1602.74,1606.36,1595.51,39.23,24763,7843,1278,760,74%
72,FodWeTrust,1579.0,1558.23,1597.45,1581.07,-35.97,297763,46161,3213,2759,29.5%
73,FplPass,1668.0,1563.8,1523.27,1517.81,98.83,32554,37896,140944,85645,95.3%
74,prparsons,1614.0,1587.79,1580.47,1554.04,5.13,144575,15279,10488,16220,54%
75,FplJeb,1543.0,1499.0,1602.44,1587.5,-57.64,541351,251418,2000,1466,20%
