,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,307,Ederson,43,1,55,8,4.06,False,1,16.8,4.06
1,306,Cancelo,43,2,71,8,4.103,False,1,48.9,4.103
2,357,Trippier,4,2,53,8,4.4830000000000005,False,1,37.1,4.4830000000000005
3,448,Perišić,6,2,56,8,4.2139999999999995,False,1,26.2,4.2139999999999995
4,13,Saka,3,3,78,8,4.694,False,1,10.8,4.694
5,301,De Bruyne,43,3,122,8,5.154,False,1,26.5,5.154
6,428,Son,6,3,117,8,5.388999999999999,False,1,8.6,5.388999999999999
7,465,Bowen,21,3,81,8,4.0089999999999995,False,1,2.6,4.0089999999999995
8,210,Mitrović,54,4,69,8,5.2120000000000015,False,1,26.5,5.2120000000000015
9,318,Haaland,43,4,120,8,6.394,True,2,79.4,12.788
10,427,Kane,6,4,114,8,6.369,False,1,17.1,6.369
