,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,54,4.603000000000001,False,1,1,13.7,4.603000000000001
1,112,Cucurella,8,2,51,4.149,False,1,1,7.5,4.149
2,146,James,8,2,58,4.1586,False,1,1,12.7,4.1586
3,285,Alexander-Arnold,14,2,72,4.371599999999999,False,1,1,18.3,4.371599999999999
4,19,Martinelli,3,3,68,4.2424,False,1,1,48.1,4.2424
5,142,Mount,8,3,75,4.7356,False,1,1,6.5,4.7356
6,160,Zaha,31,3,75,4.4910000000000005,False,1,1,18.5,4.4910000000000005
7,301,De Bruyne,43,3,126,5.9632,False,1,1,37.6,5.9632
8,210,Mitrović,54,4,68,4.368399999999999,False,1,1,19.8,4.368399999999999
9,318,Haaland,43,4,122,7.294600000000001,True,2,1,82.9,14.589200000000002
10,345,Martial,1,4,67,4.0451999999999995,False,1,1,2.2,4.0451999999999995
11,254,Ward,13,1,41,3.4024,False,0,0,28.9,0.0
12,197,Patterson,11,2,40,1.8628,False,0,0,4.4,0.0
13,558,Bueno,39,2,39,2.0216,False,0,0,2.6,0.0
14,370,S.Longstaff,4,3,44,1.9962,False,0,0,1.7,0.0
