,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,70,Ryan,36,1,45,8,3.891,False,1,1,3.891
1,77,Lamptey,36,2,47,8,4.005,False,1,1,4.005
2,232,Chilwell,8,2,59,8,4.428,False,1,1,4.428
3,362,Bertrand,20,2,50,8,4.167,False,1,1,4.167
4,375,Walker-Peters,20,2,45,8,3.941,False,1,1,3.941
5,4,Aubameyang,3,3,117,8,6.105,False,1,1,6.105
6,272,De Bruyne,43,3,115,8,5.124,False,1,1,5.124
7,390,Son,6,3,95,8,5.362,False,1,1,5.362
8,68,Maupay,36,4,66,8,4.998,False,1,1,4.998
9,366,Ings,20,4,85,8,5.348,False,1,1,5.348
10,388,Kane,6,4,109,8,6.376,True,2,1,12.752
11,527,Macey,3,1,40,8,0.0,False,0,0,0.0
12,170,Branthwaite,11,2,39,8,0.21600000000000005,False,0,0,0.0
13,124,Gilmour,8,3,44,8,0.0,False,0,0,0.0
14,317,Garner,1,3,44,8,0.0,False,0,0,0.0
