,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,gw_points
0,213,Meslier,2,1,45,8,3.802,False,1,1,3.802
1,77,Lamptey,36,2,47,8,4.005,False,1,1,4.005
2,232,Chilwell,8,2,59,8,4.487,False,1,1,4.487
3,362,Bertrand,20,2,50,8,4.121,False,1,1,4.121
4,375,Walker-Peters,20,2,45,8,3.898,False,1,1,3.898
5,4,Aubameyang,3,3,117,8,6.105,False,1,1,6.105
6,390,Son,6,3,95,8,5.362,False,1,1,5.362
7,500,Havertz,8,3,84,8,4.604,False,1,1,4.604
8,68,Maupay,36,4,66,8,4.998,False,1,1,4.998
9,388,Kane,6,4,109,8,6.376,True,2,1,12.752
10,441,Haller,21,4,61,8,4.475,False,1,1,4.475
11,383,Lloris,6,1,55,8,4.058,False,0,0,0.0
12,239,Justin,13,2,48,8,3.793,False,0,0,0.0
13,69,Trossard,36,3,60,8,4.079,False,0,0,0.0
14,370,Ward-Prowse,20,3,58,8,4.025,False,0,0,0.0
