,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,2087.0,2158.36,2190.37,2198.47,-107.65,446880,48214,4131,532,4.9%
1,FplSimpson,2141.0,2206.98,2234.43,2225.43,-93.47,222755,12097,169,61,8.3%
2,FplStatsdan,2106.0,2151.98,2163.32,2147.78,-60.44,349067,56783,16984,12471,18.9%
3,FF_Trout,2177.0,2234.44,2242.87,2239.76,-74.12,117877,4094,78,9,13.4%
4,dilksybab,2219.0,2292.35,2276.55,2240.21,-62.58,52778,208,5,9,18.1%
5,theFPLkiwi,2052.0,2155.08,2205.74,2179.15,-140.25,644008,52291,1549,1967,1.5%
6,jameso_12,2063.0,2095.1,2158.56,2129.2,-76.94,527480,172780,20973,24660,12.7%
7,api_kakayou,2224.0,2177.42,2163.7,2148.53,48.84,44129,29388,16748,12172,75.2%
8,usafpl,2098.0,2091.33,2119.18,2089.64,-14.18,340101,184423,72263,83643,42%
9,CazzaFPL,2262.0,2248.27,2273.34,2236.2,-2.7,17449,2234,5,9,49.7%
10,PlanetosFPL,2163.0,2211.35,2230.98,2207.21,-65.61,153127,10543,239,235,16.5%
11,analytic_fpl,2211.0,2172.56,2173.16,2163.44,29.24,49573,33334,11323,5986,65.7%
12,wee_rogue,2167.0,2199.68,2202.86,2170.85,-36.12,147644,15319,1804,3658,30.4%
13,mtthwmn,2200.0,2206.24,2232.56,2218.24,-31.18,76087,12555,213,86,33%
14,cmusson32,2099.0,2165.43,2168.84,2178.68,-84.09,370084,40046,13953,1993,10.6%
15,FPLstudent2,2200.0,2270.06,2211.52,2236.02,-51.02,79441,704,1056,9,23.2%
16,peterhandleson,1933.0,1995.55,2017.01,2009.83,-86.62,1592743,670202,508849,413105,9.8%
17,chrishp,2245.0,2242.91,2192.49,2184.52,26.59,28317,2858,3645,1364,64.4%
18,plfantasy,2197.0,2163.65,2122.7,2108.57,53.56,69520,42027,67097,50730,77.2%
19,FPLmeta,2220.0,2199.66,2227.07,2214.78,-6.01,52652,15364,377,114,47.2%
20,FplAuto,2128.0,2198.38,2174.96,2134.26,-53.03,269374,15778,10535,20770,22.3%
21,NourEldin_z3r0,2258.0,2244.33,2169.1,2156.39,56.44,20273,2671,13866,8761,78.8%
22,UkendtPerson45,2219.0,2273.58,2217.51,2198.93,-22.71,48631,561,753,457,37%
23,MikkelTokvam,2214.0,2256.45,2197.24,2175.15,-7.3,58929,1539,2721,2669,46.3%
24,Klaudioz,2144.0,2081.17,2038.93,2022.33,84.74,215303,221767,369302,336432,89.3%
25,FantasianPL,2038.0,2147.91,2111.03,2099.07,-93.17,680961,63270,89947,66088,8.4%
26,rama96ab,2184.0,2219.06,2195.99,2181.24,-26.66,98418,7835,2880,1628,34.7%
27,FPL_LFE,2214.0,2186.52,2117.16,2098.63,68.26,57077,22855,75621,66625,83.5%
28,_jtreble,2263.0,2270.03,2221.18,2194.1,22.84,17899,704,574,767,62.4%
29,DanielSaetre,2223.0,2199.6,2203.47,2182.86,15.67,49646,15385,1739,1494,58.9%
30,FBinary01,2255.0,2179.96,2155.34,2135.24,86.28,21810,27129,23379,20312,89.8%
31,FPL_Data,2063.0,2141.77,2106.14,2113.93,-69.5,591042,71316,100024,42853,15.1%
32,FPL_ElStatto,2119.0,2090.85,2114.83,2097.45,5.81,303602,186448,80438,69312,54%
33,FplSigurd,2232.0,2288.86,2254.28,2234.62,-39.07,32884,244,32,9,28.9%
34,JoeBopara,2098.0,2163.69,2186.75,2153.89,-82.2,403790,41997,5152,9695,11.2%
35,dLincolnlawyer,2224.0,2258.5,2209.78,2201.02,-10.87,44183,1386,1187,369,43.9%
36,FPL_Statoholic,2205.0,2104.28,2161.87,2172.03,46.54,62982,145519,17687,3245,74.2%
37,FplAmateur,2235.0,2149.18,2107.51,2092.66,106.75,28810,61303,97491,78049,93.9%
38,wolacola,2217.0,2218.28,2202.88,2206.88,-4.33,54620,8007,1802,235,48.6%
39,Hashtag_MEGA,2121.0,2214.3,2229.39,2232.07,-116.4,301923,9364,281,28,3.7%
40,dav_fifa,2186.0,2048.21,2025.07,2009.59,146.48,93931,352146,462528,413945,98.6%
41,MaulanaRiandi,2302.0,2285.32,2201.31,2173.9,70.29,3493,279,2126,2881,84.5%
42,Rak464,2185.0,2148.71,2174.85,2150.43,14.87,90192,61864,10581,11303,58.6%
43,ArneBarsnes,2318.0,2240.17,2226.75,2212.87,79.45,1729,3166,381,159,87.4%
44,FPL_PapaSmurf,2134.0,2063.22,2065.57,2059.35,59.23,213982,286759,235944,169284,80.3%
45,gezza96,2290.0,2248.18,2181.37,2162.92,80.86,4614,2244,7514,6149,87.9%
46,Raghy78d,2313.0,2265.82,2259.88,2223.97,51.18,3141,902,27,68,76.2%
47,pdhFPL,2163.0,2257.82,2216.2,2227.45,-82.69,157899,1414,811,58,11.1%
48,NeilRankinZA,2116.0,2084.32,2064.25,2076.2,29.09,294853,211045,240040,115784,65.6%
49,EuanThompson,2283.0,2295.39,2243.27,2232.65,14.14,7965,174,60,27,58.3%
50,FPLrookie1,2165.0,2198.27,2169.37,2134.36,-14.15,156285,15814,13579,20731,42%
51,FplBudget,2217.0,2128.76,2138.75,2136.03,70.38,55659,92991,42528,19676,84.5%
52,FF_Vader,2247.0,2216.63,2235.61,2202.45,16.7,27700,8557,154,331,59.3%
53,alasdairtweets,2305.0,2255.81,2230.52,2205.53,62.52,3419,1588,247,279,81.4%
54,fpl_analytic,2135.0,2083.79,2111.56,2107.48,21.86,198080,213178,87832,52583,62.1%
55,stephendeyoung,2119.0,2121.92,2088.32,2068.68,14.2,295595,106567,149463,138717,58.3%
56,James_Ingram15,2192.0,2247.84,2232.68,2221.96,-54.11,90880,2263,212,73,21.8%
57,FPL_Kid,2203.0,2166.21,2122.42,2123.71,53.72,58329,39325,67307,30204,77.4%
58,fpl_jan,2366.0,2348.77,2243.02,2208.95,87.69,340,4,75,215,90%
59,FPL_Mezzala,2293.0,2322.35,2255.36,2237.62,9.57,4955,15,29,9,55.9%
60,morstats,2177.0,2153.13,2084.55,2062.97,65.15,105589,55157,161309,157498,82.2%
61,FplOpinion,2178.0,2177.19,2186.68,2185.12,-17.1,114422,29628,5176,1337,40.5%
62,_NeilFPL,2256.0,2242.83,2216.24,2202.51,23.59,18382,2866,807,331,62.8%
63,UnderstandingF8,2105.0,2019.6,2016.69,1999.73,80.99,289296,507942,509962,476625,88%
64,EejRoberts,2170.0,2229.99,2209.99,2200.37,-55.38,140264,5150,1167,382,21%
65,FPL_Gents,2197.0,2170.0,2189.64,2163.37,10.57,83407,35832,4318,5996,56.4%
66,FPLHaggis,2154.0,2189.4,2148.49,2128.7,-13.32,174816,20521,30552,24965,42.5%
67,Jumpthewave,2201.0,2233.37,2188.87,2163.85,-6.12,65114,4268,4453,5737,47.1%
68,DarraghNoonan,2258.0,2272.5,2222.08,2207.09,12.36,18895,618,560,235,57.3%
69,FPL_Chase,2259.0,2244.36,2230.97,2209.01,18.96,13653,2671,239,215,60.3%
70,jonwalker88,2161.0,2208.79,2227.44,2226.3,-72.0,162682,11416,343,60,14.3%
71,TomDavies_17,2235.0,2238.98,2195.19,2181.23,18.08,29132,3284,3045,1628,59.9%
72,FodWeTrust,2153.0,2167.03,2203.28,2184.9,-44.28,174242,38648,1755,1341,26.4%
73,FplPass,2172.0,2136.87,2051.82,2047.2,81.78,122755,79254,302597,214970,88.4%
74,prparsons,2198.0,2230.46,2180.6,2153.25,-1.83,69004,4904,7934,9923,50.3%
75,FplJeb,2115.0,2113.56,2215.02,2186.67,-69.28,311051,124482,868,1184,15.2%
76,JosesBusDrivers,2087.0,2200.74,2226.1,2230.22,-144.23,421636,14817,406,35,1.1%
77,hidethecactus,2259.0,2195.7,2141.28,2126.96,92.63,19253,17045,39327,26862,91.5%
78,tweetsofagooner,2111.0,2078.93,2111.73,2113.09,-2.49,294214,230302,87216,44129,49.9%
79,FplRafiki,2128.0,2057.37,2040.74,2038.3,70.57,231489,310222,357422,251622,84.6%
80,FPL_Audit,2285.0,2196.91,2197.63,2161.5,87.69,8547,16371,2682,6410,90%
81,DaveCZfpl,2073.0,2081.98,2131.43,2125.45,-52.27,518190,219016,52095,28498,22.7%
82,PaulGiurculet,2316.0,2225.67,2132.34,2115.99,146.49,2972,5945,50797,40654,98.6%
83,k_rybaczuk,2146.0,2132.03,2157.46,2110.94,0.45,203552,86228,21958,47039,51.2%
84,CoalportGlen,2305.0,2298.23,2229.77,2205.06,49.02,2684,135,279,284,75.3%
85,FPLvariance,2141.0,2218.05,2187.13,2173.95,-63.9,223425,8095,5020,2875,17.5%
86,SchadenfreudeFF,2195.0,2169.28,2154.97,2138.93,28.66,84995,36198,23764,17719,65.5%
87,desphorin,2080.0,2151.82,2154.25,2143.55,-81.92,366353,56897,24107,15127,11.2%
