,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1568.0,1592.85,1636.87,1637.36,-89.3,542861,47573,1959,255,9.3%
1,FplSimpson,1590.0,1617.39,1683.53,1669.75,-102.2,386741,19118,4,4,5.8%
2,FplStatsdan,1552.0,1569.58,1626.15,1612.58,-85.84,679300,95158,5015,2982,10.3%
3,FF_Trout,1679.0,1683.04,1684.6,1682.06,-38.08,53506,474,4,1,28.4%
4,dilksybab,1659.0,1682.84,1686.23,1659.68,-50.84,92225,495,1,13,22.8%
5,theFPLkiwi,1517.0,1570.31,1629.87,1612.6,-122.36,1024593,93945,3587,2982,2.9%
6,jameso_12,1573.0,1534.73,1594.49,1566.84,-27.33,506773,214184,31098,45864,33.9%
7,api_kakayou,1693.0,1589.15,1590.87,1580.84,72.29,35350,53512,36365,22876,88.2%
8,usafpl,1541.0,1522.47,1572.28,1550.24,-42.13,780830,281476,78745,86100,26.7%
9,CazzaFPL,1702.0,1631.08,1683.56,1652.17,11.64,26540,11514,4,89,57.7%
10,PlanetosFPL,1571.0,1596.83,1656.12,1634.14,-93.07,521553,42100,173,522,8.2%
11,analytic_fpl,1645.0,1582.62,1621.48,1609.05,5.97,130501,65617,7185,4305,54.3%
12,rogue_wee,1567.0,1585.42,1616.02,1593.15,-65.51,552324,61088,9661,11782,17%
13,mtthwmn,1637.0,1613.7,1652.11,1642.0,-33.6,156204,22334,407,151,30.1%
14,cmusson32,1605.0,1597.98,1620.55,1630.87,-45.99,297771,40608,7470,806,24.8%
15,FPLstudent2,1633.0,1694.77,1655.86,1677.01,-76.02,170274,160,176,1,13.3%
16,peterhandleson,1484.0,1504.71,1548.16,1539.41,-81.57,1406859,392734,172247,123574,11.8%
17,plfantasy,1671.0,1583.89,1577.05,1560.36,63.77,68499,63521,63337,58318,85.2%
18,FPLmeta,1647.0,1611.13,1641.41,1636.47,-17.2,123337,24853,1344,427,39.9%
19,FplAuto,1603.0,1611.71,1613.16,1583.61,-33.34,311153,24352,10816,19867,30.3%
20,NourEldin_z3r0,1716.0,1661.93,1633.89,1617.7,45.22,16402,1689,2540,2253,77.3%
21,UkendtPerson45,1634.0,1661.71,1648.64,1635.84,-48.09,167624,1730,644,462,24%
22,MikkelTokvam,1659.0,1684.76,1666.76,1648.5,-40.84,92656,384,34,98,27.3%
23,Klaudioz,1645.0,1530.48,1509.04,1495.31,100.25,131907,234277,449715,417399,95.4%
24,FantasianPL,1546.0,1603.41,1598.8,1587.25,-84.07,730838,32992,25276,16147,10.9%
25,rama96ab,1624.0,1640.45,1625.86,1619.46,-37.99,206697,7038,5217,2002,28.4%
26,FPL_LFE,1671.0,1590.66,1553.54,1531.9,79.65,68142,50933,144571,157622,90.3%
27,_jtreble,1677.0,1648.74,1631.39,1607.15,14.79,57455,4321,3104,4817,59.7%
28,DanielSaetre,1675.0,1622.48,1649.7,1632.69,5.74,60512,15601,560,595,54.2%
29,FBinary01,1712.0,1570.49,1598.4,1580.45,94.58,18768,93084,25806,23580,94.4%
30,FPL_Data,1576.0,1596.41,1596.68,1598.35,-55.02,485467,42717,28305,8643,21.1%
31,FPL_ElStatto,1569.0,1508.34,1551.26,1536.47,2.26,537705,368463,152648,137105,52.2%
32,FplSigurd,1656.0,1679.15,1669.61,1657.19,-46.1,99916,673,24,25,24.8%
33,JoeBopara,1579.0,1577.47,1609.57,1584.02,-45.67,463891,73603,13199,19335,25%
34,dLincolnlawyer,1665.0,1674.46,1635.96,1633.28,-15.75,79603,895,2045,556,40.7%
35,FPL_Statoholic,1699.0,1562.52,1636.64,1637.21,51.19,28997,113559,1983,258,80.1%
