,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,143,Mendy,8,1,62,11,4.197,False,1,19.0,4.197
1,23,Gabriel,3,2,50,11,4.392,False,1,1.6,4.392
2,135,Chilwell,8,2,60,11,4.751,False,1,18.1,4.751
3,142,James,8,2,58,11,5.545,False,1,13.9,5.545
4,96,Mbeumo,94,3,56,11,5.388,False,1,4.2,5.388
5,141,Havertz,8,3,81,11,5.381,False,1,7.5,5.381
6,230,Mané,14,3,119,11,4.86,False,1,3.9,4.86
7,233,Salah,14,3,129,11,6.041,False,1,71.0,6.041
8,359,Son,6,3,102,11,5.012,False,1,17.6,5.012
9,4,Aubameyang,3,4,100,11,6.192,True,2,5.4,12.384
10,78,Toney,94,4,66,11,5.482,False,1,20.9,5.482
