,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
31,FPL_Data,2076.0,2154.18,2118.65,2126.18,-66.83,636091,71614,105549,45818,16.3%
32,FPL_ElStatto,2123.0,2098.55,2122.4,2104.47,4.46,272037,202309,96888,81199,53.5%
33,FplSigurd,2244.0,2299.16,2266.91,2247.08,-36.81,39059,340,31,28,29.7%
34,JoeBopara,2100.0,2168.61,2191.45,2158.18,-82.77,426149,51015,9818,14825,10.9%
35,dLincolnlawyer,2232.0,2273.98,2223.99,2214.86,-15.31,41153,1626,1447,416,41.4%
36,FPL_Statoholic,2216.0,2124.36,2181.69,2191.63,39.78,69079,128901,15103,2451,71.5%
37,FplAmateur,2249.0,2163.54,2122.34,2107.16,108.26,24896,57649,96966,75228,94.4%
38,wolacola,2225.0,2230.96,2218.94,2222.91,-9.2,46442,9163,2037,251,45%
39,Hashtag_MEGA,2133.0,2221.0,2239.01,2241.78,-111.02,270495,12808,443,44,4.5%
40,dav_fifa,2200.0,2072.5,2050.62,2034.63,137.59,71429,302927,381121,339400,98.2%
41,MaulanaRiandi,2316.0,2302.0,2215.08,2187.44,71.71,4831,287,2643,3120,85.1%
42,Rak464,2199.0,2163.04,2190.28,2165.26,16.07,95200,58190,10468,11511,59.4%
43,ArneBarsnes,2334.0,2258.95,2245.14,2231.2,79.03,2533,3206,234,143,87.4%
44,FPL_PapaSmurf,2157.0,2086.85,2086.06,2079.86,62.78,205668,246835,209591,149767,81.6%
45,gezza96,2309.0,2272.03,2207.57,2189.13,76.5,4420,1692,3975,2812,86.7%
46,Raghy78d,2321.0,2279.89,2277.01,2240.68,45.26,2742,1172,8,64,74.2%
47,pdhFPL,2172.0,2271.69,2231.06,2241.9,-86.02,148015,1729,838,44,10.1%
48,NeilRankinZA,2127.0,2099.61,2079.57,2091.61,26.82,340681,199825,238208,112748,64.9%
49,EuanThompson,2293.0,2300.77,2251.2,2240.82,19.04,6010,307,138,59,60.9%
50,FPLrookie1,2168.0,2204.58,2175.51,2140.02,-15.11,161203,21193,19214,29424,41.6%
51,FplBudget,2222.0,2135.41,2148.7,2145.8,68.64,51743,106012,48137,24158,84.2%
52,FF_Vader,2258.0,2225.78,2246.77,2213.34,19.36,23232,10999,212,458,61.1%
53,alasdairtweets,2324.0,2268.93,2244.1,2218.85,70.25,2887,1966,251,320,84.7%
54,fpl_analytic,2153.0,2105.95,2133.48,2129.34,19.95,220929,181236,74488,42118,61.6%
55,stephendeyoung,2128.0,2134.17,2103.24,2083.06,11.41,341473,107919,148283,140960,57%
56,James_Ingram15,2198.0,2260.56,2244.47,2233.63,-58.09,94137,2914,248,116,20.1%
57,FPL_Kid,2220.0,2186.54,2145.64,2146.69,50.6,66962,33616,52274,23394,76.3%
58,fpl_jan,2373.0,2358.92,2253.76,2219.09,86.41,237,4,125,317,89.7%
59,FPL_Mezzala,2307.0,2339.03,2269.57,2251.71,10.66,4554,17,28,24,56.5%
60,morstats,2190.0,2166.07,2097.46,2075.43,67.45,131592,54369,169581,163481,83.5%
61,FplOpinion,2188.0,2198.08,2204.94,2203.58,-24.22,113438,24401,4595,1008,36%
62,_NeilFPL,2266.0,2251.03,2224.69,2210.75,27.37,16705,4309,1363,585,65%
63,UnderstandingF8,2127.0,2040.51,2037.62,2020.16,84.31,314531,456051,456949,426025,89.3%
64,EejRoberts,2177.0,2240.15,2220.73,2210.51,-56.66,103097,6674,1903,603,20.7%
65,FPL_Gents,2203.0,2181.05,2201.32,2174.26,7.43,67148,37969,5927,6561,54.8%
66,FPLHaggis,2168.0,2203.7,2165.16,2145.08,-13.04,130258,21620,29658,24762,42.8%
67,Jumpthewave,2215.0,2250.06,2203.08,2177.94,-5.03,56654,4439,5242,5309,47.9%
68,DarraghNoonan,2265.0,2283.97,2237.81,2222.62,7.17,33125,991,500,251,54.7%
69,FPL_Chase,2277.0,2264.73,2250.73,2228.49,19.16,9163,2439,145,173,61%
70,jonwalker88,2167.0,2220.59,2239.29,2238.08,-75.74,140483,12963,432,91,13%
71,TomDavies_17,2249.0,2256.41,2208.9,2194.61,19.33,28697,3550,3696,2098,61.1%
72,FodWeTrust,2170.0,2186.48,2221.2,2202.3,-43.45,138840,33799,1712,1087,26.3%
73,FplPass,2188.0,2161.87,2078.09,2072.81,74.22,130031,59483,243177,173188,86.1%
74,prparsons,2212.0,2243.53,2196.1,2168.44,-0.35,60151,5839,7586,9525,50.8%
75,FplJeb,2128.0,2125.49,2229.03,2200.29,-67.4,240376,125829,978,1283,15.9%
76,JosesBusDrivers,2096.0,2219.79,2245.62,2249.41,-152.41,370120,13269,216,24,0.8%
77,hidethecactus,2265.0,2209.1,2151.3,2136.57,89.7,15636,18389,44625,33405,90.6%
78,tweetsofagooner,2125.0,2093.29,2126.57,2127.58,-0.99,259879,224713,87765,44214,50.5%
79,FplRafiki,2143.0,2070.17,2057.29,2055.1,72.23,228789,313295,344531,235697,85.4%
80,FPL_Audit,2300.0,2212.55,2215.77,2179.43,87.51,6863,16814,2526,4956,90%
81,DaveCZfpl,2080.0,2095.45,2145.84,2139.57,-57.2,456494,213793,51984,29865,20.5%
82,PaulGiurculet,2337.0,2239.9,2149.79,2133.08,153.28,2083,6738,46342,37532,99%
83,k_rybaczuk,2153.0,2147.57,2170.87,2123.78,-4.4,184258,81960,23721,49162,48.2%
84,CoalportGlen,2323.0,2320.21,2251.91,2227.23,46.99,2632,64,135,179,74.7%
85,FPLvariance,2145.0,2225.75,2194.69,2180.98,-65.26,184904,11008,8149,4614,16.8%
86,SchadenfreudeFF,2203.0,2185.63,2171.39,2155.09,22.43,88341,34355,22867,16754,62.9%
87,desphorin,2108.0,2176.76,2177.35,2166.48,-75.49,349488,42521,17946,10938,13.1%
