,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1860.0,1910.95,1940.91,1945.19,-98.12,380883,14552,221,28,7.9%
1,FplSimpson,1911.0,1955.76,1992.64,1981.65,-91.45,161968,1729,1,1,9.5%
2,FplStatsdan,1837.0,1893.41,1913.14,1899.3,-90.47,522972,26537,2264,1778,9.7%
3,FF_Trout,1909.0,1955.86,1975.16,1972.84,-84.54,167444,1729,7,4,11.8%
4,dilksybab,1959.0,2030.97,2021.87,1985.68,-78.83,55381,10,1,1,13.5%
5,theFPLkiwi,1802.0,1897.83,1946.77,1925.72,-147.3,785516,23024,88,113,1.3%
6,jameso_12,1816.0,1837.07,1910.74,1881.9,-86.71,674449,109798,2689,4815,11.1%
7,api_kakayou,1998.0,1928.99,1920.34,1908.59,53.54,18373,6553,1510,945,79.2%
8,usafpl,1837.0,1839.31,1866.96,1839.2,-37.03,522694,104217,28380,35224,30.5%
9,CazzaFPL,1997.0,1973.91,2010.15,1975.68,-15.19,18979,624,1,4,41.8%
10,PlanetosFPL,1919.0,1971.22,1995.12,1972.82,-86.24,138591,696,1,4,11.2%
11,analytic_fpl,1923.0,1898.86,1911.3,1902.4,-6.64,127943,22074,2530,1378,46.8%
12,rogue_wee,1893.0,1945.48,1949.62,1922.63,-71.47,224892,2891,77,190,16.2%
13,mtthwmn,1919.0,1946.75,1971.9,1961.15,-66.54,138296,2788,23,7,17.8%
14,cmusson32,1851.0,1905.94,1919.68,1929.91,-93.11,432317,17338,1593,75,9%
15,FPLstudent2,1935.0,2013.14,1960.09,1983.7,-75.44,98620,23,31,1,14.6%
16,peterhandleson,1724.0,1793.5,1820.3,1812.54,-110.43,1542484,264400,124274,86380,5.3%
17,chrishp,1974.0,1972.93,1940.15,1933.1,0.41,37508,658,237,50,50.8%
18,plfantasy,1945.0,1913.94,1881.9,1865.51,33.07,79608,12821,14617,11071,68.6%
19,FPLmeta,1943.0,1941.52,1959.19,1951.02,-33.11,81615,3547,31,22,32.5%
20,FplAuto,1898.0,1964.76,1949.26,1913.01,-69.25,207102,1057,77,692,16.9%
21,NourEldin_z3r0,1991.0,1978.18,1921.02,1906.69,31.21,23141,467,1462,1041,67.6%
22,UkendtPerson45,1936.0,2007.51,1966.29,1950.64,-63.51,96742,46,27,22,18.9%
23,MikkelTokvam,1963.0,2011.5,1963.1,1947.2,-35.54,50243,27,28,23,31.3%
24,Klaudioz,1922.0,1850.02,1794.63,1781.33,88.82,132016,82987,238423,198951,90.8%
25,FantasianPL,1791.0,1899.13,1871.66,1860.93,-111.15,877892,21963,22709,14796,5.2%
26,rama96ab,1891.0,1948.55,1941.12,1929.27,-73.82,233465,2663,218,76,15.2%
27,FPL_LFE,1969.0,1921.79,1869.62,1849.93,64.02,43327,9113,24776,23163,83.7%
28,_jtreble,1961.0,1972.88,1939.93,1911.69,-5.23,53157,661,253,741,47.8%
29,DanielSaetre,1932.0,1915.26,1933.19,1914.98,-14.61,105668,12117,567,591,42.3%
30,FBinary01,1990.0,1919.48,1903.98,1885.35,62.05,23576,10133,4244,3789,82.8%
31,FPL_Data,1838.0,1889.11,1874.37,1880.54,-68.54,516769,29569,21083,5266,17.2%
32,FPL_ElStatto,1864.0,1815.07,1852.36,1837.05,3.43,360678,175466,48355,37735,52.6%
33,FplSigurd,1965.0,2018.17,1996.94,1975.99,-56.96,47756,20,1,4,21.7%
34,JoeBopara,1824.0,1891.34,1920.86,1894.27,-103.72,614081,27810,1492,2435,6.6%
35,dLincolnlawyer,1944.0,2000.62,1962.59,1956.52,-54.05,80645,99,28,7,22.9%
36,FPL_Statoholic,1963.0,1860.25,1920.99,1925.95,34.41,50322,64525,1462,110,69.1%
37,FplAmateur,1962.0,1886.72,1850.59,1839.12,78.39,51238,31651,51737,35317,88.4%
38,wolacola,2003.0,2004.98,1982.66,1980.99,-11.58,15759,66,4,1,44.1%
39,Hashtag_MEGA,1888.0,1952.39,1973.4,1972.75,-103.81,244801,2154,7,4,6.6%
40,dav_fifa,1900.0,1773.31,1754.54,1739.67,119.16,200966,373248,532394,467706,96.7%
41,MaulanaRiandi,2016.0,2004.15,1937.2,1913.2,40.18,9937,81,375,689,72.6%
42,Rak464,1910.0,1877.83,1912.65,1894.38,-10.65,166387,40450,2320,2129,44.6%
43,ArneBarsnes,2039.0,1977.27,1972.08,1957.55,44.85,4164,485,23,7,75.2%
44,FPL_PapaSmurf,1900.0,1821.33,1831.02,1826.56,48.25,200156,157518,95686,56004,76.7%
45,gezza96,2009.0,1977.6,1917.85,1901.65,52.18,12863,481,1726,1449,78.4%
46,Raghy78d,2037.0,2000.47,1993.71,1965.44,25.39,4552,99,1,4,64.6%
47,pdhFPL,1892.0,1997.23,1967.55,1981.12,-115.02,228740,127,27,1,4.5%
48,NeilRankinZA,1879.0,1830.14,1813.27,1822.86,31.72,284792,128452,150644,62909,67.9%
49,EuanThompson,2066.0,2064.37,2020.51,2009.17,9.96,1318,2,1,1,56%
50,FPLrookie1,1890.0,1924.99,1903.87,1874.34,-35.94,238658,7751,4274,7248,31%
