,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,200,Schmeichel,13,1,48,4.5217777777777775,False,1,1,12.1,4.5217777777777775
1,16,Tierney,3,2,51,4.425222222222222,False,1,1,12.2,4.425222222222222
2,142,James,8,2,62,5.0089999999999995,False,1,1,13.8,5.0089999999999995
3,237,Alexander-Arnold,14,2,85,5.201222222222223,False,1,1,45.8,5.201222222222223
4,22,Saka,3,3,65,5.532,False,1,1,20.9,5.532
5,215,Barnes,13,3,65,4.766444444444444,False,1,1,2.2,4.766444444444444
6,233,Salah,14,3,132,6.968888888888888,True,2,1,61.0,13.937777777777775
7,359,Son,6,3,108,5.559333333333334,False,1,1,20.4,5.559333333333334
8,484,Gray,11,3,55,3.968222222222222,False,1,1,5.3,3.968222222222222
9,6,Lacazette,3,4,83,5.573555555555554,False,1,1,5.0,5.573555555555554
10,700,Weghorst,90,4,66,4.4318888888888885,False,1,1,6.0,4.4318888888888885
11,376,Foster,57,1,41,3.3539999999999996,False,0,0,18.8,0.0
12,208,Amartey,13,2,38,2.612444444444445,False,0,0,9.2,0.0
13,224,Matip,14,2,49,3.7461111111111114,False,0,0,2.9,0.0
14,159,Mateta,31,4,52,2.9282222222222223,False,0,0,0.3,0.0
