Pos,ID,Name,BV,SV,Team,18_xMins,19_xMins,20_xMins,21_xMins,22_xMins,23_xMins,18_Pts,19_Pts,20_Pts,21_Pts,22_Pts,23_Pts
M,157,Mitoma,6.1,6.1,Brighton,80.10,80.10,80.10,80.10,80.10,80.10,2.83,3.84,4.52,3.04,4.10,3.58
M,158,Georginio,5.6,5.6,Brighton,73.05,73.05,73.05,73.05,73.05,73.05,2.92,3.63,4.26,2.89,3.85,3.47
M,159,March,5.8,5.8,Brighton,6.15,6.15,6.15,6.15,6.15,6.15,0.25,0.31,0.33,0.26,0.31,0.29
M,160,Minteh,6.1,6.1,Brighton,80.85,80.85,80.85,80.85,80.85,80.85,2.90,4.00,4.65,3.09,4.24,3.70
M,162,Gruda,5.4,5.4,Brighton,27.60,27.60,27.60,27.60,27.60,27.60,1.13,1.48,1.69,1.19,1.55,1.35
M,163,Hinshelwood,5.1,5.1,Brighton,67.80,63.45,63.45,63.45,63.45,25.50,2.05,2.30,2.59,2.01,2.44,0.96
M,166,Ayari,4.8,4.8,Brighton,76.35,76.35,76.35,76.35,76.35,77.40,2.81,3.39,3.82,2.98,3.54,3.29
M,167,Baleba,4.6,4.6,Brighton,0.00,0.00,0.00,0.00,0.00,66.90,0.00,0.00,0.00,0.00,0.00,2.49
M,168,Buonanotte,4.6,4.6,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,169,Gomez,4.9,4.9,Brighton,63.15,53.40,53.40,53.40,53.40,32.25,2.15,2.27,2.56,1.95,2.37,1.38
M,170,Milner,4.9,4.9,Brighton,20.10,13.05,13.05,13.05,13.05,6.45,0.69,0.54,0.59,0.47,0.56,0.26
M,172,Watson,4.8,4.8,Brighton,2.70,2.70,2.70,2.70,2.70,2.70,0.12,0.14,0.16,0.12,0.15,0.13
M,173,Wieffer,4.9,4.9,Brighton,76.35,76.35,76.35,76.35,76.35,76.35,2.99,3.33,3.63,3.13,3.61,3.34
M,175,Knight,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,178,Welbeck,6.4,6.4,Brighton,51.75,70.80,70.80,70.80,70.80,70.80,2.13,4.05,4.66,3.17,4.31,3.75
F,180,Tzimas,5.2,5.2,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,17.70,17.70,17.70,17.70,17.70,17.70,0.81,1.07,1.19,0.87,1.10,0.97
G,182,Trafford,4.6,4.6,Man City,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.03,0.03,0.03,0.04
G,183,Weiss,4.3,4.3,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.02,0.03,0.02,0.03
G,185,Hladký,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,187,Walker,4.4,4.4,Burnley,84.90,84.90,84.90,84.90,84.90,84.90,3.05,2.43,2.16,2.42,1.83,2.71
D,188,Delcroix,3.8,3.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,190,Ekdal,3.9,3.9,Burnley,85.80,85.80,85.80,85.80,85.80,10.20,3.71,3.07,2.79,3.11,2.50,0.40
D,191,Estève,3.9,3.9,Burnley,45.30,87.45,87.45,87.45,87.45,87.45,2.00,3.05,2.78,3.11,2.53,3.31
D,192,Hartman,4.0,4.0,Burnley,35.85,35.85,35.85,35.85,35.85,35.85,1.44,1.23,1.10,1.25,0.95,1.33
D,193,Humphreys,3.9,3.9,Burnley,2.10,2.10,2.10,2.10,2.10,2.10,0.08,0.08,0.07,0.08,0.07,0.08
D,194,Jordan,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,56.40,56.40,56.40,56.40,56.40,56.40,1.91,1.51,1.30,1.50,1.04,1.68
D,197,Sonne,3.8,3.8,Burnley,10.35,10.35,10.35,10.35,10.35,10.35,0.37,0.35,0.33,0.35,0.31,0.36
D,198,Tuanzebe,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,84.45,0.00,0.00,0.00,0.00,0.00,2.85
D,199,Worrall,3.8,3.8,Burnley,50.40,6.90,6.90,6.90,6.90,4.20,2.17,0.25,0.24,0.25,0.24,0.15
M,200,Anthony,5.2,5.2,Burnley,61.80,61.80,61.80,61.80,61.80,52.35,3.01,3.05,2.77,3.06,2.52,2.60
M,202,Bruun Larsen,5.3,5.3,Burnley,57.60,57.60,57.60,57.60,57.60,42.00,2.46,2.41,2.27,2.45,2.09,1.85
M,203,Boateng,4.7,4.7,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,5.0,5.0,Burnley,87.00,87.00,87.00,87.00,87.00,85.20,3.13,3.07,3.05,3.13,2.72,3.13
M,206,Edwards,4.7,4.7,Burnley,1.50,1.50,1.50,1.50,1.50,1.50,0.07,0.07,0.07,0.08,0.07,0.07
M,207,Hannibal,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.66
M,209,Laurent,4.8,4.8,Burnley,57.60,57.60,57.60,57.60,57.60,31.95,1.95,1.90,1.90,1.95,1.76,1.12
M,210,Tchaouna,4.9,4.9,Burnley,57.60,57.60,57.60,57.60,57.60,41.10,2.40,2.37,2.21,2.38,2.04,1.70
M,213,Banel,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,214,Trésor,4.4,4.4,Burnley,5.40,5.40,5.40,5.40,5.40,5.40,0.22,0.22,0.21,0.22,0.20,0.22
F,215,Flemming,5.3,5.3,Burnley,64.80,64.80,64.80,64.80,64.80,53.10,2.86,2.94,2.67,2.99,2.50,2.41
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,4.9,4.9,Burnley,0.00,0.00,0.00,0.00,0.00,63.75,0.00,0.00,0.00,0.00,0.00,2.81
F,218,Barnes,4.3,4.3,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.04,0.04,0.04,0.04
G,220,Sánchez,4.9,4.9,Chelsea,89.10,89.10,89.10,89.10,89.10,89.10,3.30,3.41,2.63,3.42,3.71,3.40
G,221,Jörgensen,4.3,4.3,Chelsea,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.04,0.03
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.2,6.2,Chelsea,83.40,83.40,83.40,83.40,83.40,83.40,3.89,4.14,2.45,3.84,4.41,3.77
D,225,James,5.6,5.6,Chelsea,56.40,56.40,56.40,56.40,56.40,56.40,2.71,2.77,1.73,2.63,2.98,2.51
D,226,Chalobah,5.5,5.5,Chelsea,82.95,82.95,82.95,82.95,82.95,82.95,4.38,4.56,2.97,4.25,4.99,4.48
D,227,Colwill,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,5.0,5.0,Chelsea,49.95,49.95,49.95,49.95,49.95,49.95,2.27,2.40,1.51,2.25,2.49,2.12
D,229,B.Badiashile,4.4,4.4,Chelsea,7.05,7.05,7.05,7.05,7.05,7.05,0.31,0.32,0.25,0.30,0.33,0.31
D,230,Fofana,4.4,4.4,Chelsea,63.60,63.60,63.60,63.60,63.60,63.60,3.14,3.29,2.16,3.06,3.59,3.22
D,232,Tosin,4.1,4.1,Chelsea,20.70,20.70,20.70,20.70,20.70,20.70,0.94,1.00,0.74,0.93,1.03,0.95
D,233,Acheampong,3.8,3.8,Chelsea,7.05,7.05,7.05,7.05,7.05,7.05,0.31,0.32,0.25,0.30,0.33,0.30
M,235,Palmer,10.4,10.4,Chelsea,70.35,75.60,75.60,75.60,75.60,75.60,5.14,5.70,4.08,4.99,5.30,4.65
M,236,Neto,7.3,7.3,Chelsea,79.35,77.10,77.10,77.10,77.10,77.10,4.02,4.11,3.10,3.62,3.92,3.47
M,237,Enzo,6.5,6.5,Chelsea,84.90,84.90,84.90,84.90,84.90,84.90,4.17,4.32,3.28,3.82,4.13,3.61
M,238,Estêvão,6.4,6.4,Chelsea,54.30,47.70,47.70,47.70,47.70,47.70,2.86,2.63,1.96,2.30,2.47,2.19
M,239,Gittens,6.0,6.0,Chelsea,13.35,14.55,14.55,14.55,14.55,14.55,0.69,0.79,0.63,0.72,0.75,0.68
M,241,Caicedo,5.7,5.7,Chelsea,84.90,84.90,84.90,84.90,84.90,84.90,3.82,3.79,3.42,3.59,3.70,3.53
M,242,Dewsbury-Hall,5.0,5.0,Everton,0.00,0.00,83.25,83.25,83.25,83.25,0.00,0.00,3.90,4.59,3.51,4.02
M,243,George,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,244,Lavia,4.9,4.9,Chelsea,0.00,0.00,7.20,7.20,7.20,7.20,0.00,0.00,0.24,0.25,0.26,0.25
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,26.70,26.70,18.75,18.75,18.75,18.75,1.09,1.11,0.67,0.73,0.76,0.71
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.2,7.2,Chelsea,75.00,73.35,73.35,73.35,73.35,73.35,4.12,4.25,3.27,3.70,4.05,3.54
F,250,Delap,6.2,6.2,Chelsea,16.35,33.75,33.75,33.75,33.75,33.75,0.91,1.91,1.45,1.68,1.79,1.62
F,252,Marc Guiu,4.3,4.3,Chelsea,20.55,8.70,8.70,8.70,8.70,8.70,1.18,0.55,0.44,0.49,0.52,0.47
G,253,Henderson,5.1,5.1,Crystal Palace,89.10,89.10,89.10,89.10,89.10,89.10,3.42,3.40,2.93,3.36,3.61,3.22
G,254,Benitez,4.0,4.0,Crystal Palace,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
