Pos,ID,Name,BV,SV,Team,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts,4_goals,5_goals,6_goals,7_goals,8_goals,9_goals,10_goals,11_goals,12_goals,13_goals,14_goals,15_goals,4_assists,5_assists,6_assists,7_assists,8_assists,9_assists,10_assists,11_assists,12_assists,13_assists,14_assists,15_assists,4_CS,5_CS,6_CS,7_CS,8_CS,9_CS,10_CS,11_CS,12_CS,13_CS,14_CS,15_CS,4_bonus,5_bonus,6_bonus,7_bonus,8_bonus,9_bonus,10_bonus,11_bonus,12_bonus,13_bonus,14_bonus,15_bonus,4_cbit,5_cbit,6_cbit,7_cbit,8_cbit,9_cbit,10_cbit,11_cbit,12_cbit,13_cbit,14_cbit,15_cbit,4_eo,5_eo,6_eo,7_eo,8_eo,9_eo,10_eo,11_eo,12_eo,13_eo,14_eo,15_eo
D,603,Diouf,4.5,4.5,West Ham,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,2.67,3.08,2.70,2.29,3.25,2.92,2.65,3.94,2.47,2.21,2.30,2.34,0.05,0.05,0.03,0.02,0.05,0.04,0.04,0.05,0.04,0.03,0.03,0.03,0.11,0.11,0.08,0.06,0.12,0.10,0.10,0.14,0.09,0.08,0.08,0.08,0.19,0.24,0.21,0.10,0.27,0.23,0.19,0.38,0.16,0.12,0.16,0.15,0.05,0.10,0.05,0.02,0.11,0.06,0.06,0.15,0.05,0.03,0.05,0.05,4,4,7,31,3,6,5,2,6,14,3,8,0.03,0.04,0.02,0.02,0.04,0.04,0.02,0.05,0.02,0.01,0.01,0.01
D,604,Emerson,4.4,4.4,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,605,Kilman,4.4,4.4,West Ham,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,2.87,3.33,2.92,2.44,3.31,3.12,2.81,3.80,3.24,2.88,2.50,2.88,0.04,0.04,0.03,0.02,0.04,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.18,0.24,0.20,0.09,0.26,0.22,0.18,0.38,0.15,0.11,0.15,0.14,0.06,0.10,0.05,0.01,0.14,0.07,0.05,0.15,0.05,0.03,0.05,0.04,25,28,28,49,17,25,25,5,56,57,21,43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01
D,606,Mavropanos,4.4,4.4,West Ham,55.20,55.20,55.20,55.20,55.20,55.20,55.20,55.20,55.20,55.20,55.20,70.95,1.96,2.24,2.05,1.67,2.27,2.15,1.99,2.59,2.16,1.95,1.74,2.51,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.10,0.13,0.11,0.05,0.14,0.12,0.10,0.20,0.08,0.06,0.08,0.12,0.04,0.10,0.09,0.01,0.12,0.09,0.07,0.18,0.06,0.03,0.04,0.05,14,15,15,26,9,13,14,3,30,31,11,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,607,N.Aguerd,4.4,4.4,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,608,Scarles,4.4,4.4,West Ham,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.70,0.74,0.69,0.60,0.76,0.70,0.68,0.82,0.67,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.00,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,1,1,1,2,1,1,1,0,1,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,609,Todibo,4.4,4.4,West Ham,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,45.75,1.02,1.12,1.04,0.91,1.11,1.09,1.03,1.24,1.10,1.02,0.94,1.63,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.06,0.05,0.02,0.06,0.05,0.04,0.09,0.04,0.03,0.04,0.08,0.01,0.03,0.01,0.00,0.02,0.02,0.02,0.04,0.01,0.01,0.01,0.02,5,5,5,10,3,5,5,1,12,12,4,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,610,Wan-Bissaka,4.4,4.4,West Ham,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,2.84,3.28,2.97,2.45,3.44,3.17,2.85,4.01,2.80,2.62,2.53,2.63,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.11,0.12,0.09,0.06,0.12,0.10,0.10,0.15,0.10,0.09,0.09,0.09,0.17,0.22,0.18,0.09,0.25,0.21,0.17,0.36,0.14,0.10,0.14,0.13,0.08,0.15,0.09,0.02,0.20,0.11,0.10,0.24,0.06,0.04,0.07,0.06,17,18,23,45,15,23,21,9,29,39,18,26,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
D,611,Casey,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,612,L.Paquetá,5.9,5.9,West Ham,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,4.64,4.50,3.94,3.15,4.55,4.48,4.12,4.80,4.31,4.20,3.85,4.19,0.23,0.23,0.16,0.11,0.23,0.19,0.19,0.27,0.18,0.17,0.17,0.17,0.18,0.18,0.13,0.09,0.19,0.15,0.15,0.22,0.15,0.14,0.14,0.14,0.20,0.26,0.22,0.11,0.28,0.24,0.20,0.40,0.17,0.12,0.17,0.16,0.37,0.39,0.27,0.08,0.45,0.33,0.27,0.41,0.28,0.21,0.28,0.26,37,26,30,23,20,40,28,15,43,47,24,42,0.10,0.13,0.12,0.07,0.14,0.17,0.18,0.23,0.22,0.22,0.20,0.21
M,613,Souček,5.8,5.8,West Ham,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,3.37,3.31,3.01,2.55,3.36,3.37,3.13,3.50,3.29,3.26,2.90,3.22,0.14,0.14,0.11,0.07,0.15,0.12,0.12,0.17,0.11,0.11,0.11,0.11,0.07,0.07,0.05,0.04,0.08,0.06,0.06,0.09,0.06,0.06,0.06,0.06,0.17,0.21,0.18,0.09,0.24,0.21,0.17,0.34,0.14,0.10,0.14,0.13,0.15,0.19,0.11,0.07,0.25,0.16,0.15,0.24,0.14,0.12,0.12,0.12,27,18,21,15,14,30,20,9,33,36,16,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,614,Ward-Prowse,5.9,5.9,West Ham,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,3.06,3.13,2.78,2.39,3.10,3.11,2.89,3.32,2.96,2.97,2.72,2.93,0.06,0.07,0.04,0.03,0.07,0.06,0.06,0.08,0.05,0.05,0.05,0.05,0.18,0.19,0.13,0.10,0.19,0.16,0.16,0.22,0.15,0.14,0.14,0.14,0.18,0.23,0.19,0.10,0.25,0.22,0.18,0.36,0.15,0.11,0.15,0.14,0.09,0.16,0.08,0.04,0.14,0.12,0.07,0.13,0.06,0.09,0.07,0.07,14,9,10,7,6,16,10,4,18,21,7,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,615,Summerville,5.5,5.5,West Ham,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,0.63,0.65,0.58,0.52,0.68,0.61,0.61,0.71,0.59,0.58,0.56,0.58,0.03,0.03,0.02,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.04,0.03,0.01,0.05,0.03,0.03,0.05,0.03,0.03,0.02,0.02,0,0,0,1,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,616,Álvarez,4.9,4.9,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,617,Cornet,4.9,4.9,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,618,G.Rodriguez,4.9,4.9,West Ham,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,0.69,0.66,0.67,0.63,0.66,0.70,0.66,0.69,0.70,0.68,0.61,0.66,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.04,0.02,0.05,0.04,0.03,0.07,0.03,0.02,0.03,0.03,0.01,0.01,0.01,0.00,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,7,5,6,6,4,7,6,4,8,8,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,619,L.Guilherme,4.9,4.9,West Ham,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,0.62,0.64,0.59,0.53,0.66,0.62,0.60,0.70,0.61,0.59,0.58,0.59,0.03,0.03,0.02,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.04,0.03,0.02,0.04,0.03,0.02,0.02,0.02,0,0,1,1,0,1,0,0,1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,620,Earthy,4.5,4.5,West Ham,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,621,Irving,4.5,4.5,West Ham,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,0.67,0.66,0.63,0.57,0.68,0.65,0.64,0.71,0.64,0.63,0.63,0.63,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.02,0.01,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,1,1,1,1,0,1,1,0,1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,622,Orford,4.4,4.4,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,623,Potts,4.4,4.4,West Ham,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,1.21,1.15,1.18,1.10,1.14,1.21,1.14,1.23,1.20,1.19,1.07,1.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.07,0.09,0.08,0.04,0.10,0.09,0.07,0.14,0.06,0.05,0.06,0.06,0.02,0.03,0.03,0.02,0.04,0.03,0.02,0.04,0.01,0.02,0.02,0.02,13,9,12,12,7,13,11,8,15,15,8,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,624,Bowen,7.8,7.8,West Ham,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,4.35,4.54,3.79,3.15,4.60,4.07,4.11,4.98,3.86,3.78,3.79,3.82,0.29,0.31,0.22,0.15,0.33,0.27,0.27,0.37,0.24,0.23,0.23,0.23,0.22,0.22,0.16,0.11,0.23,0.19,0.19,0.27,0.17,0.16,0.16,0.16,0.19,0.25,0.21,0.10,0.28,0.24,0.19,0.40,0.17,0.12,0.16,0.15,0.61,0.71,0.48,0.26,0.67,0.52,0.55,0.78,0.46,0.42,0.46,0.46,1,0,0,1,0,0,0,0,1,1,0,1,0.03,0.04,0.03,0.01,0.03,0.03,0.04,0.05,0.04,0.03,0.02,0.02
F,625,Füllkrug,5.8,5.8,West Ham,21.60,41.70,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,1.09,2.09,2.41,2.09,2.84,2.56,2.55,3.07,2.49,2.42,2.43,2.45,0.07,0.15,0.15,0.10,0.21,0.17,0.17,0.24,0.16,0.15,0.15,0.15,0.03,0.07,0.06,0.04,0.09,0.07,0.08,0.11,0.07,0.07,0.07,0.07,0.03,0.12,0.15,0.08,0.19,0.17,0.14,0.27,0.12,0.09,0.12,0.11,0.11,0.24,0.26,0.16,0.35,0.28,0.26,0.41,0.27,0.24,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,626,Marshall,4.4,4.4,West Ham,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,627,Johnstone,4.5,4.5,Wolves,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.05,0.06,0.05,0.06,0.06,0.07,0.06,0.05,0.06,0.05,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,628,José Sá,4.5,4.5,Wolves,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,2.30,3.22,2.37,3.01,3.18,3.80,2.86,2.35,3.33,2.41,3.38,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.29,0.14,0.21,0.30,0.40,0.20,0.11,0.28,0.16,0.27,0.22,0.01,0.04,0.02,0.04,0.05,0.05,0.05,0.02,0.06,0.03,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
G,629,Bentley,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,630,King,4.0,4.0,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,631,Agbadou,4.5,4.5,Wolves,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,2.14,3.43,2.48,3.41,4.02,4.03,3.18,2.20,3.72,3.01,3.29,3.14,0.02,0.05,0.03,0.04,0.05,0.06,0.03,0.03,0.04,0.03,0.04,0.04,0.02,0.03,0.02,0.03,0.03,0.04,0.02,0.02,0.03,0.02,0.03,0.03,0.11,0.27,0.13,0.20,0.28,0.37,0.19,0.10,0.26,0.15,0.25,0.21,0.08,0.28,0.08,0.12,0.33,0.36,0.12,0.04,0.25,0.18,0.19,0.17,22,18,28,47,41,13,42,28,39,43,22,28,0.04,0.09,0.04,0.08,0.10,0.10,0.05,0.01,0.09,0.05,0.06,0.04
D,632,Doherty,4.5,4.5,Wolves,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,2.05,3.31,2.42,2.73,3.37,3.78,2.58,2.05,3.04,2.31,3.15,2.70,0.03,0.06,0.05,0.06,0.06,0.07,0.04,0.04,0.06,0.04,0.06,0.06,0.06,0.11,0.08,0.10,0.11,0.13,0.08,0.07,0.10,0.08,0.10,0.10,0.11,0.25,0.13,0.19,0.27,0.34,0.18,0.10,0.24,0.15,0.24,0.20,0.03,0.11,0.03,0.07,0.12,0.13,0.04,0.03,0.10,0.05,0.11,0.07,12,11,16,6,10,5,8,12,5,7,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,633,H.Bueno,4.5,4.5,Wolves,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,0.67,0.87,0.71,0.78,0.88,1.01,0.76,0.65,0.85,0.71,0.84,0.78,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.03,0.03,0.04,0.05,0.03,0.02,0.03,0.03,0.04,0.03,0.02,0.05,0.02,0.04,0.05,0.07,0.03,0.02,0.05,0.03,0.04,0.04,0.02,0.05,0.02,0.03,0.05,0.08,0.03,0.01,0.05,0.03,0.05,0.03,3,1,3,1,1,1,2,3,1,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,634,Mosquera,4.4,4.4,Wolves,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.29,0.36,0.31,0.37,0.39,0.39,0.35,0.30,0.38,0.34,0.36,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.00,1,1,1,2,2,1,2,1,2,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,635,R.Gomes,4.5,4.5,Wolves,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,0.72,0.95,0.78,0.87,0.95,1.05,0.82,0.72,0.91,0.79,0.90,0.87,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.04,0.03,0.03,0.04,0.05,0.03,0.02,0.04,0.03,0.04,0.03,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.06,0.02,0.04,0.06,0.08,0.03,0.02,0.06,0.03,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,636,S.Bueno,4.5,4.5,Wolves,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,0.72,0.89,0.76,0.91,0.95,0.97,0.86,0.72,0.93,0.82,0.88,0.86,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.03,0.02,0.02,0.03,0.04,0.02,0.01,0.03,0.02,0.03,0.02,0.00,0.01,0.00,0.01,0.01,0.02,0.01,0.00,0.01,0.01,0.01,0.01,3,2,3,6,5,2,5,3,5,5,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,637,Toti,4.4,4.4,Wolves,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,1.80,2.85,2.10,2.91,3.29,3.39,2.71,1.84,3.12,2.46,2.81,2.63,0.02,0.03,0.02,0.03,0.03,0.04,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.05,0.03,0.02,0.03,0.02,0.04,0.03,0.11,0.25,0.13,0.19,0.27,0.35,0.18,0.10,0.24,0.14,0.24,0.20,0.02,0.07,0.03,0.05,0.08,0.11,0.05,0.02,0.09,0.04,0.05,0.05,15,12,20,36,30,8,31,20,28,32,15,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
