Pos,ID,Name,BV,SV,Team,36_xMins,37_xMins,38_xMins,36_Pts,37_Pts,38_Pts
M,744,Oriola,4.5,4.5,Brighton,0.00,0.00,0.00,0.00,0.00,0.00
D,745,Byfield,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00
M,746,Morrison,4.5,4.5,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00
D,747,Mayers,4.0,4.0,West Ham,1.50,1.50,1.50,0.05,0.06,0.06
M,748,Dasilva,4.9,4.9,Brentford,9.00,9.00,9.00,0.36,0.38,0.35
F,749,Mané,4.2,4.2,Wolves,65.40,65.40,65.40,2.09,2.42,2.40
D,750,Rowswell,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00
D,752,Golambeckis,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00
G,753,Ruddy,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00
M,754,George Hemmings,4.5,4.5,Aston Villa,1.50,1.50,1.50,0.07,0.06,0.06
M,755,Lacey,4.5,4.5,Man Utd,1.50,1.50,1.50,0.07,0.07,0.06
M,756,DaCosta,4.5,4.5,Bournemouth,0.30,0.30,0.30,0.01,0.01,0.01
G,757,Hollingshead,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00
M,758,Mohamadou Kanté,4.5,4.5,West Ham,6.00,6.00,6.00,0.20,0.21,0.21
D,759,Salmon,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00
D,760,Lucky,4.0,4.0,Liverpool,0.30,0.30,0.30,0.01,0.01,0.01
D,761,Simmonds,4.0,4.0,Brighton,0.30,0.30,0.30,0.01,0.01,0.01
M,762,Drakes-Thomas,4.5,4.5,Crystal Palace,2.40,1.20,1.20,0.11,0.06,0.05
M,763,Gray,4.5,4.5,Man City,0.60,0.30,0.30,0.02,0.01,0.01
M,764,Heskey,4.5,4.5,Man City,0.60,0.30,0.30,0.03,0.01,0.01
D,765,Shahar,4.0,4.0,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00
D,766,Olagunju,4.0,4.0,Wolves,0.30,0.30,0.30,0.01,0.01,0.01
M,767,Rawlings,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00
D,768,Leon Routh,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.01,0.01,0.01
M,769,Bendito Mantato,4.5,4.5,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00
M,770,Ridgeon,4.5,4.5,Fulham,0.30,0.30,0.30,0.01,0.01,0.01
M,771,Fletcher,4.4,4.4,Man Utd,0.30,0.30,0.30,0.01,0.01,0.01
M,772,Alabi,4.5,4.5,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00
D,773,Benamar,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00
D,774,Jenson Jones,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00
M,776,Pimlott,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
M,778,Sutherland,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00
F,779,Graham,4.5,4.5,Everton,0.00,0.00,0.00,0.00,0.00,0.00
F,780,Casey,4.5,4.5,Crystal Palace,0.60,0.30,0.30,0.03,0.02,0.01
D,781,Carroll,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.01,0.01,0.01
G,782,Forster,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00
M,783,Groß,5.6,5.6,Brighton,85.35,85.35,85.35,4.88,3.89,3.89
M,784,Brierley,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
F,785,Pablo,5.4,5.4,West Ham,67.80,67.80,67.80,2.25,2.52,2.56
G,786,McNally,4.0,4.0,Fulham,0.00,0.00,0.00,0.00,0.00,0.00
M,787,Chambers,4.4,4.4,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00
D,788,Kukonki,4.0,4.0,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00
G,789,Merrick,4.0,4.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00
M,790,Williams-Barnett,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00
F,791,Taty,5.5,5.5,West Ham,76.20,76.20,76.20,2.96,3.52,3.55
M,792,Alysson,5.0,5.0,Aston Villa,9.75,9.75,9.75,0.51,0.46,0.41
D,793,King,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00
D,794,Alleyne,3.9,3.9,Man City,0.00,0.00,0.00,0.00,0.00,0.00
M,795,Howell,4.5,4.5,Brighton,3.75,3.75,3.75,0.24,0.20,0.19
M,796,Gallagher,5.0,5.0,Spurs,78.45,78.45,78.45,3.48,2.93,3.34
F,797,Furo,4.5,4.5,Brentford,6.00,6.00,6.00,0.28,0.32,0.28
M,799,Stevens,4.5,4.5,Bournemouth,0.30,0.30,0.30,0.01,0.01,0.01
M,800,Jocelin.T,4.9,4.9,Sunderland,13.80,13.80,13.80,0.59,0.57,0.58
M,801,Tóth.A,4.9,4.9,Bournemouth,8.40,8.40,8.40,0.36,0.34,0.38
M,802,Lamadrid,5.0,5.0,West Ham,1.50,1.50,1.50,0.07,0.08,0.07
G,803,Sharman-Lowe,4.0,4.0,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00
D,804,Souza,4.0,4.0,Spurs,1.50,1.50,1.50,0.05,0.05,0.05
F,805,Lucca,5.4,5.4,Nott'm Forest,18.00,18.00,18.00,0.95,0.84,0.93
G,806,Mandas,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.03,0.02,0.04
M,807,Rayan,5.4,5.4,Bournemouth,71.40,71.40,71.40,3.78,3.25,3.57
F,808,Abraham,5.8,5.8,Aston Villa,23.70,23.70,23.70,1.42,1.25,1.03
M,809,Abbey,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00
M,810,Bentt,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
M,811,Kyerematen,4.5,4.5,Spurs,0.30,0.30,0.30,0.01,0.01,0.01
G,812,Ellborg,4.0,4.0,Sunderland,0.90,0.90,0.90,0.03,0.03,0.03
M,813,Angulo,5.0,5.0,Sunderland,13.35,13.35,13.35,0.56,0.54,0.55
D,814,Netz,4.5,4.5,Nott'm Forest,61.80,9.45,9.45,2.34,0.31,0.34
D,815,Disasi,4.5,4.5,West Ham,84.75,84.75,84.75,2.38,2.55,3.29
M,816,Angel,4.6,4.6,Wolves,53.85,53.85,53.85,1.93,2.32,2.35
F,817,Armstrong,5.2,5.2,Wolves,78.45,78.45,78.45,2.99,3.73,3.74
F,818,Wilson,4.5,4.5,Spurs,0.90,0.90,0.90,0.03,0.03,0.03
D,819,Shield,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
M,820,McMahon-Brown,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00
M,821,Whittaker,4.5,4.5,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00
M,822,Jones,4.5,4.5,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00
D,823,Stephenson,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
D,824,McManus,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
G,825,Herrick,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00
M,826,Owen,4.5,4.5,Brentford,0.00,0.00,0.00,0.00,0.00,0.00
M,827,Thwaites,4.5,4.5,Man Utd,0.00,0.00,0.00,0.00,0.00,0.00
G,828,Brooks,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00
M,829,Derry,4.5,4.5,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00
F,830,Wright,4.5,4.5,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00
G,831,Gracey,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00
D,832,Ndiaye,4.0,4.0,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00
