,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,231,Alisson,14,1,60,29,7.930999999999999,False,1,7.8,7.930999999999999
1,229,van Dijk,14,2,67,29,7.5340000000000025,False,1,18.4,7.5340000000000025
2,234,Robertson,14,2,72,29,8.52,False,1,7.2,8.52
3,237,Alexander-Arnold,14,2,85,29,9.443999999999999,False,1,46.0,9.443999999999999
4,22,Saka,3,3,65,29,9.443,False,1,22.7,9.443
5,26,Martinelli,3,3,53,29,7.477,False,1,2.6,7.477
6,230,Mané,14,3,117,29,8.936,False,1,3.5,8.936
7,233,Salah,14,3,132,29,12.364,True,2,61.4,24.728
8,359,Son,6,3,108,29,8.846,False,1,20.8,8.846
9,6,Lacazette,3,4,83,29,9.155,False,1,5.4,9.155
10,357,Kane,6,4,123,29,9.33,False,1,15.8,9.33
