,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,597,Sánchez,36,1,45,3.626875,False,1,1,3.5,3.626875
1,17,Tierney,3,2,52,3.4727500000000004,False,1,1,5.4,3.4727500000000004
2,259,Alexander-Arnold,14,2,73,3.576125,False,1,1,13.2,3.576125
3,300,Shaw,1,2,52,3.4065000000000003,False,1,1,12.5,3.4065000000000003
4,24,Saka,3,3,53,3.5585,False,1,1,9.4,3.5585
5,254,Salah,14,3,124,4.827750000000001,False,1,1,31.2,4.827750000000001
6,302,Fernandes,1,3,115,4.287249999999999,False,1,1,55.7,4.287249999999999
7,468,Jota,14,3,66,3.8613750000000002,False,1,1,3.8,3.8613750000000002
8,202,Bamford,2,4,67,3.8957499999999996,False,1,1,49.0,3.8957499999999996
9,388,Kane,6,4,115,5.39275,True,2,1,42.1,10.7855
10,437,Antonio,21,4,66,4.096125,False,1,1,13.7,4.096125
11,523,Forster,20,1,40,2.161125,False,0,0,5.8,0.0
12,67,Veltman,36,2,44,3.0911250000000003,False,0,0,1.8,0.0
13,576,Dawson,21,2,45,3.203,False,0,0,1.3,0.0
14,23,Smith Rowe,3,3,42,2.70925,False,0,0,2.1,0.0
