,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1860.0,1910.95,1940.91,1945.19,-96.86,476680,37444,2954,831,7.9%
1,FplSimpson,1911.0,1955.76,1992.64,1981.65,-90.19,161957,8494,46,7,9.4%
2,FplStatsdan,1837.0,1893.41,1913.14,1899.3,-89.21,503493,57525,14248,9960,10%
3,FF_Trout,1909.0,1955.86,1975.16,1972.84,-83.28,161232,8481,233,31,11.8%
4,dilksybab,1959.0,2030.97,2021.87,1985.68,-77.57,48300,151,1,4,14.1%
5,theFPLkiwi,1802.0,1897.83,1946.77,1925.72,-146.04,802204,51741,2086,2335,1.2%
6,jameso_12,1816.0,1837.07,1910.74,1881.9,-85.45,700004,196229,16013,20672,11.1%
7,api_kakayou,1998.0,1928.99,1920.34,1908.59,54.8,19854,22101,9267,5718,79.4%
8,usafpl,1837.0,1839.31,1866.96,1839.2,-35.77,542418,187873,71898,87464,31%
9,CazzaFPL,1997.0,1973.91,2010.15,1975.68,-13.93,15365,4070,1,10,42.5%
10,PlanetosFPL,1919.0,1971.22,1995.12,1972.82,-84.98,181204,4620,24,31,11.2%
11,analytic_fpl,1923.0,1898.86,1911.3,1902.4,-5.38,126071,50160,15754,8289,47.2%
12,rogue_wee,1893.0,1945.48,1949.62,1922.63,-70.21,234772,12131,1849,2754,16.7%
13,mtthwmn,1919.0,1946.75,1971.9,1961.15,-65.28,102203,11716,367,137,17.8%
14,cmusson32,1851.0,1905.94,1919.68,1929.91,-91.85,411697,42596,9634,1829,8.9%
15,FPLstudent2,1935.0,2013.14,1960.09,1983.7,-74.18,102468,525,885,7,15.2%
16,peterhandleson,1724.0,1793.5,1820.3,1812.54,-109.17,1533051,397431,231674,175180,5.2%
17,chrishp,1974.0,1972.93,1940.15,1933.1,1.67,35350,4329,3118,1559,51.4%
18,plfantasy,1945.0,1913.94,1881.9,1865.51,34.33,93003,34822,47665,39819,69.5%
19,FPLmeta,1943.0,1941.52,1959.19,1951.02,-31.85,106099,14474,921,439,33%
20,FplAuto,1898.0,1964.76,1949.26,1913.01,-67.99,248026,6122,1880,4319,17.2%
21,NourEldin_z3r0,1991.0,1978.18,1921.02,1906.69,32.47,25463,3101,9048,6671,68.1%
22,UkendtPerson45,1936.0,2007.51,1966.29,1950.64,-62.25,88094,681,566,465,19%
23,MikkelTokvam,1963.0,2011.5,1963.1,1947.2,-34.28,73148,562,750,589,31.9%
24,Klaudioz,1922.0,1850.02,1794.63,1781.33,90.08,149018,151889,385548,335828,91.4%
25,FantasianPL,1791.0,1899.13,1871.66,1860.93,-109.89,1016393,49911,63302,46197,5%
26,rama96ab,1891.0,1948.55,1941.12,1929.27,-72.56,174744,11004,2950,1970,15.8%
