,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,257,Ederson,43,1,61,24,4.473,False,1,1,12.1,4.473
1,234,Robertson,14,2,71,24,5.081,False,1,1,4.1,5.081
2,237,Alexander-Arnold,14,2,85,24,5.945,False,1,1,46.8,5.945
3,256,Cancelo,43,2,71,24,5.478,False,1,1,45.7,5.478
4,370,Reguilón,6,2,54,24,4.598,False,1,1,17.5,4.598
5,233,Salah,14,3,127,24,6.847,True,2,1,36.1,13.694
6,265,Foden,43,3,80,24,5.819,False,1,1,7.9,5.819
7,416,Lanzini,21,3,58,24,4.707,False,1,1,0.8,4.707
8,420,Bowen,21,3,68,24,5.569,False,1,1,28.5,5.569
9,40,Watkins,7,4,77,24,4.627,False,1,1,13.3,4.627
10,413,Antonio,21,4,79,24,5.146,False,1,1,42.2,5.146
11,313,McGovern,45,1,39,24,0.0,False,0,0,0.6,0.0
12,208,Amartey,13,2,38,24,1.211,False,0,0,7.7,0.0
13,405,Baah,57,3,43,24,0.0,False,0,0,0.1,0.0
14,595,Locadia,36,4,44,24,0.0,False,0,0,1.3,0.0
