,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,232223,0,0,-1,1,0,4,0.0,0.0,0,Folarin,0.0,1,False,Transferred to Monaco,2023-08-31T08:55:15.272751Z,44,232223.jpg,0.0,Balogun,0.2,False,,u,1,3,0,10024,0,62500,172,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,641,63,632,64,610,63,645,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,530,94,503,41,654,68,328,52,0.0,0.0
1,,,58822,0,0,-1,1,0,2,0.5,0.5,0,Cédric,0.0,2,False,,,39,58822.jpg,0.0,Alves Soares,0.4,False,,a,1,3,0,35353,190,42964,978,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,505,180,486,178,450,161,509,179,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,743,232,309,101,517,177,254,98,0.0,0.0
2,25.0,0.0,153256,0,0,-1,1,0,3,0.1,0.0,0,Mohamed,0.0,3,False,International Duty - 25% chance of playing,2023-12-30T22:30:09.113694Z,44,153256.jpg,4.0,Elneny,0.1,False,,d,1,3,4,12818,15,19122,266,0.0,0.9,M.Elneny,1,0,1,0,0,0,0,0,0,0,0,0,12,1.8,0.5,2.0,0.4,0,0.00,0.00,0.00,0.00,489,223,459,224,433,215,487,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,292,487,164,56,32,468,157,0.0,0.0
3,50.0,50.0,438098,0,0,-1,1,0,3,0.2,0.2,0,Fábio,0.0,4,False,Lack of match fitness - 50% chance of playing,2023-12-07T12:00:08.489004Z,54,438098.jpg,2.6,Ferreira Vieira,0.1,False,,d,1,3,21,11479,5,18629,94,0.0,3.9,Fábio Vieira,236,1,3,1,2,0,0,0,0,1,0,0,62,79.4,63.6,77.0,21.9,2,1.20,0.35,1.55,1.48,340,147,282,154,218,122,325,147,5.0,,,,4.0,,0.46,0.0,0.13,0.59,0.56,0.76,127,79,744,319,219,97,442,144,0.76,0.38
4,75.0,100.0,226597,0,0,0,0,2,2,7.1,9.5,17,Gabriel,9.0,5,False,Knock - 75% chance of playing,2024-01-20T15:30:09.437664Z,50,226597.jpg,3.9,dos Santos Magalhães,18.2,False,,d,1,3,75,1602462,67863,2658164,44256,1.8,15.0,Gabriel,1544,2,1,6,17,0,0,0,1,0,0,6,339,368.0,75.9,158.0,60.3,17,2.11,0.35,2.46,15.07,69,23,253,74,136,16,141,32,,,,,,,0.12,0.0,0.02,0.14,0.88,0.99,198,23,9,1,66,13,20,7,0.99,0.35
5,100.0,100.0,219847,0,0,-4,4,0,3,3.0,3.0,3,Kai,2.5,6,False,,2023-12-23T20:00:08.458889Z,71,219847.jpg,2.8,Havertz,1.6,False,,a,1,3,55,94940,2008,399795,4697,0.4,7.7,Havertz,1236,4,1,5,14,0,0,0,5,0,0,0,157,225.2,224.3,282.0,73.2,14,4.21,1.22,5.43,10.43,183,76,95,71,66,40,98,64,,,,,3.0,,0.31,0.0,0.09,0.4,0.76,1.02,30,17,126,60,191,83,149,45,1.02,0.36
6,100.0,75.0,205651,0,0,0,0,1,4,3.5,2.6,5,Gabriel,3.0,8,False,,2024-01-07T23:00:09.962420Z,80,205651.jpg,3.3,Fernando de Jesus,4.3,False,,a,1,3,53,999957,22995,893150,40177,0.4,6.6,G.Jesus,1014,3,3,6,11,0,0,0,4,0,0,8,179,242.4,280.8,520.0,104.3,12,4.87,1.85,6.72,9.38,169,18,66,6,18,10,42,10,,,,,,,0.43,0.0,0.16,0.59,0.83,0.98,14,5,121,16,126,20,86,15,1.07,0.53
7,100.0,100.0,85955,0,0,-2,2,0,3,2.5,2.5,4,Jorge Luiz,2.0,9,False,,2023-12-18T00:00:09.353001Z,53,85955.jpg,1.6,Frello Filho,0.2,False,,a,1,3,19,9242,174,18998,205,0.4,3.6,Jorginho,400,0,1,1,6,0,0,0,1,0,0,0,82,71.8,82.2,10.0,16.4,4,0.10,0.51,0.61,4.73,348,151,242,139,403,203,352,160,,,,,,,0.02,0.0,0.11,0.13,1.06,1.35,132,82,168,84,364,160,341,104,0.9,0.23
8,,,440854,0,0,-2,2,0,2,1.5,1.5,1,Jakub,1.0,10,False,,,43,440854.jpg,1.6,Kiwior,0.1,False,,a,1,3,14,5419,126,9823,206,0.2,3.3,Kiwior,301,0,0,1,6,0,0,0,0,0,0,0,67,53.6,13.3,18.0,8.6,4,0.37,0.08,0.45,1.97,377,142,401,145,370,130,410,146,,,,,,,0.11,0.0,0.02,0.13,0.59,1.79,613,149,209,62,357,125,436,169,1.2,0.3
9,0.0,0.0,479683,0,0,0,0,0,3,0.0,0.0,0,Marcus,0.0,11,False,Season long loan to FC Nantes,2023-08-14T03:57:12.475590Z,45,479683.jpg,0.0,Oliveira Alencar,0.0,False,,u,1,3,0,819,0,11777,25,0.0,0.0,Marquinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,694,277,689,276,682,275,699,279,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,426,246,588,211,699,280,540,191,0.0,0.0
10,100.0,100.0,444145,0,0,-3,3,1,3,10.0,10.0,14,Gabriel,9.5,12,False,,2023-12-12T17:30:08.345180Z,77,444145.jpg,3.7,Martinelli Silva,5.9,False,,a,1,3,71,1023802,66883,1844241,15945,1.2,9.2,Martinelli,1306,4,3,5,17,0,0,0,1,0,0,3,254,311.8,460.0,504.0,127.0,17,3.22,2.89,6.11,10.72,109,41,21,15,20,10,24,14,4.0,,3.0,,,,0.22,0.0,0.2,0.42,0.74,1.17,19,12,6,4,82,43,63,23,1.17,0.34
11,100.0,100.0,205533,-1,1,-3,3,1,4,3.5,3.5,4,Eddie,3.0,13,False,,2023-11-09T08:30:08.250179Z,52,205533.jpg,3.2,Nketiah,4.1,False,,a,1,3,64,1551810,4048,1571845,20806,0.6,12.3,Nketiah,967,5,4,6,8,0,0,0,3,0,0,5,196,226.8,122.2,352.0,69.1,10,4.16,0.47,4.63,9.23,181,19,181,28,45,20,109,20,,,,,,,0.39,0.0,0.04,0.43,0.86,0.74,157,40,108,15,132,21,88,16,0.93,0.56
12,100.0,100.0,184029,0,0,0,0,1,3,3.0,3.0,3,Martin,2.5,14,False,,2023-11-04T21:00:08.152623Z,85,184029.jpg,4.8,Ødegaard,17.1,False,,a,1,3,86,1866821,50978,2575653,75403,0.3,10.1,Ødegaard,1599,4,4,7,17,0,0,0,1,0,0,12,325,417.2,707.5,394.0,151.8,18,4.05,4.27,8.32,15.23,50,17,7,4,37,22,12,8,3.0,,1.0,,2.0,,0.23,0.0,0.24,0.47,0.86,0.96,9,5,128,62,31,20,21,9,1.01,0.39
13,0.0,0.0,167199,0,0,-2,2,0,3,0.0,0.0,0,Thomas,0.0,15,False,Muscle injury - Expected back 04 Feb,2023-10-25T12:00:07.465521Z,48,167199.jpg,1.8,Partey,0.1,False,,i,1,3,7,8612,32,37327,125,0.0,1.5,Thomas,250,0,0,1,2,0,0,0,0,0,0,0,58,55.8,60.0,15.0,13.1,3,0.07,0.21,0.28,2.53,375,165,287,156,385,193,374,170,,,,,,,0.03,0.0,0.08,0.11,0.91,0.72,277,180,666,264,328,141,367,118,1.08,0.36
14,0.0,0.0,195735,0,0,-1,1,0,3,0.0,0.0,0,Nicolas,0.0,16,False,Permanent move to Trabzonspor,2023-09-11T14:13:51.462896Z,49,195735.jpg,0.0,Pépé,0.0,False,,u,1,3,0,667,0,6395,25,0.0,0.0,Pepe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,755,321,752,320,749,319,756,321,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,234,151,686,278,756,321,537,189,0.0,0.0
15,,,225321,-1,1,-5,5,0,1,0.5,0.5,0,Aaron,0.0,17,False,,,45,225321.jpg,3.4,Ramsdale,6.1,False,,a,1,3,17,264805,1345,1450446,7828,0.0,3.8,Ramsdale,450,0,0,2,4,0,0,0,0,0,6,0,77,55.8,0.0,0.0,5.6,5,0.00,0.01,0.01,4.84,374,28,666,83,653,78,429,28,,,,,,,0.0,1.2,0.0,0.0,0.97,0.8,386,21,559,87,105,16,61,12,1.0,0.4
16,0.0,0.0,115918,0,0,0,0,0,1,0.0,0.0,0,Rúnar Alex,0.0,18,False,Season long loan to Cardiff City,2023-08-20T06:33:02.960208Z,40,115918.jpg,0.0,Rúnarsson,0.1,False,,u,1,3,0,990,0,11105,82,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,541,61,527,45,495,35,546,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,42,355,53,553,61,444,64,0.0,0.0
17,100.0,100.0,223340,0,0,6,-6,2,3,5.5,5.5,3,Bukayo,5.0,19,True,,2023-11-09T08:30:08.290130Z,91,223340.jpg,5.5,Saka,61.7,False,,a,1,3,110,4592199,105441,4205691,195206,0.5,12.1,Saka,1753,6,8,7,20,0,0,0,2,0,0,11,405,571.8,807.9,694.0,207.6,20,6.91,6.82,13.73,16.22,9,3,4,3,7,3,2,2,1.0,,,,1.0,,0.35,0.0,0.35,0.7,0.83,1.03,6,4,64,21,15,11,1,1,1.03,0.36
18,100.0,100.0,462424,0,0,6,-6,0,2,3.5,3.5,6,William,3.0,20,False,,2023-10-09T08:30:07.861646Z,56,462424.jpg,3.9,Saliba,37.5,False,,a,1,3,81,3576225,76241,1868574,53842,0.5,14.5,Saliba,1890,1,1,8,20,0,0,0,2,0,0,6,403,384.4,89.6,65.0,54.0,21,1.17,0.59,1.76,17.17,60,18,227,65,237,63,158,38,,,,,,,0.06,0.0,0.03,0.09,0.82,0.95,99,8,117,39,70,14,5,1,1.0,0.38
19,100.0,100.0,209289,0,0,-2,2,0,3,1.0,1.0,1,Emile,0.5,22,False,,2023-11-02T11:00:07.493976Z,53,209289.jpg,1.7,Smith Rowe,0.1,False,,a,1,3,12,5288,178,16517,125,0.1,2.3,Smith Rowe,137,0,1,1,0,0,0,0,0,0,0,0,32,44.8,20.7,65.0,12.9,1,0.97,0.09,1.06,1.03,393,177,377,192,236,127,380,173,,,,,,,0.64,0.0,0.06,0.7,0.68,0.0,144,91,297,144,349,152,421,138,0.66,0.66
20,0.0,0.0,192895,0,0,-1,1,0,2,0.0,0.0,0,Kieran,0.0,24,False,Season long loan to Real Sociedad,2023-08-29T07:46:59.686803Z,44,192895.jpg,0.0,Tierney,0.1,False,,u,1,3,0,2665,0,28590,52,0.0,0.0,Tierney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,635,247,625,247,603,242,639,247,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,513,101,494,209,648,246,417,161,0.0,0.0
21,0.0,0.0,223723,0,0,0,0,1,2,0.0,0.0,0,Takehiro,0.5,25,False,International Duty - Unknown return date,2023-12-02T18:30:08.259180Z,45,223723.jpg,3.0,Tomiyasu,0.3,False,,i,1,3,39,79493,72,88163,1018,0.1,8.7,Tomiyasu,628,1,1,3,5,0,0,0,0,1,0,3,147,139.6,67.8,57.0,26.2,5,0.48,0.41,0.89,7.25,272,107,273,86,257,74,300,104,,,,,,,0.07,0.0,0.06,0.13,1.04,0.72,385,72,289,94,153,40,297,112,0.72,0.43
22,100.0,100.0,116216,0,0,-5,5,2,3,5.0,5.0,8,Leandro,4.5,26,False,,2023-10-09T08:30:07.911344Z,65,116216.jpg,3.2,Trossard,1.7,False,,a,1,3,55,300600,3834,686316,4160,0.7,8.5,Trossard,725,4,1,3,6,0,0,0,0,0,0,6,146,215.6,208.8,326.0,74.9,7,4.22,1.56,5.78,6.48,200,81,105,77,53,33,95,63,2.0,,,,,,0.52,0.0,0.19,0.71,0.8,0.74,47,28,67,22,139,65,147,44,0.87,0.37
23,100.0,100.0,198869,0,0,1,-1,2,2,4.0,4.0,6,Benjamin,3.5,29,False,,2023-11-12T02:00:08.673390Z,56,198869.jpg,3.8,White,11.0,False,,a,1,3,75,1432791,19656,1318468,24333,0.6,13.4,White,1565,1,2,7,19,0,0,0,4,0,0,7,369,361.2,288.3,107.0,75.6,18,0.75,2.06,2.81,14.91,73,24,62,11,178,34,90,12,,,,,,,0.04,0.0,0.12,0.16,0.86,1.09,95,7,86,32,76,15,37,11,1.04,0.4
24,0.0,0.0,84450,0,0,0,0,0,3,0.0,0.0,0,Granit,0.0,30,False,Transferred to Bayer Leverkusen,2023-07-11T08:41:07.159936Z,60,84450.jpg,0.0,Xhaka,0.0,False,,u,1,3,0,0,0,1218,4,0.0,0.0,Xhaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,784,341,784,341,784,341,784,341,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,62,38,759,328,784,341,686,274,0.0,0.0
25,100.0,75.0,206325,0,0,2,-2,2,2,3.5,2.6,6,Oleksandr,3.0,31,False,,2023-12-31T22:00:10.846948Z,52,206325.jpg,4.1,Zinchenko,10.4,False,,a,1,3,77,1480637,26553,1131727,55655,0.6,14.8,Zinchenko,1292,1,1,7,11,0,0,0,2,0,0,11,346,296.4,334.2,123.0,75.3,15,0.49,2.24,2.73,10.33,118,45,49,7,158,23,94,15,,,,,,,0.03,0.0,0.16,0.19,0.72,0.77,158,16,109,38,52,9,38,12,1.04,0.49
26,100.0,100.0,154561,0,0,-1,1,0,1,5.0,5.0,8,David,4.5,113,False,,2023-11-13T01:00:08.923385Z,49,154561.jpg,3.9,Raya Martin,6.4,False,,a,1,3,63,803493,27864,687434,14149,0.9,12.9,Raya,1440,0,0,6,16,0,1,0,0,0,28,3,282,244.6,0.0,0.0,24.4,16,0.00,0.02,0.02,12.33,167,21,749,87,746,85,315,21,,,,,,,0.0,1.75,0.0,0.0,0.77,1.0,228,8,65,9,63,7,59,11,1.0,0.38
27,75.0,100.0,204480,0,0,-1,1,1,3,3.4,4.5,6,Declan,4.0,540,False,Muscle injury - 75% chance of playing,2024-01-20T15:30:10.454900Z,54,204480.jpg,3.6,Rice,4.8,False,,d,1,3,75,489839,4133,676793,31849,0.7,13.9,Rice,1815,3,2,8,19,0,0,0,2,0,0,7,382,474.4,292.0,177.0,94.4,21,1.59,1.32,2.91,16.41,32,11,61,48,119,76,55,40,,,4.0,,,,0.08,0.0,0.07,0.15,0.81,0.94,121,73,75,26,89,48,74,27,1.04,0.4
