rank,prev_rank,name,league,off,def,spi
1,1,Bayern Munich,German Bundesliga,3.2,0.53,91.01
2,2,Manchester City,Barclays Premier League,2.79,0.37,90.6
3,4,Real Madrid,Spanish Primera Division,2.57,0.49,86.55
4,3,Barcelona,Spanish Primera Division,2.39,0.43,85.94
5,5,Arsenal,Barclays Premier League,2.46,0.51,85.09
6,8,Liverpool,Barclays Premier League,2.66,0.64,84.82
7,6,Napoli,Italy Serie A,2.38,0.53,83.85
8,7,Paris Saint-Germain,French Ligue 1,2.71,0.76,83.0
9,9,RB Leipzig,German Bundesliga,2.44,0.62,82.68
10,12,Brighton and Hove Albion,Barclays Premier League,2.33,0.59,81.96
11,13,Chelsea,Barclays Premier League,1.99,0.45,80.62
12,11,Benfica,Portuguese Liga,2.42,0.72,80.52
13,14,Newcastle,Barclays Premier League,2.04,0.52,79.55
14,15,Ajax,Dutch Eredivisie,2.74,0.98,79.25
15,10,Manchester United,Barclays Premier League,2.31,0.72,79.03
16,17,Internazionale,Italy Serie A,2.28,0.71,78.72
17,16,Borussia Dortmund,German Bundesliga,2.38,0.81,78.12
18,18,Tottenham Hotspur,Barclays Premier League,2.13,0.66,77.81
19,20,Atletico Madrid,Spanish Primera Division,2.05,0.6,77.8
20,21,Zenit St Petersburg,Russian Premier Liga,2.1,0.67,76.97
21,22,Lille,French Ligue 1,2.1,0.67,76.95
22,19,FC Porto,Portuguese Liga,2.17,0.74,76.64
23,23,Celtic,Scottish Premiership,2.56,1.02,76.19
24,25,Bayer Leverkusen,German Bundesliga,2.19,0.79,75.56
25,27,Sporting CP,Portuguese Liga,2.03,0.7,75.18
26,26,FC Salzburg,Austrian T-Mobile Bundesliga,2.18,0.82,74.94
27,28,Marseille,French Ligue 1,2.07,0.75,74.63
28,24,AS Roma,Italy Serie A,1.83,0.59,74.61
29,31,Juventus,Italy Serie A,2.04,0.74,74.55
30,32,Athletic Bilbao,Spanish Primera Division,1.84,0.6,74.53
31,30,AC Milan,Italy Serie A,2.06,0.78,73.9
32,33,Brentford,Barclays Premier League,2.1,0.83,73.52
33,40,Fiorentina,Italy Serie A,2.03,0.79,73.12
34,35,Feyenoord,Dutch Eredivisie,2.15,0.88,73.08
35,34,Real Sociedad,Spanish Primera Division,1.73,0.58,73.07
36,36,VfL Wolfsburg,German Bundesliga,2.12,0.87,72.88
37,37,Celta Vigo,Spanish Primera Division,1.82,0.67,72.55
38,38,PSV,Dutch Eredivisie,2.26,0.99,72.44
39,29,West Ham United,Barclays Premier League,1.84,0.69,72.35
40,39,Mainz,German Bundesliga,2.11,0.9,72.1
41,44,Atalanta,Italy Serie A,2.06,0.89,71.41
42,47,Aston Villa,Barclays Premier League,1.9,0.77,71.39
43,43,AS Monaco,French Ligue 1,2.13,0.95,71.21
44,42,Eintracht Frankfurt,German Bundesliga,2.01,0.86,71.13
45,41,Lyon,French Ligue 1,1.93,0.8,71.1
46,53,Villarreal,Spanish Primera Division,1.87,0.77,70.99
47,46,Palmeiras,Brasileiro Série A,1.81,0.74,70.63
48,48,Real Betis,Spanish Primera Division,1.83,0.77,70.11
49,45,Lens,French Ligue 1,1.81,0.77,69.71
50,54,FC Cologne,German Bundesliga,1.88,0.84,69.45
51,50,Nice,French Ligue 1,1.73,0.72,69.4
52,49,SC Freiburg,German Bundesliga,2.0,0.93,69.34
53,55,Leicester City,Barclays Premier League,1.91,0.87,69.22
54,51,1. FC Union Berlin,German Bundesliga,1.69,0.72,68.74
55,52,Rayo Vallecano,Spanish Primera Division,1.66,0.7,68.68
56,63,Rangers,Scottish Premiership,2.08,1.04,68.41
57,59,Osasuna,Spanish Primera Division,1.6,0.67,68.31
58,56,Fulham,Barclays Premier League,1.85,0.86,68.22
59,58,Lazio,Italy Serie A,1.74,0.78,68.22
60,57,Stade Rennes,French Ligue 1,1.82,0.86,67.7
61,66,Valencia,Spanish Primera Division,1.72,0.79,67.63
62,61,Flamengo,Brasileiro Série A,1.8,0.85,67.46
63,62,Leeds United,Barclays Premier League,1.83,0.88,67.31
64,65,Atletico Mineiro,Brasileiro Série A,1.56,0.69,66.93
65,69,Reims,French Ligue 1,1.67,0.78,66.86
66,72,Borussia Monchengladbach,German Bundesliga,2.06,1.1,66.69
67,68,VfB Stuttgart,German Bundesliga,1.93,1.0,66.62
68,67,Crystal Palace,Barclays Premier League,1.6,0.73,66.57
69,64,Girona FC,Spanish Primera Division,1.91,0.99,66.34
70,70,Fenerbahce,Turkish Turkcell Super Lig,2.11,1.15,66.33
71,60,Sevilla FC,Spanish Primera Division,1.78,0.89,66.31
72,74,Wolverhampton,Barclays Premier League,1.6,0.79,65.03
73,71,FC Twente,Dutch Eredivisie,1.87,1.02,64.85
74,73,Genk,Belgian Jupiler League,2.06,1.18,64.82
