index,ID,Name,Team,Pos,1_Val,1_Pts,1_xMins,1_rp,1_rmin,1_games,2_Val,2_Pts,2_xMins,2_rp,2_rmin,2_games,3_Val,3_Pts,3_xMins,3_rp,3_rmin,3_games,4_Val,4_Pts,4_xMins,4_rp,4_rmin,4_games,5_Val,5_Pts,5_xMins,5_rp,5_rmin,5_games,6_Val,6_Pts,6_xMins,6_rp,6_rmin,6_games,7_Val,7_Pts,7_xMins,7_rp,7_rmin,7_games,8_Val,8_Pts,8_xMins,8_rp,8_rmin,8_games,9_Val,9_Pts,9_xMins,9_rp,9_rmin,9_games,10_Val,10_Pts,10_xMins,10_rp,10_rmin,10_games,11_Val,11_Pts,11_xMins,11_rp,11_rmin,11_games,12_Val,12_Pts,12_xMins,12_rp,12_rmin,12_games,13_Val,13_Pts,13_xMins,13_rp,13_rmin,13_games,14_Val,14_Pts,14_xMins,14_rp,14_rmin,14_games,15_Val,15_Pts,15_xMins,15_rp,15_rmin,15_games,16_Val,16_Pts,16_xMins,16_rp,16_rmin,16_games,17_Val,17_Pts,17_xMins,17_rp,17_rmin,17_games,18_Val,18_Pts,18_xMins,18_rp,18_rmin,18_games,19_Val,19_Pts,19_xMins,19_rp,19_rmin,19_games,20_Val,20_Pts,20_xMins,20_rp,20_rmin,20_games,21_Val,21_Pts,21_xMins,21_rp,21_rmin,21_games,22_Val,22_Pts,22_xMins,22_rp,22_rmin,22_games,23_Val,23_Pts,23_xMins,23_rp,23_rmin,23_games,24_Val,24_Pts,24_xMins,24_rp,24_rmin,24_games,25_Val,25_Pts,25_xMins,25_rp,25_rmin,25_games,26_Val,26_Pts,26_xMins,26_rp,26_rmin,26_games,27_Val,27_Pts,27_xMins,27_rp,27_rmin,27_games,28_Val,28_Pts,28_xMins,28_rp,28_rmin,28_games,29_Val,29_Pts,29_xMins,29_rp,29_rmin,29_games,30_Val,30_Pts,30_xMins,30_rp,30_rmin,30_games,31_Val,31_Pts,31_xMins,31_rp,31_rmin,31_games,32_Val,32_Pts,32_xMins,32_rp,32_rmin,32_games,33_Val,33_Pts,33_xMins,33_rp,33_rmin,33_games,34_Val,34_Pts,34_xMins,34_rp,34_rmin,34_games,35_Val,35_Pts,35_xMins,35_rp,35_rmin,35_games
60,,,,,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.02,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.02,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.02,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.02,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,4.5,0.05,1.2,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.0,8.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.5,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.02,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.02,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.4,0.01,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,4.3,0.02,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,4.3,0.01,0.3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64.0,Watkins,Aston Villa,F,9.0,4.8,79.65,2.0,90.0,1.0,9.0,4.91,81.0,2.0,90.0,1.0,8.9,5.01,81.0,2.0,90.0,1.0,8.9,4.26,81.0,2.0,82.0,1.0,8.8,4.56,81.0,2.0,90.0,1.0,8.7,4.73,81.0,8.0,90.0,1.0,8.7,5.38,80.7,2.0,66.0,1.0,8.6,3.96,79.05,1.0,29.0,1.0,8.6,3.53,74.4,2.0,85.0,1.0,8.5,3.65,80.1,2.0,74.0,1.0,8.5,4.28,80.1,2.0,80.0,1.0,8.5,3.76,80.7,2.0,67.0,1.0,8.5,4.58,76.05,1.0,36.0,1.0,8.5,3.38,71.85,13.0,85.0,1.0,8.5,3.12,71.85,2.0,65.0,1.0,8.5,3.98,69.9,5.0,74.0,1.0,8.5,4.2,69.9,5.0,74.0,1.0,8.5,3.41,72.75,12.0,32.0,1.0,8.5,2.97,72.75,5.0,90.0,1.0,8.6,4.33,72.75,7.0,82.0,1.0,8.7,3.88,72.75,2.0,90.0,1.0,8.8,4.44,75.75,2.0,90.0,1.0,8.8,3.91,82.65,8.0,90.0,1.0,8.8,2.73,48.0,0.0,0.0,0.0,8.7,4.14,72.75,2.0,85.0,1.0,8.7,4.43,75.75,2.0,73.0,1.0,8.6,4.48,73.95,2.0,90.0,1.0,8.6,3.34,56.4,2.0,85.0,1.0,8.6,2.72,49.95,1.0,70.0,1.0,8.5,3.6,79.05,0.0,59.0,1.0,8.5,4.54,79.05,9.0,86.0,1.0,8.5,3.76,74.7,2.0,86.0,1.0,8.5,4.32,74.7,16.0,79.0,1.0,8.7,4.07,76.5,2.0,79.0,1.0,8.8,4.24,76.5,0.0,0.0,0.0
65,,,,,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67.0,Petrović,Bournemouth,G,4.5,2.09,88.2,2.0,90.0,1.0,4.5,3.6,88.2,6.0,90.0,1.0,4.5,2.4,89.1,5.0,90.0,1.0,4.5,3.0,89.1,2.0,90.0,1.0,4.5,3.22,89.1,6.0,90.0,1.0,4.5,3.22,89.1,3.0,90.0,1.0,4.5,3.61,89.1,3.0,90.0,1.0,4.5,3.09,89.1,2.0,90.0,1.0,4.5,3.8,89.1,8.0,90.0,1.0,4.5,2.49,89.1,2.0,90.0,1.0,4.5,3.1,89.1,1.0,90.0,1.0,4.5,3.75,89.1,1.0,90.0,1.0,4.5,3.51,89.1,2.0,90.0,1.0,4.5,3.37,89.1,2.0,90.0,1.0,4.5,2.83,89.1,7.0,90.0,1.0,4.5,2.66,89.1,1.0,90.0,1.0,4.5,3.75,89.1,2.0,90.0,1.0,4.5,3.11,89.1,-1.0,90.0,1.0,4.5,2.44,89.1,1.0,90.0,1.0,4.5,2.28,89.1,1.0,90.0,1.0,4.5,3.21,89.1,1.0,90.0,1.0,4.5,2.68,89.1,2.0,90.0,1.0,4.5,2.49,89.1,1.0,90.0,1.0,4.5,3.16,85.5,10.0,90.0,1.0,4.5,2.94,88.2,3.0,90.0,1.0,4.5,3.09,89.1,3.0,90.0,1.0,4.5,2.84,89.1,9.0,90.0,1.0,4.5,3.61,89.1,3.0,90.0,1.0,4.5,2.91,89.1,6.0,90.0,1.0,4.5,3.61,89.1,6.0,90.0,1.0,4.5,2.86,89.1,2.0,90.0,1.0,4.6,2.43,89.1,2.0,90.0,1.0,4.6,6.23,178.2,2.0,90.0,2.0,4.6,0.0,0.0,0.0,0.0,0.0,4.6,3.64,89.1,0.0,0.0,0.0
68,,,,,4.0,0.02,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.04,0.9,0.0,0.0,0.0,4.0,0.02,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.04,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.04,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.02,0.9,0.0,0.0,0.0,4.0,0.02,0.9,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69.0,McKenna,Bournemouth,G,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0
70,,,,,4.0,0.02,0.9,0.0,0.0,0.0,4.0,0.03,0.9,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72.0,Senesi,Bournemouth,D,4.5,2.48,83.7,2.0,90.0,1.0,4.5,4.06,83.7,9.0,90.0,1.0,4.5,2.99,84.6,14.0,90.0,1.0,4.6,3.51,85.95,3.0,90.0,1.0,4.7,4.06,85.95,9.0,90.0,1.0,4.8,3.57,85.95,7.0,90.0,1.0,4.9,4.28,85.95,2.0,77.0,1.0,5.0,3.28,85.95,2.0,90.0,1.0,5.0,4.62,85.95,5.0,90.0,1.0,5.0,3.11,85.95,3.0,90.0,1.0,5.0,3.86,85.95,2.0,90.0,1.0,5.0,4.87,85.95,3.0,90.0,1.0,5.0,4.36,85.95,2.0,90.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,3.31,85.95,8.0,61.0,1.0,5.0,3.13,75.15,1.0,90.0,1.0,4.9,5.09,85.95,4.0,90.0,1.0,4.9,4.26,85.95,2.0,90.0,1.0,4.9,3.11,85.95,3.0,90.0,1.0,4.8,3.28,85.95,1.0,90.0,1.0,4.8,4.58,86.7,6.0,90.0,1.0,4.8,3.66,85.95,3.0,90.0,1.0,4.8,3.88,85.95,3.0,90.0,1.0,4.8,4.6,85.95,8.0,90.0,1.0,4.8,4.03,85.95,2.0,90.0,1.0,4.8,4.32,85.95,2.0,90.0,1.0,4.8,4.01,85.95,5.0,90.0,1.0,4.9,4.62,86.7,4.0,90.0,1.0,4.9,4.01,86.7,11.0,90.0,1.0,5.0,4.67,86.7,10.0,90.0,1.0,5.1,3.68,86.7,1.0,90.0,1.0,5.1,3.18,87.45,4.0,90.0,1.0,5.2,8.34,174.9,6.0,90.0,2.0,5.2,0.0,0.0,0.0,0.0,0.0,5.2,4.91,87.45,0.0,0.0,0.0
73,73.0,Smith,Bournemouth,D,4.5,1.34,61.05,1.0,89.0,1.0,4.5,3.03,70.35,6.0,90.0,1.0,4.5,2.25,76.2,1.0,25.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.48,14.85,0.0,0.0,0.0,4.4,0.55,14.85,0.0,0.0,0.0,4.4,0.43,14.85,0.0,0.0,0.0,4.4,0.48,14.85,1.0,9.0,1.0,4.4,0.56,14.85,1.0,4.0,1.0,4.4,0.51,14.85,1.0,79.0,1.0,4.4,1.8,46.2,0.0,0.0,0.0,4.4,1.41,46.2,6.0,90.0,1.0,4.4,1.33,46.2,2.0,90.0,1.0,4.4,2.04,45.6,0.0,0.0,0.0,4.4,1.53,45.6,0.0,45.0,1.0,4.4,1.12,45.6,1.0,1.0,1.0,4.4,1.16,45.6,0.0,0.0,0.0,4.4,0.93,25.05,0.0,0.0,0.0,4.4,1.48,52.35,0.0,19.0,1.0,4.4,2.17,77.55,1.0,90.0,1.0,4.4,2.55,66.6,6.0,90.0,1.0,4.4,2.03,60.3,1.0,4.0,1.0,4.4,2.21,63.75,1.0,1.0,1.0,4.4,1.34,39.6,1.0,1.0,1.0,4.4,1.04,25.65,0.0,0.0,0.0,4.4,0.9,25.65,0.0,0.0,0.0,4.4,0.89,22.2,8.0,60.0,1.0,4.4,0.73,22.2,0.0,17.0,1.0,4.4,0.64,22.2,1.0,1.0,1.0,4.4,1.61,44.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,4.4,0.94,22.2,0.0,0.0,0.0
74,74.0,Truffert,Bournemouth,D,4.5,2.03,80.1,0.0,90.0,1.0,4.5,3.84,80.1,6.0,90.0,1.0,4.5,2.44,81.0,7.0,90.0,1.0,4.5,3.22,81.0,2.0,90.0,1.0,4.5,3.29,81.0,9.0,90.0,1.0,4.5,3.26,81.0,3.0,90.0,1.0,4.5,3.97,81.0,5.0,90.0,1.0,4.5,3.01,81.0,1.0,90.0,1.0,4.5,4.32,84.75,10.0,90.0,1.0,4.5,2.46,84.75,2.0,90.0,1.0,4.5,3.14,85.95,0.0,62.0,1.0,4.5,4.25,85.2,0.0,90.0,1.0,4.5,3.57,85.2,1.0,90.0,1.0,4.5,3.65,85.2,4.0,90.0,1.0,4.5,2.72,85.2,6.0,90.0,1.0,4.5,2.77,85.2,0.0,90.0,1.0,4.5,4.35,85.2,5.0,90.0,1.0,4.5,3.36,85.2,1.0,76.0,1.0,4.5,2.24,85.2,3.0,90.0,1.0,4.5,2.42,85.2,1.0,90.0,1.0,4.5,3.53,85.2,1.0,90.0,1.0,4.5,2.61,85.2,4.0,90.0,1.0,4.5,2.86,85.2,3.0,90.0,1.0,4.5,3.57,85.2,6.0,90.0,1.0,4.5,3.33,85.2,2.0,90.0,1.0,4.5,3.64,85.2,7.0,90.0,1.0,4.5,3.35,85.2,6.0,90.0,1.0,4.5,4.12,86.7,4.0,90.0,1.0,4.6,3.48,86.7,8.0,90.0,1.0,4.6,4.26,87.45,11.0,90.0,1.0,4.6,3.15,87.45,4.0,90.0,1.0,4.7,2.7,87.45,4.0,90.0,1.0,4.7,7.28,174.9,13.0,90.0,2.0,4.7,0.0,0.0,0.0,0.0,0.0,4.7,4.47,87.45,0.0,0.0,0.0
75,75.0,Akinmboni,Bournemouth,D,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0
76,76.0,Bevan,Bournemouth,D,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0
77,77.0,Hill,Bournemouth,D,4.0,1.78,64.2,1.0,1.0,1.0,4.0,0.58,11.85,1.0,2.0,1.0,4.0,0.54,13.95,5.0,64.0,1.0,4.0,1.24,30.6,2.0,86.0,1.0,4.0,2.23,53.25,1.0,45.0,1.0,4.0,1.8,41.85,0.0,0.0,0.0,4.0,1.28,26.85,6.0,60.0,1.0,4.0,1.52,41.85,1.0,15.0,1.0,4.0,1.79,35.1,0.0,0.0,0.0,4.0,1.04,28.35,0.0,0.0,0.0,4.0,0.59,14.85,0.0,0.0,0.0,4.0,0.62,14.85,0.0,0.0,0.0,4.0,0.57,14.85,0.0,0.0,0.0,4.0,0.74,18.15,0.0,0.0,0.0,4.0,0.52,14.85,1.0,28.0,1.0,3.9,1.17,32.25,1.0,1.0,1.0,3.9,0.82,18.15,0.0,0.0,0.0,3.9,0.71,18.15,0.0,0.0,0.0,3.9,0.58,18.15,3.0,90.0,1.0,3.9,0.66,18.15,3.0,90.0,1.0,3.9,3.78,78.9,3.0,90.0,1.0,3.9,1.86,45.15,2.0,90.0,1.0,3.9,3.12,72.15,6.0,90.0,1.0,3.9,3.77,78.9,7.0,90.0,1.0,3.9,3.41,78.9,7.0,90.0,1.0,3.9,3.92,83.1,9.0,90.0,1.0,4.0,3.79,84.0,6.0,90.0,1.0,4.1,4.47,84.0,2.0,90.0,1.0,4.1,3.92,84.0,8.0,90.0,1.0,4.2,4.72,85.2,8.0,90.0,1.0,4.2,3.75,85.2,-1.0,90.0,1.0,4.2,3.34,87.45,3.0,90.0,1.0,4.2,8.41,174.9,5.0,90.0,2.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,4.98,87.45,0.0,0.0,0.0
78,,,,,4.0,0.83,30.75,0.0,0.0,0.0,4.0,0.91,21.15,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.94,24.3,0.0,0.0,0.0,4.0,0.51,14.7,0.0,0.0,0.0,4.0,0.52,14.7,0.0,0.0,0.0,4.0,0.55,14.7,0.0,0.0,0.0,,,,,,,3.9,0.28,7.2,0.0,0.0,0.0,3.9,0.23,7.2,0.0,0.0,0.0,3.9,0.25,7.2,0.0,0.0,0.0,3.9,0.07,1.65,0.0,0.0,0.0,3.9,0.07,1.65,0.0,0.0,0.0,3.9,0.07,1.65,0.0,0.0,0.0,3.8,0.06,1.65,0.0,0.0,0.0,3.8,0.06,1.65,0.0,0.0,0.0,3.8,0.07,1.65,0.0,0.0,0.0,3.8,0.06,1.65,0.0,0.0,0.0,3.8,0.06,1.65,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
