,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,143,Mendy,8,1,60,1,4.06,False,1,9.2,4.06
1,168,Digne,11,2,55,1,4.347,False,1,20.4,4.347
2,237,Alexander-Arnold,14,2,75,1,5.362,False,1,32.3,5.362
3,275,Shaw,1,2,55,1,4.175,False,1,54.5,4.175
4,141,Havertz,8,3,85,1,5.647,False,1,13.1,5.647
5,230,Mané,14,3,120,1,5.284,False,1,4.4,5.284
6,233,Salah,14,3,125,1,6.6610000000000005,True,2,50.7,13.322000000000001
7,240,Jota,14,3,75,1,4.714,False,1,11.4,4.714
8,277,Fernandes,1,3,120,1,6.049,False,1,49.2,6.049
9,4,Aubameyang,3,4,100,1,4.662,False,1,4.3,4.662
10,296,Wilson,4,4,75,1,4.473,False,1,7.1,4.473
