,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,gw_points
0,383,Lloris,6,1,55,8,4.049,False,1,4.049
1,123,James,8,2,50,8,4.052,False,1,4.052
2,232,Chilwell,8,2,59,8,4.381,False,1,4.381
3,362,Bertrand,20,2,50,8,4.166,False,1,4.166
4,4,Aubameyang,3,3,117,8,6.019,False,1,6.019
5,254,Salah,14,3,124,8,5.018,False,1,5.018
6,272,De Bruyne,43,3,115,8,5.0360000000000005,False,1,5.0360000000000005
7,390,Son,6,3,95,8,5.3610000000000015,False,1,5.3610000000000015
8,117,Werner,8,4,93,8,5.299,False,1,5.299
9,366,Ings,20,4,85,8,5.29,False,1,5.29
10,388,Kane,6,4,109,8,6.3020000000000005,True,2,12.604000000000001
