,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,54,5.630799999999999,False,1,1,13.3,5.630799999999999
1,285,Alexander-Arnold,14,2,74,5.4652,False,1,1,22.2,5.4652
2,332,Shaw,1,2,51,4.2996,False,1,1,14.1,4.2996
3,586,Estupiñán,36,2,48,5.1314,False,1,1,11.6,5.1314
4,107,March,36,3,52,6.576600000000001,False,1,1,10.7,6.576600000000001
5,124,Mitoma,36,3,56,6.5280000000000005,False,1,1,25.6,6.5280000000000005
6,283,Salah,14,3,129,7.2064,False,1,1,31.8,7.2064
7,301,De Bruyne,43,3,121,6.964799999999999,False,1,1,25.2,6.964799999999999
8,335,Rashford,1,3,71,6.5628,False,1,1,32.8,6.5628
9,318,Haaland,43,4,121,8.322999999999999,True,2,1,76.4,16.645999999999997
10,594,Isak,4,4,67,5.0128,False,1,1,6.4,5.0128
11,548,Iversen,13,1,38,3.1693999999999996,False,0,0,4.1,0.0
12,463,Coufal,21,2,40,2.4996,False,0,0,0.7,0.0
13,489,Toti,39,2,38,2.2466,False,0,0,2.1,0.0
14,237,Greenwood,2,4,40,0.46820000000000006,False,0,0,9.4,0.0
