,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1881.0,1934.2,1968.04,1972.79,-101.09,439304,39780,2487,306,6.6%
1,FplSimpson,1936.0,1975.96,2014.18,2002.94,-85.38,186144,9806,78,35,11.5%
2,FplStatsdan,1869.0,1917.49,1937.29,1922.96,-80.34,514603,63317,15799,11244,13%
3,FF_Trout,1941.0,1982.65,2001.66,1999.07,-76.96,169012,7392,180,40,14.2%
4,dilksybab,1997.0,2060.62,2050.98,2014.12,-67.79,49382,71,1,4,17.2%
5,theFPLkiwi,1834.0,1924.05,1974.34,1952.16,-139.97,765718,52162,1588,1840,1.5%
6,jameso_12,1847.0,1859.78,1934.02,1905.2,-76.72,666856,217482,17944,24444,14.3%
7,api_kakayou,2023.0,1952.63,1947.29,1935.08,54.89,24072,23220,9349,5107,78.7%
8,usafpl,1871.0,1857.82,1888.12,1859.53,-20.96,501673,224529,90384,107937,38.6%
9,CazzaFPL,2029.0,2003.33,2040.41,2004.55,-10.61,20059,2832,1,20,44.5%
10,PlanetosFPL,1931.0,1985.42,2013.23,1990.36,-88.81,203835,6717,96,80,10.1%
11,analytic_fpl,1957.0,1929.99,1944.14,1934.0,-2.43,124537,44971,11073,5613,48.8%
12,rogue_wee,1931.0,1972.98,1978.65,1951.47,-59.86,203454,10833,1167,1947,20.5%
13,mtthwmn,1957.0,1976.4,2001.02,1989.59,-55.51,124105,9631,187,97,22.2%
14,cmusson32,1890.0,1936.11,1950.17,1960.28,-82.37,387997,37719,8189,977,12.4%
15,FPLstudent2,1960.0,2033.33,1981.62,2004.99,-69.37,117050,629,913,20,16.5%
16,peterhandleson,1753.0,1815.97,1842.37,1834.05,-101.35,1520766,434916,266528,199481,6.5%
17,chrishp,2001.0,1995.0,1965.01,1956.87,5.9,44607,4547,3213,1237,53.8%
18,plfantasy,1962.0,1925.74,1897.51,1880.52,37.97,113658,50721,67827,55486,70.5%
19,FPLmeta,1970.0,1968.19,1987.94,1979.01,-31.84,93837,13786,545,230,33.1%
20,FplAuto,1920.0,1981.89,1970.83,1933.77,-65.03,246895,7613,1900,5654,18.2%
21,NourEldin_z3r0,2019.0,1999.22,1939.72,1925.01,41.98,27474,3583,14021,10310,72.9%
22,UkendtPerson45,1971.0,2035.56,1992.11,1976.15,-52.85,92650,542,419,278,23.3%
23,MikkelTokvam,1984.0,2029.42,1980.48,1963.86,-29.76,68159,755,1068,822,33.9%
24,Klaudioz,1940.0,1864.68,1812.23,1798.01,92.56,174870,195130,450517,403207,91.2%
25,FantasianPL,1811.0,1922.08,1896.15,1885.23,-113.0,957421,55784,70562,47896,4.5%
26,rama96ab,1930.0,1981.47,1973.87,1961.48,-65.35,207435,7766,1617,960,18.2%
27,FPL_LFE,1981.0,1938.75,1890.87,1871.96,57.98,73936,35464,83877,75424,80.2%
28,_jtreble,1994.0,1997.97,1966.25,1937.39,4.15,53782,3833,2878,4616,52.9%
29,DanielSaetre,1990.0,1952.49,1970.39,1951.75,8.41,59289,23499,2103,1905,55%
30,FBinary01,2016.0,1943.02,1930.6,1911.14,64.78,29617,32159,20790,19035,83.2%
31,FPL_Data,1870.0,1916.78,1900.3,1904.87,-60.39,508820,64440,61076,24806,20.2%
32,FPL_ElStatto,1892.0,1840.78,1879.44,1862.76,7.34,379083,293841,112543,99591,54.5%
33,FplSigurd,2003.0,2047.83,2026.06,2004.43,-45.93,42349,211,21,20,26.4%
34,JoeBopara,1867.0,1923.51,1952.44,1924.61,-89.98,527541,53228,7030,10392,10%
35,dLincolnlawyer,1974.0,2021.69,1982.31,1975.56,-41.88,86606,1145,866,283,28.1%
