,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
36,FPL_Statoholic,1989.0,1883.67,1943.94,1948.79,39.44,60489,130537,11137,2234,71.6%
37,FplAmateur,1984.0,1912.36,1879.47,1866.63,75.11,67761,70666,112528,89685,87%
38,wolacola,2015.0,2019.06,1999.08,1997.59,-13.23,30615,1363,202,60,43.3%
39,Hashtag_MEGA,1928.0,1982.61,2001.67,2001.01,-90.6,213796,7425,180,39,9.7%
40,dav_fifa,1950.0,1816.98,1794.09,1779.11,130.42,144516,431133,589990,550319,97.7%
41,MaulanaRiandi,2054.0,2030.54,1962.46,1936.69,55.25,8631,716,3775,4783,78.9%
42,Rak464,1950.0,1909.07,1942.49,1922.46,1.75,144101,76035,12126,11486,51.2%
43,ArneBarsnes,2066.0,1995.3,1989.55,1974.63,56.42,5459,4515,501,285,79.5%
44,FPL_PapaSmurf,1928.0,1844.31,1855.65,1850.04,54.63,215804,277445,202692,137990,78.7%
45,gezza96,2058.0,1999.05,1942.64,1925.65,79.82,7539,3588,12052,10079,88.2%
46,Raghy78d,2066.0,2023.67,2017.63,1988.78,32.98,5490,1044,66,107,67.8%
47,pdhFPL,1907.0,2014.79,1988.31,2001.86,-117.65,302413,1725,513,39,3.7%
48,NeilRankinZA,1911.0,1852.88,1837.64,1846.31,42.28,284514,242377,293189,150555,73%
49,EuanThompson,2075.0,2077.54,2035.22,2024.28,6.69,3860,14,5,1,54%
50,FPLrookie1,1938.0,1964.79,1941.22,1911.5,-23.92,180592,15244,12913,18794,36.9%
51,FplBudget,2010.0,1908.02,1912.84,1907.69,77.2,35280,77400,41775,22010,87.6%
52,FF_Vader,2000.0,1965.22,1988.84,1956.99,6.29,46134,15095,509,1207,54%
53,alasdairtweets,2059.0,2004.16,1994.7,1970.01,46.4,7252,2693,330,451,75%
54,fpl_analytic,1884.0,1842.54,1879.11,1873.17,-4.65,423745,287097,114152,72063,47.7%
55,stephendeyoung,1880.0,1866.29,1848.14,1829.51,9.12,447019,189124,239138,221238,55.4%
56,James_Ingram15,1925.0,1986.99,1988.46,1975.53,-81.86,225771,6335,509,283,12.7%
57,FPL_Kid,1961.0,1928.62,1894.34,1893.47,32.73,115670,46516,75397,36403,67.7%
58,fpl_jan,2121.0,2096.2,2008.05,1975.66,72.49,491,4,127,282,86.2%
59,FPL_Mezzala,2040.0,2070.45,2016.9,2001.17,-11.95,14063,24,69,39,43.9%
60,morstats,1931.0,1931.18,1867.88,1850.41,25.54,203276,43504,149219,136237,64.1%
61,FplOpinion,1952.0,1933.49,1960.37,1956.31,-21.65,137980,41058,4628,1260,38.2%
62,_NeilFPL,2018.0,2005.27,1986.6,1975.23,6.03,27888,2634,604,283,53.9%
63,UnderstandingF8,1873.0,1783.17,1786.36,1768.1,70.61,491248,665809,671028,638163,85.5%
64,EejRoberts,1937.0,1991.01,1984.81,1975.06,-69.74,182442,5359,707,284,16.4%
65,FPL_Gents,1979.0,1927.42,1959.15,1935.85,14.67,77832,48090,4968,4873,58.6%
66,FPLHaggis,1946.0,1962.83,1928.46,1908.04,-9.78,155411,16094,22782,21863,45.1%
67,Jumpthewave,1985.0,1992.27,1955.76,1931.75,2.45,67400,5139,5880,6577,51.5%
68,DarraghNoonan,2017.0,2032.83,1986.89,1972.8,-3.06,28639,640,571,306,48.4%
69,FPL_Chase,2026.0,1994.39,1995.52,1975.35,14.44,21926,4726,328,283,58.5%
70,jonwalker88,1895.0,1961.13,1994.12,1991.61,-110.96,361272,17177,336,77,5.1%
71,TomDavies_17,2035.0,2011.14,1973.28,1961.5,30.35,16600,1958,1652,960,66.6%
72,FodWeTrust,1903.0,1916.12,1965.04,1948.16,-63.91,322081,65238,3212,2355,18.7%
73,FplPass,1994.0,1942.78,1866.67,1862.09,81.27,53879,32388,155530,101524,88.8%
74,prparsons,1992.0,1992.49,1958.75,1932.04,8.27,56641,5119,5092,6500,54.9%
75,FplJeb,1878.0,1882.56,1990.09,1965.38,-92.53,458598,132937,470,680,8.9%
76,JosesBusDrivers,1835.0,1964.17,1986.23,1988.95,-168.35,757469,15536,611,104,0.4%
77,hidethecactus,2032.0,1959.63,1918.35,1907.28,80.94,18526,17955,34902,22270,88.6%
78,tweetsofagooner,1857.0,1821.63,1876.49,1877.38,-25.49,593130,399434,124380,62271,36.1%
79,FplRafiki,1966.0,1878.59,1862.67,1858.48,76.4,104043,147032,170457,110376,87.4%
80,FPL_Audit,2055.0,1964.8,1971.77,1940.93,72.69,8419,15243,1825,3880,86.4%
81,DaveCZfpl,1857.0,1850.72,1905.15,1898.6,-51.76,596389,250996,52795,30882,23.8%
82,PaulGiurculet,2097.0,1982.16,1901.34,1884.64,152.21,1561,7556,59143,49259,99.1%
83,k_rybaczuk,1880.0,1889.72,1921.43,1881.4,-40.93,446176,116889,31411,53836,28.5%
84,CoalportGlen,2063.0,2061.68,2001.08,1973.79,28.54,6185,63,187,296,65.6%
