rank,prev_rank,name,league,off,def,spi
1,2,Manchester City,Barclays Premier League,2.92,0.31,92.28
2,1,Bayern Munich,German Bundesliga,3.21,0.63,89.73
3,3,Real Madrid,Spanish Primera Division,2.54,0.49,86.23
4,4,Barcelona,Spanish Primera Division,2.35,0.41,85.9
5,5,Arsenal,Barclays Premier League,2.5,0.49,85.8
6,7,Napoli,Italy Serie A,2.39,0.5,84.6
7,6,Liverpool,Barclays Premier League,2.59,0.62,84.35
8,8,Paris Saint-Germain,French Ligue 1,2.73,0.75,83.52
9,12,Benfica,Portuguese Liga,2.52,0.71,81.85
10,10,Brighton and Hove Albion,Barclays Premier League,2.28,0.62,80.76
11,9,RB Leipzig,German Bundesliga,2.38,0.7,80.28
12,14,Newcastle,Barclays Premier League,2.09,0.53,80.25
13,19,Atletico Madrid,Spanish Primera Division,2.09,0.54,79.86
14,11,Chelsea,Barclays Premier League,2.03,0.51,79.72
15,13,Manchester United,Barclays Premier League,2.32,0.69,79.63
16,15,Ajax,Dutch Eredivisie,2.75,1.02,78.76
17,17,Borussia Dortmund,German Bundesliga,2.47,0.84,78.56
18,16,Internazionale,Italy Serie A,2.26,0.73,78.07
19,22,Celtic,Scottish Premiership,2.56,1.03,76.12
20,21,Lille,French Ligue 1,2.11,0.72,76.12
21,23,FC Porto,Portuguese Liga,2.17,0.76,76.05
22,18,Tottenham Hotspur,Barclays Premier League,2.18,0.78,75.77
23,27,FC Salzburg,Austrian T-Mobile Bundesliga,2.18,0.78,75.7
24,25,Juventus,Italy Serie A,2.07,0.71,75.69
25,26,Sporting CP,Portuguese Liga,2.04,0.7,75.51
26,30,Athletic Bilbao,Spanish Primera Division,1.86,0.58,75.44
27,20,Zenit St Petersburg,Russian Premier Liga,2.1,0.74,75.43
28,28,Bayer Leverkusen,German Bundesliga,2.15,0.81,74.71
29,33,Brentford,Barclays Premier League,2.06,0.77,74.19
30,32,Feyenoord,Dutch Eredivisie,2.21,0.88,74.11
31,35,Celta Vigo,Spanish Primera Division,1.88,0.65,73.97
32,34,VfL Wolfsburg,German Bundesliga,2.09,0.81,73.7
33,43,Aston Villa,Barclays Premier League,1.96,0.75,72.81
34,29,Marseille,French Ligue 1,2.03,0.81,72.71
35,36,Fiorentina,Italy Serie A,2.0,0.79,72.68
36,24,AS Roma,Italy Serie A,1.84,0.68,72.64
37,38,Real Sociedad,Spanish Primera Division,1.72,0.59,72.59
38,37,PSV,Dutch Eredivisie,2.3,1.04,71.99
39,31,AC Milan,Italy Serie A,2.02,0.84,71.93
40,39,Mainz,German Bundesliga,2.09,0.89,71.85
41,40,West Ham United,Barclays Premier League,1.85,0.72,71.72
42,41,Lyon,French Ligue 1,1.97,0.82,71.57
43,42,Atalanta,Italy Serie A,2.06,0.89,71.42
44,47,Palmeiras,Brasileiro Série A,1.81,0.74,70.63
45,46,Villarreal,Spanish Primera Division,1.85,0.76,70.59
46,48,Lens,French Ligue 1,1.85,0.77,70.54
47,45,Eintracht Frankfurt,German Bundesliga,1.98,0.87,70.29
48,44,AS Monaco,French Ligue 1,2.09,0.96,70.28
49,49,Leicester City,Barclays Premier League,1.94,0.86,69.92
50,54,Rangers,Scottish Premiership,2.14,1.08,68.48
51,53,Real Betis,Spanish Primera Division,1.8,0.82,68.27
52,58,Nice,French Ligue 1,1.69,0.75,68.06
53,65,Reims,French Ligue 1,1.69,0.76,67.8
54,68,Crystal Palace,Barclays Premier League,1.58,0.67,67.76
55,55,Osasuna,Spanish Primera Division,1.57,0.67,67.63
56,60,Stade Rennes,French Ligue 1,1.79,0.84,67.63
57,52,Rayo Vallecano,Spanish Primera Division,1.66,0.74,67.52
58,62,Flamengo,Brasileiro Série A,1.8,0.85,67.46
59,50,1. FC Union Berlin,German Bundesliga,1.68,0.76,67.43
60,51,SC Freiburg,German Bundesliga,1.89,0.93,67.31
61,57,Lazio,Italy Serie A,1.68,0.77,67.27
62,56,Fulham,Barclays Premier League,1.83,0.89,67.2
63,71,Fenerbahce,Turkish Turkcell Super Lig,2.07,1.08,67.17
64,61,Valencia,Spanish Primera Division,1.71,0.8,67.11
65,66,Borussia Monchengladbach,German Bundesliga,2.09,1.11,67.04
66,64,Atletico Mineiro,Brasileiro Série A,1.56,0.69,66.93
67,73,FC Twente,Dutch Eredivisie,1.92,0.98,66.82
68,67,VfB Stuttgart,German Bundesliga,1.87,0.94,66.72
69,63,Leeds United,Barclays Premier League,1.88,0.96,66.63
70,59,FC Cologne,German Bundesliga,1.86,0.94,66.52
71,69,Sevilla FC,Spanish Primera Division,1.74,0.87,66.01
72,70,Girona FC,Spanish Primera Division,1.88,1.0,65.51
73,77,Young Boys,Swiss Raiffeisen Super League,2.09,1.18,65.32
74,75,Torino,Italy Serie A,1.65,0.84,64.96
75,82,Udinese,Italy Serie A,1.86,1.01,64.87
76,72,Wolverhampton,Barclays Premier League,1.67,0.86,64.82
77,78,Mallorca,Spanish Primera Division,1.53,0.77,64.22
78,76,Getafe,Spanish Primera Division,1.55,0.78,64.19
79,81,Monterrey,Mexican Primera Division Torneo Clausura,1.7,0.91,64.0
80,86,TSG Hoffenheim,German Bundesliga,1.95,1.13,63.95
81,79,Fluminense,Brasileiro Série A,1.62,0.85,63.83
82,93,Sassuolo,Italy Serie A,1.87,1.08,63.48
83,83,Slavia Prague,UEFA Europa Conference League,1.83,1.06,63.09
84,92,Club América,Mexican Primera Division Torneo Clausura,1.84,1.07,63.08
85,74,Genk,Belgian Jupiler League,1.98,1.19,63.03
86,89,Braga,Portuguese Liga,1.77,1.02,62.91
87,91,FC Copenhagen,Danish SAS-Ligaen,1.77,1.03,62.79
88,84,AZ,Dutch Eredivisie,1.87,1.11,62.78
89,96,Southampton,Barclays Premier League,1.64,0.93,62.43
90,85,Werder Bremen,German Bundesliga,1.87,1.12,62.42
91,97,Schalke 04,German Bundesliga,1.67,0.95,62.37
92,87,Internacional,Brasileiro Série A,1.58,0.89,62.15
93,80,Galatasaray,Turkish Turkcell Super Lig,1.8,1.09,61.92
94,88,Dinamo Zagreb,UEFA Champions League,1.8,1.09,61.85
95,90,Espanyol,Spanish Primera Division,1.66,0.98,61.72
96,101,Olympiacos,Greek Super League,1.66,0.97,61.68
97,94,Everton,Barclays Premier League,1.69,1.01,61.37
98,99,Burnley,English League Championship,1.55,0.9,61.11
99,95,São Paulo,Brasileiro Série A,1.53,0.89,60.93
100,114,Union Saint Gilloise,Belgian Jupiler League,1.89,1.22,60.82
101,104,Toulouse,French Ligue 1,1.73,1.11,59.95
102,105,Antwerp,Belgian Jupiler League,1.58,0.99,59.79
103,100,Bologna,Italy Serie A,1.59,1.0,59.68
104,115,Strasbourg,French Ligue 1,1.68,1.09,59.46
105,103,Bodo/Glimt,Norwegian Tippeligaen,2.07,1.44,59.25
106,111,FC Augsburg,German Bundesliga,1.82,1.23,59.01
107,102,Hertha Berlin,German Bundesliga,1.67,1.1,58.96
108,108,Slovácko,UEFA Europa Conference League,1.77,1.21,58.54
109,109,Red Star Belgrade,UEFA Europa League,1.75,1.19,58.52
110,98,Tigres UANL,Mexican Primera Division Torneo Clausura,1.53,0.99,58.42
111,107,Cadiz,Spanish Primera Division,1.5,0.97,58.27
112,113,River Plate,Argentina Primera Division,1.59,1.05,58.26
113,128,KAA Gent,Belgian Jupiler League,1.69,1.14,58.2
114,106,Shakhtar Donetsk,UEFA Europa League,1.77,1.24,57.61
115,124,Middlesbrough,English League Championship,1.62,1.11,57.41
116,125,Los Angeles FC,Major League Soccer,1.75,1.25,56.99
117,118,Molde,Norwegian Tippeligaen,1.88,1.37,56.95
118,123,Monza,Italy Serie A,1.56,1.09,56.83
119,116,AFC Bournemouth,Barclays Premier League,1.61,1.15,56.4
120,117,Lecce,Italy Serie A,1.39,0.95,56.34
121,146,Besiktas,Turkish Turkcell Super Lig,1.61,1.16,56.16
122,138,Montpellier,French Ligue 1,1.55,1.11,55.99
123,122,Club Brugge,Belgian Jupiler League,1.69,1.25,55.87
124,110,Spartak Moscow,Russian Premier Liga,1.69,1.25,55.87
125,133,VfL Bochum,German Bundesliga,1.73,1.29,55.76
126,112,FC Utrecht,Dutch Eredivisie,1.78,1.33,55.72
127,139,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.53,1.11,55.57
128,121,Verona,Italy Serie A,1.47,1.05,55.57
129,132,Nantes,French Ligue 1,1.44,1.03,55.47
130,120,Clermont Foot,French Ligue 1,1.41,1.01,55.32
131,126,Almeria,Spanish Primera Division,1.65,1.24,55.32
132,119,Philadelphia Union,Major League Soccer,1.68,1.29,54.88
133,136,Viktoria Plzen,UEFA Champions League,1.82,1.41,54.85
134,157,CSKA Moscow,Russian Premier Liga,1.48,1.09,54.83
135,140,Lorient,French Ligue 1,1.52,1.14,54.62
136,134,Ferencvaros,UEFA Europa League,1.61,1.22,54.55
137,152,NEC,Dutch Eredivisie,1.58,1.2,54.51
138,162,Trabzonspor,Turkish Turkcell Super Lig,1.66,1.28,54.39
139,131,Nottingham Forest,Barclays Premier League,1.52,1.15,54.37
140,135,Pachuca,Mexican Primera Division Torneo Clausura,1.56,1.2,54.28
141,130,Vitesse,Dutch Eredivisie,1.58,1.22,54.1
142,141,América Mineiro,Brasileiro Série A,1.42,1.06,54.04
143,156,Anderlecht,Belgian Jupiler League,1.5,1.15,54.01
144,137,Sheffield United,English League Championship,1.42,1.07,53.98
145,143,Corinthians,Brasileiro Série A,1.24,0.89,53.97
146,144,Fortaleza,Brasileiro Série A,1.34,1.0,53.96
147,129,AEK Athens,Greek Super League,1.48,1.13,53.95
148,161,Elche,Spanish Primera Division,1.55,1.23,53.32
149,127,Real Valladolid,Spanish Primera Division,1.47,1.15,53.12
150,142,Dinamo Moscow,Russian Premier Liga,1.54,1.23,53.1
151,151,Dynamo Kiev,UEFA Europa League,1.51,1.19,53.06
152,154,PAOK Salonika,Greek Super League,1.35,1.04,53.03
153,149,Vizela,Portuguese Liga,1.37,1.07,52.92
154,182,Sparta,Dutch Eredivisie,1.55,1.24,52.85
155,148,Guimaraes,Portuguese Liga,1.27,0.97,52.84
156,163,Luton Town,English League Championship,1.31,1.01,52.76
157,145,Adana Demirspor,Turkish Turkcell Super Lig,1.54,1.24,52.73
158,147,West Bromwich Albion,English League Championship,1.35,1.06,52.71
159,165,Stoke City,English League Championship,1.37,1.09,52.52
160,179,Atlanta United FC,Major League Soccer,1.65,1.36,52.44
161,171,Toluca,Mexican Primera Division Torneo Clausura,1.58,1.29,52.41
162,155,Guadalajara,Mexican Primera Division Torneo Clausura,1.4,1.13,52.21
163,158,SC Dnipro-1,UEFA Europa Conference League,1.55,1.28,52.11
164,168,Auxerre,French Ligue 1,1.33,1.07,51.96
165,160,Steaua Bucuresti,UEFA Europa Conference League,1.5,1.24,51.89
166,176,Rapid Vienna,Austrian T-Mobile Bundesliga,1.51,1.26,51.61
167,170,FC Sheriff Tiraspol,UEFA Europa League,1.51,1.27,51.36
168,150,New York City FC,Major League Soccer,1.54,1.31,51.28
169,184,Lech Poznan,UEFA Europa Conference League,1.35,1.11,51.28
170,177,Heerenveen,Dutch Eredivisie,1.6,1.37,51.22
171,172,FK Partizan Belgrade,UEFA Europa Conference League,1.41,1.17,51.22
172,169,Gil Vicente,Portuguese Liga,1.48,1.25,51.14
173,167,Brest,French Ligue 1,1.4,1.18,50.95
174,174,Atlético Paranaense,Brasileiro Série A,1.32,1.11,50.65
175,187,Cruz Azul,Mexican Primera Division Torneo Clausura,1.29,1.09,50.36
176,203,Coventry City,English League Championship,1.33,1.14,50.27
177,166,Millwall,English League Championship,1.3,1.1,50.27
178,180,Santos,Brasileiro Série A,1.27,1.07,50.19
179,164,Norwich City,English League Championship,1.37,1.18,50.18
180,159,Yokohama F. Marinos,Japanese J League,1.55,1.36,50.14
181,173,Empoli,Italy Serie A,1.51,1.32,50.06
182,188,Cremonese,Italy Serie A,1.5,1.32,49.99
183,181,Rosenborg,Norwegian Tippeligaen,1.94,1.77,49.94
184,208,Rio Ave,Portuguese Liga,1.22,1.04,49.84
185,175,Famalicao,Portuguese Liga,1.32,1.14,49.78
186,153,FC Midtjylland,Danish SAS-Ligaen,1.45,1.28,49.69
