,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,217,Schmeichel,13,1,54,2.4654999999999996,False,1,1,9.7,2.4654999999999996
1,259,Alexander-Arnold,14,2,74,2.906375,False,1,1,16.2,2.906375
2,300,Shaw,1,2,53,2.132625,False,1,1,15.8,2.132625
3,498,Castagne,13,2,57,2.212625,False,1,1,4.2,2.212625
4,254,Salah,14,3,125,4.114625,True,2,1,31.5,8.22925
5,306,Rashford,1,3,95,2.9766250000000003,False,1,1,8.9,2.9766250000000003
6,445,Bowen,21,3,59,2.371125,False,1,1,2.5,2.371125
7,468,Jota,14,3,70,2.908125,False,1,1,16.6,2.908125
8,202,Bamford,2,4,65,2.847625,False,1,1,44.2,2.847625
9,233,Iheanacho,13,4,60,2.61125,False,1,1,13.9,2.61125
10,388,Kane,6,4,117,3.572125,False,1,1,50.6,3.572125
11,597,Sánchez,36,1,45,2.25325,False,0,0,3.3,0.0
12,16,Holding,3,2,42,1.881375,False,0,0,4.2,0.0
13,61,Burn,36,2,42,1.3529999999999998,False,0,0,0.6,0.0
14,23,Smith Rowe,3,3,42,1.58675,False,0,0,2.1,0.0
