,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,548,Mendy,8,1,52,30,4.817,False,1,8.9,4.817
1,102,Azpilicueta,8,2,59,30,4.924,False,1,7.8,4.924
2,104,Alonso,8,2,57,30,5.355,False,1,2.8,5.355
3,300,Shaw,1,2,53,30,4.66,False,1,14.5,4.66
4,120,Mount,8,3,71,30,4.988,False,1,16.1,4.988
5,254,Salah,14,3,124,30,5.247999999999998,False,1,29.0,5.247999999999998
6,302,Fernandes,1,3,115,30,5.385,False,1,57.8,5.385
7,390,Son,6,3,94,30,5.178,False,1,42.5,5.178
8,117,Werner,8,4,92,30,5.354,False,1,11.1,5.354
9,202,Bamford,2,4,67,30,5.965,False,1,48.7,5.965
10,388,Kane,6,4,116,30,6.0939999999999985,True,2,46.6,12.187999999999997
