,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
46,Raghy78d,2092.0,2048.0,2036.44,2008.48,34.0,9364,1494,36,120,67.9%
47,pdhFPL,1936.0,2043.46,2012.97,2028.13,-119.24,336350,1894,433,19,4.1%
48,NeilRankinZA,1950.0,1892.2,1870.64,1880.96,41.61,273460,190542,216851,105819,71.8%
49,EuanThompson,2111.0,2109.5,2064.0,2054.23,8.35,4609,14,1,1,54.9%
50,FPLrookie1,1970.0,1998.93,1974.32,1944.36,-29.4,198663,13981,6847,10843,35.1%
51,FplBudget,2043.0,1944.61,1948.6,1944.17,69.88,41866,63313,24786,11053,84.3%
52,FF_Vader,2043.0,2003.64,2018.07,1987.31,12.7,41648,11591,253,618,57.3%
53,alasdairtweets,2095.0,2035.9,2018.76,1994.97,51.47,8438,2890,223,305,76.2%
54,fpl_analytic,1930.0,1888.75,1915.42,1910.14,-2.35,367183,205353,74375,43078,49.3%
55,stephendeyoung,1919.0,1909.47,1885.0,1865.93,5.27,424788,136156,161229,152697,53.3%
56,James_Ingram15,1960.0,2024.85,2020.47,2009.53,-85.48,233163,5001,194,81,12.5%
57,FPL_Kid,1997.0,1963.61,1924.36,1924.95,32.49,120744,39896,56795,25389,67.1%
58,fpl_jan,2152.0,2125.57,2032.29,2000.28,73.2,765,7,44,211,85.5%
59,FPL_Mezzala,2075.0,2104.61,2045.81,2029.81,-11.64,16552,21,5,16,44.5%
60,morstats,1963.0,1963.49,1894.72,1877.71,24.59,221900,39995,128906,114089,63.8%
61,FplOpinion,1985.0,1965.99,1986.38,1983.88,-21.27,151788,37671,3204,893,39%
62,_NeilFPL,2046.0,2030.63,2006.69,1996.09,7.88,38288,3795,713,276,54.7%
63,UnderstandingF8,1914.0,1823.08,1817.33,1800.07,73.36,454686,545883,569615,535127,85.5%
64,EejRoberts,1966.0,2019.69,2009.47,2001.32,-71.31,211018,6078,584,189,16.9%
65,FPL_Gents,2016.0,1965.98,1992.76,1970.18,12.21,81037,37671,2059,2507,57.1%
66,FPLHaggis,1974.0,1990.68,1952.0,1931.47,-10.81,185152,19310,21194,20216,44.8%
67,Jumpthewave,2015.0,2020.33,1979.37,1955.04,3.37,82899,5946,5009,6181,52.1%
68,DarraghNoonan,2058.0,2067.04,2009.59,1996.24,7.12,27576,508,579,276,54.3%
69,FPL_Chase,2073.0,2037.05,2028.71,2008.95,20.99,17562,2804,80,102,61.5%
70,jonwalker88,1932.0,1997.2,2024.27,2023.37,-110.55,354997,15113,136,24,5.6%
71,TomDavies_17,2063.0,2038.99,1996.83,1984.93,29.32,23805,2538,1536,819,65.7%
72,FodWeTrust,1934.0,1947.69,1992.37,1975.42,-65.54,346504,59694,2118,1696,19%
73,FplPass,2022.0,1971.17,1889.64,1885.89,80.06,70254,32582,142979,92791,87.7%
74,prparsons,2035.0,2036.24,1989.66,1964.35,11.6,51259,2848,2480,3879,56.7%
75,FplJeb,1908.0,1913.22,2017.73,1993.08,-95.02,487346,126953,272,359,9.3%
76,JosesBusDrivers,1864.0,1988.0,2008.13,2011.5,-166.1,786644,20479,641,59,0.6%
77,hidethecactus,2063.0,1989.8,1943.26,1931.92,81.28,24215,19686,30107,19814,88.2%
78,tweetsofagooner,1892.0,1854.88,1902.54,1904.88,-23.29,586172,351343,105628,51665,38.2%
79,FplRafiki,1983.0,1900.79,1879.33,1875.32,70.81,158490,160657,179016,120390,84.7%
80,FPL_Audit,2090.0,1998.97,2000.68,1969.57,73.11,10160,13945,1165,2557,85.4%
81,DaveCZfpl,1900.0,1889.32,1932.55,1927.74,-44.31,537854,203376,43216,23100,27.9%
82,PaulGiurculet,2127.0,2014.4,1929.59,1913.77,148.15,2439,7481,47773,37775,98.7%
83,k_rybaczuk,1901.0,1919.27,1953.77,1913.55,-55.33,529129,110632,19651,38132,23.2%
84,CoalportGlen,2093.0,2088.68,2020.35,1994.25,32.17,8997,87,194,333,66.9%
85,FPLvariance,1945.0,2003.04,1985.56,1975.4,-70.06,295751,11754,3399,1699,17.4%
