,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1714.0,1760.84,1820.42,1823.3,-112.78,588081,52296,1789,199,4.7%
1,FplSimpson,1778.0,1805.61,1866.16,1853.92,-89.02,204598,9606,3,1,9.7%
2,FplStatsdan,1716.0,1756.22,1796.23,1782.69,-87.08,574728,59491,9381,5971,10.2%
3,FF_Trout,1782.0,1805.01,1840.27,1838.02,-70.49,188257,9823,220,40,16.2%
4,dilksybab,1812.0,1863.82,1884.45,1850.49,-78.36,95809,347,1,1,13.2%
5,theFPLkiwi,1655.0,1736.0,1816.97,1796.94,-153.76,1149243,103040,2509,2285,0.7%
6,jameso_12,1692.0,1685.79,1779.43,1749.32,-71.79,778407,318740,22048,33060,15.8%
7,api_kakayou,1835.0,1755.65,1777.31,1766.28,44.22,52568,60623,24894,15865,75.3%
8,usafpl,1691.0,1683.79,1744.23,1717.79,-49.25,787518,328250,91491,104982,24.7%
9,CazzaFPL,1837.0,1805.76,1869.82,1835.98,-25.17,49955,9531,2,43,36.2%
10,PlanetosFPL,1744.0,1786.11,1850.71,1827.46,-102.52,378988,21367,80,141,6.3%
11,analytic_fpl,1806.0,1769.27,1794.22,1783.49,-0.76,111626,39931,10542,5645,50%
12,rogue_wee,1728.0,1771.89,1816.13,1789.82,-89.27,483583,36352,2616,4122,9.6%
13,mtthwmn,1777.0,1787.42,1838.51,1827.75,-65.85,208979,20189,252,139,17.6%
14,cmusson32,1720.0,1762.29,1797.45,1808.44,-94.24,541792,50209,8585,1006,8.5%
15,FPLstudent2,1781.0,1851.84,1828.87,1852.2,-87.12,192554,869,1078,1,10.2%
16,peterhandleson,1616.0,1665.47,1715.86,1707.55,-105.26,1599297,449538,204854,142391,5.8%
17,chrishp,1814.0,1803.27,1807.66,1800.64,-13.91,91849,10572,4488,1896,42%
18,plfantasy,1823.0,1754.77,1747.83,1732.91,54.08,74069,62286,80349,59827,80.4%
19,FPLmeta,1794.0,1796.86,1832.74,1826.18,-49.28,145412,14387,783,146,24.7%
20,FplAuto,1744.0,1779.8,1801.01,1765.45,-62.2,380393,26787,6684,16451,18.7%
21,NourEldin_z3r0,1882.0,1845.3,1817.04,1800.45,37.76,11445,1276,2505,1911,72.2%
22,UkendtPerson45,1770.0,1832.86,1828.15,1813.94,-78.78,240322,2383,1085,608,13%
23,MikkelTokvam,1795.0,1836.96,1824.88,1809.96,-52.58,143039,1909,1316,810,23.1%
24,Klaudioz,1818.0,1719.27,1683.24,1669.13,104.27,84180,151711,399300,355269,95%
25,FantasianPL,1660.0,1754.05,1752.22,1741.12,-113.02,1093491,63839,68132,46054,4.6%
26,rama96ab,1774.0,1805.02,1815.49,1806.77,-59.25,222365,9808,2680,1062,20%
27,FPL_LFE,1827.0,1770.29,1732.46,1711.52,65.83,66238,38700,130719,127614,85.3%
