,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
64,EejRoberts,1803.0,1848.1,1868.0,1857.87,-83.55,293331,3037,131,66,11.7%
65,FPL_Gents,1839.0,1793.78,1839.14,1816.31,-6.31,152184,30695,1428,1986,47.1%
66,FPLHaggis,1844.0,1830.37,1806.84,1790.16,7.14,136642,6974,11997,8559,55.1%
67,Jumpthewave,1876.0,1864.05,1843.87,1822.33,4.83,64179,1326,1107,1172,53.4%
68,DarraghNoonan,1911.0,1891.74,1873.39,1861.6,7.55,22832,187,81,44,55.2%
69,FPL_Chase,1890.0,1856.59,1886.86,1870.03,-9.84,43239,1970,37,19,44.8%
70,jonwalker88,1785.0,1845.34,1885.61,1882.39,-115.1,390515,3517,38,1,4.6%
71,TomDavies_17,1917.0,1867.18,1853.8,1844.12,33.99,19044,1132,547,166,69.5%
72,FodWeTrust,1807.0,1796.18,1852.14,1836.23,-50.33,275101,27993,608,502,24.7%
73,FplPass,1902.0,1820.68,1766.42,1762.63,91.45,30475,10826,67463,32039,91.9%
74,prparsons,1866.0,1853.29,1839.12,1814.48,2.54,82203,2282,1428,2218,51.8%
75,FplJeb,1759.0,1741.69,1867.22,1844.27,-89.04,563193,129062,148,151,10%
76,JosesBusDrivers,1712.0,1822.57,1875.02,1879.51,-176.3,955486,10027,78,1,0.2%
77,hidethecactus,1908.0,1826.51,1800.44,1789.81,74.67,25793,8453,15788,8683,87.6%
78,tweetsofagooner,1705.0,1684.81,1762.99,1763.21,-61.69,1021903,399865,74692,31333,19.9%
79,FplRafiki,1877.0,1770.81,1766.6,1761.75,82.43,62604,61253,67050,33101,90.2%
80,FPL_Audit,1925.0,1824.17,1851.94,1824.28,62.99,14616,9426,608,1045,83.7%
81,DaveCZfpl,1752.0,1725.2,1796.76,1789.92,-48.13,616179,186608,19269,8660,25.5%
82,PaulGiurculet,1987.0,1843.65,1782.6,1768.09,161.79,1140,3788,35848,25273,99.6%
83,k_rybaczuk,1792.0,1770.34,1816.18,1779.02,-25.29,351459,61934,6602,16187,36.8%
84,CoalportGlen,1961.0,1934.82,1895.71,1869.0,33.78,3537,9,16,22,69.4%
