,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
10,True,True,100.0,100.0,184029,0,0,-2,2,0,3,5.4,5.4,3,Martin,4.4,13,False,,2024-09-10T00:30:06.311550Z,83,184029.jpg,4.0,False,Ødegaard,6.0,False,,a,1,3,36,523772,7655,1478636,30958,0.5,4.3,Ødegaard,161.0,725,1,2,5,5,0,0,0,1,0,0,3,157,172.2,308.1,161.0,64.3,9,2.19,2.01,4.20,5.75,189,75,41,33,100,65,85,52,3.0,,1.0,,2.0,,0.27,0.0,0.25,0.52,0.71,0.62,11,8,48,25,49,20,67,21,1.12,0.62
11,True,True,100.0,100.0,154561,0,0,1,-1,1,1,5.4,5.4,6,David,4.4,15,False,,2024-09-25T21:30:06.211210Z,56,154561.jpg,4.0,False,Raya Martin,31.0,False,,a,1,3,64,2204619,53495,1734804,19499,0.8,11.4,Raya,200.0,1440,0,0,6,15,0,0,0,2,0,40,6,233,351.4,0.0,0.0,35.2,16,0.00,0.01,0.01,14.27,37,12,694,72,693,72,204,12,,,,,,,0.0,2.5,0.0,0.0,0.89,0.94,102,1,43,2,48,8,5,1,1.0,0.38
12,True,True,75.0,100.0,204480,0,0,-3,3,0,3,2.8,3.8,3,Declan,2.8,16,False,Muscle injury - 75% chance of playing,2024-12-14T22:30:07.561621Z,62,204480.jpg,2.4,False,Rice,2.5,False,,d,1,3,33,166085,783,569258,9194,0.5,5.3,Rice,241.0,1163,0,2,4,15,0,0,0,3,1,0,2,206,227.2,379.5,116.0,71.8,14,0.97,2.42,3.39,11.24,136,48,20,17,135,89,64,41,2.0,,2.0,,,,0.08,0.0,0.19,0.27,0.87,1.16,62,39,113,57,197,86,118,36,1.08,0.31
13,True,True,100.0,100.0,223340,0,0,6,-6,4,3,8.8,8.8,3,Bukayo,7.8,17,True,,2024-11-10T23:00:07.191683Z,106,223340.jpg,7.1,False,Saka,44.4,False,,a,1,3,106,5130056,63644,3660592,52090,0.7,10.0,Saka,241.0,1245,5,11,6,12,0,0,0,3,0,0,16,432,516.2,629.8,604.0,174.9,15,4.17,5.60,9.77,9.78,6,4,1,1,4,3,3,3,1.0,,,,1.0,,0.3,0.0,0.4,0.7,0.71,0.87,4,3,5,5,3,3,3,3,1.08,0.43
14,True,True,100.0,100.0,462424,1,-1,3,-3,2,2,8.6,8.6,6,William,7.6,18,False,,2024-10-19T19:30:06.564445Z,63,462424.jpg,4.1,False,Saliba,30.1,False,,a,1,3,61,1824436,81292,2824354,19103,1.2,9.7,Saliba,73.0,1289,2,0,6,13,0,0,0,2,1,0,5,254,316.6,46.2,89.0,45.4,15,1.88,0.66,2.54,11.63,56,19,278,80,174,35,148,38,,,,,,,0.13,0.0,0.05,0.18,0.81,0.91,58,3,8,1,44,7,6,1,1.05,0.42
15,True,True,100.0,100.0,167199,0,0,0,0,0,3,4.4,4.4,1,Thomas,3.4,20,False,,2024-11-30T22:00:07.258906Z,50,167199.jpg,3.2,False,Partey,0.9,False,,a,1,3,48,252789,814,216767,3938,0.7,9.6,Thomas,81.0,1218,2,1,4,13,0,0,0,2,0,0,5,257,277.8,164.4,96.0,54.1,13,1.19,0.95,2.14,12.43,85,29,118,83,163,102,113,67,,,,,,,0.09,0.0,0.07,0.16,0.92,0.96,197,122,80,40,98,41,213,62,0.96,0.3
16,True,True,100.0,100.0,192895,0,0,-2,2,0,2,1.0,1.0,0,Kieran,0.0,21,False,,2024-08-12T14:30:04.394338Z,43,192895.jpg,0.0,False,Tierney,0.0,False,,a,1,3,0,1787,131,4756,133,0.0,0.0,Tierney,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,557,216,547,215,517,205,559,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,550,125,499,202,563,215,558,196,0.0,0.0
17,True,True,0.0,0.0,223723,0,0,-2,2,0,2,0.0,0.0,0,Tomiyasu,0.0,22,False,Knee injury - Unknown return date,2024-10-18T16:00:06.930143Z,48,223723.jpg,1.0,False,Takehiro,0.0,False,,i,1,3,1,1395,17,7323,31,0.0,0.2,Tomiyasu,108.0,6,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0,0.18,0.00,0.18,0.04,471,165,440,157,350,120,454,155,,,,,,,2.7,0.0,0.0,2.7,0.6,0.0,306,34,630,227,427,147,550,193,0.0,0.0
18,True,True,100.0,100.0,116216,0,0,-2,2,1,3,4.6,4.6,1,Leandro,3.6,23,False,,2024-11-21T08:30:08.540890Z,68,116216.jpg,3.1,False,Trossard,1.7,False,,a,1,3,49,367620,1712,441780,8744,0.5,7.2,Trossard,21.0,854,3,2,3,11,0,0,0,0,1,0,5,180,218.4,219.2,277.0,71.3,10,2.50,1.07,3.57,6.80,148,54,75,59,44,28,66,43,4.0,,,,4.0,,0.26,0.0,0.11,0.37,0.72,1.16,30,15,74,37,118,51,158,45,1.05,0.32
19,True,True,0.0,0.0,198869,0,0,-4,4,0,2,0.0,0.0,0,Benjamin,0.0,24,False,Knee injury - Unknown return date,2024-11-14T13:00:07.861117Z,61,198869.jpg,3.0,False,White,2.5,False,,i,1,3,27,145229,77,946868,4636,0.0,4.4,White,241.0,694,0,1,3,7,0,0,0,2,0,0,0,112,128.4,55.3,29.0,21.3,7,0.13,0.32,0.45,9.87,238,89,258,67,283,88,277,89,,,,,,,0.02,0.0,0.04,0.06,1.28,0.91,73,4,690,233,125,34,122,51,0.91,0.39
20,True,True,25.0,25.0,206325,0,0,-2,2,0,2,0.6,0.6,0,Oleksandr,1.4,25,False,Knock - 25% chance of playing,2024-12-09T09:30:06.099861Z,48,206325.jpg,2.5,False,Zinchenko,1.0,False,,d,1,3,15,87324,21,296978,3117,0.3,3.1,Zinchenko,225.0,234,0,0,2,0,0,0,0,1,0,0,0,60,22.2,23.2,21.0,6.7,2,0.06,0.08,0.14,1.73,392,139,325,104,302,96,374,122,,,,,,,0.02,0.0,0.03,0.05,0.67,0.0,300,33,222,64,174,51,205,80,0.77,0.77
21,True,True,100.0,100.0,69752,0,0,-3,3,0,1,1.0,1.0,0,Norberto,0.0,73,False,,2024-10-05T17:30:06.760449Z,42,69752.jpg,3.5,False,Murara Neto,0.9,False,,a,1,3,7,82987,257,230402,1353,0.0,1.7,Neto,30.0,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.00,0.00,0.00,2.91,300,28,534,46,502,37,363,28,,,,,,,0.0,5.5,0.0,0.0,1.46,1.0,575,36,485,61,76,11,212,30,1.0,0.0
22,True,True,100.0,100.0,103955,0,0,-3,3,0,3,2.0,2.0,0,Raheem,1.0,186,False,,2024-11-02T15:00:07.534992Z,67,103955.jpg,1.5,False,Sterling,0.9,False,,a,1,3,9,46713,142,147954,681,0.1,1.3,Sterling,241.0,144,0,1,0,1,0,0,0,0,0,0,0,24,23.8,37.8,54.0,11.3,2,0.51,0.09,0.60,1.39,384,178,289,172,232,129,339,167,,,3.0,,,,0.32,0.0,0.06,0.38,0.87,0.62,35,18,273,143,324,153,210,61,1.25,0.0
23,True,True,25.0,25.0,466075,0,0,-2,2,1,2,0.6,0.6,0,Riccardo,1.2,578,False,Groin Injury - 25% chance of playing,2024-12-05T01:00:08.685840Z,58,466075.jpg,2.5,False,Calafiori,1.2,False,,d,1,3,20,194433,71,357712,4390,0.2,3.4,Calafiori,106.0,505,1,0,1,8,0,0,0,1,0,0,1,77,137.8,46.3,111.0,29.4,6,0.55,0.43,0.98,5.93,225,86,277,79,141,18,234,74,,,,,,,0.1,0.0,0.08,0.18,1.06,1.43,90,8,254,73,181,53,192,77,1.07,0.18
24,True,True,100.0,100.0,499169,0,0,0,0,0,3,1.6,1.6,3,Myles,0.6,597,False,,2024-12-03T15:00:08.736469Z,45,499169.jpg,1.3,False,Lewis-Skelly,0.1,False,,a,1,3,4,8584,489,7841,184,0.1,0.9,Lewis-Skelly,241.0,83,0,0,1,2,0,0,0,1,0,0,0,20,11.6,16.2,2.0,3.0,1,0.00,0.06,0.06,0.89,418,196,343,194,393,207,411,198,,,,,,,0.0,0.0,0.07,0.07,0.97,2.17,427,258,314,156,350,167,499,190,1.08,1.08
25,True,True,100.0,100.0,195384,0,0,0,0,0,3,2.6,2.6,3,Mikel,1.6,633,False,,2024-11-30T22:00:08.239353Z,60,195384.jpg,2.3,False,Merino,0.1,False,,a,1,3,21,19988,323,16660,418,0.3,3.5,Merino,200.0,471,1,0,2,5,0,0,0,1,0,0,1,80,118.8,86.0,118.0,32.0,5,1.24,0.50,1.74,4.00,249,107,198,126,134,88,220,111,,,,,,,0.24,0.0,0.1,0.34,0.76,0.96,79,51,209,105,211,93,485,182,0.96,0.38
26,True,True,,,498046,0,0,0,0,0,3,1.0,1.0,0,Salah-Eddine,0.0,638,False,,,45,498046.jpg,0.0,False,Oulad M'hand,0.0,False,,a,1,3,0,1893,18,1450,27,0.0,0.0,Oulad M'hand,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,618,261,616,265,600,259,620,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,426,257,575,230,625,265,628,276,0.0,0.0
27,True,True,,,551221,0,0,0,0,0,1,1.0,1.0,0,Tommy,0.0,639,False,,,45,551221.jpg,0.0,False,Setford,0.0,False,,a,1,3,0,2682,73,2586,95,0.0,0.0,Setford,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,640,72,638,65,622,60,642,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,455,19,600,72,647,72,538,66,0.0,0.0
28,True,True,,,588793,0,0,0,0,0,2,1.0,1.0,0,Maldini,0.0,657,False,,,40,588793.jpg,0.0,False,Kacurri,0.1,False,,a,1,3,0,9020,148,5800,218,0.0,0.0,Kacurri,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,543,205,524,203,489,191,545,205,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,671,211,473,183,549,204,492,178,0.0,0.0
29,True,True,,,606745,0,0,0,0,0,2,1.0,1.0,0,Ayden,0.0,658,False,,,40,606745.jpg,0.0,False,Heaven,0.0,False,,a,1,3,0,5728,88,4012,182,0.0,0.0,Heaven,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,548,210,529,208,495,197,550,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,677,217,479,189,554,209,515,185,0.0,0.0
30,True,True,,,588796,0,0,0,0,0,3,1.0,1.0,0,Ismeal,0.0,659,False,,,45,588796.jpg,0.0,False,Kabia,0.0,False,,a,1,3,0,2060,34,1435,45,0.0,0.0,Kabia,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,648,285,646,289,631,284,650,287,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,466,290,608,257,654,289,624,272,0.0,0.0
31,True,True,,,499167,0,0,0,0,0,2,1.0,1.0,0,Josh,0.0,662,False,,,40,499167.jpg,0.0,False,Nichols,0.0,False,,a,1,3,0,3234,75,2051,137,0.0,0.0,Nichols,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,526,189,505,185,467,170,528,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,648,189,454,165,531,187,548,192,0.0,0.0
32,True,True,,,461025,0,0,0,0,0,4,1.0,1.0,0,Nathan,0.0,665,False,,,45,461025.jpg,0.0,False,Butler-Oyedeji,0.2,False,,a,1,3,0,41100,830,23295,1232,0.0,0.0,Butler-Oyedeji,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,598,51,595,52,577,51,600,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397,65,554,48,605,54,354,56,0.0,0.0
33,True,True,25.0,25.0,215711,0,0,-3,3,0,3,0.0,0.3,0,Leon,1.2,28,False,Hamstring injury - 25% chance of playing,2024-12-09T09:30:06.119495Z,62,215711.jpg,1.9,False,Bailey,0.8,False,,d,2,7,27,137114,37,416495,3341,0.2,4.4,Bailey,107.0,727,0,2,1,12,0,0,0,2,0,0,0,90,66.8,153.8,138.0,35.7,10,0.58,2.33,2.91,8.93,321,151,128,91,116,76,202,104,3.0,,4.0,,,,0.07,0.0,0.29,0.36,1.11,1.49,64,41,257,132,272,125,223,69,1.24,0.12
34,True,True,100.0,100.0,88894,0,0,-3,3,0,3,1.6,2.6,1,Ross,2.6,29,False,,2024-11-01T16:30:07.356966Z,52,88894.jpg,2.2,False,Barkley,0.3,False,,a,2,7,28,21630,281,78307,755,0.5,5.4,Barkley,241.0,441,2,1,1,7,0,0,0,3,0,0,2,103,142.8,96.9,171.0,41.0,2,1.53,0.37,1.90,4.38,221,91,184,118,93,58,175,96,,,,,,,0.31,0.0,0.08,0.39,0.89,1.43,157,93,120,59,224,99,316,101,0.41,0.2
35,True,False,0.0,0.0,491287,0,0,-1,1,0,3,0.0,0.0,0,Enzo,0.0,30,False,Loaned to Valencia CF,2024-08-31T06:33:47.934620Z,49,491287.jpg,0.0,False,Barrenechea,0.0,False,,u,2,7,0,872,0,5182,7,0.0,0.0,Barrenechea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,672,302,667,302,662,300,672,302,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,280,184,650,288,673,302,606,260,0.0,0.0
36,True,True,,,195546,0,0,-3,3,0,3,-0.6,0.4,0,Emiliano,0.4,31,False,,,52,195546.jpg,0.9,False,Buendía Stati,0.1,False,,a,2,7,6,5684,32,14004,154,0.1,1.2,Buendia,10.0,37,0,0,0,0,0,0,0,1,0,0,0,24,7.0,19.2,3.0,2.9,0,0.09,0.02,0.11,1.11,436,208,334,186,383,205,415,201,,,3.0,,,,0.22,0.0,0.05,0.27,2.7,0.0,163,98,347,169,453,221,467,173,0.0,0.0
37,True,True,100.0,100.0,199796,0,0,-1,1,0,2,0.8,1.8,1,Matty,1.8,32,False,,2024-11-04T00:00:07.281139Z,44,199796.jpg,2.2,False,Cash,1.4,False,,a,2,7,22,137820,2279,305127,4714,0.4,5.0,Cash,172.0,740,1,0,1,10,0,0,0,3,0,0,0,79,146.6,51.9,65.0,26.3,9,0.08,0.60,0.68,9.92,215,84,266,72,209,55,250,79,,,,,,,0.01,0.0,0.07,0.08,1.21,1.22,489,95,179,51,213,64,173,72,1.09,0.12
38,True,False,0.0,0.0,151589,0,0,0,0,0,3,0.0,0.0,0,Leander,0.0,33,False,On loan to Anderlecht for the rest of the season,2024-09-02T10:45:36.198316Z,45,151589.jpg,0.0,False,Dendoncker,0.2,False,,u,2,7,0,18187,0,89095,298,0.0,0.0,Dendoncker,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,583,237,579,241,560,234,585,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,366,227,538,205,590,241,341,112,0.0,0.0
39,True,False,0.0,0.0,243557,0,0,0,0,0,3,0.0,0.0,0,Moussa,0.0,34,False,Permanent transfer to Al Ittihad,2024-07-26T08:50:40.300928Z,65,243557.jpg,0.0,False,Diaby,0.0,False,,u,2,7,0,0,0,3329,7,0.0,0.0,Diaby,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,699,319,699,319,699,319,699,319,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47,26,696,318,699,319,615,265,0.0,0.0
40,True,True,100.0,100.0,165659,0,0,0,0,0,2,0.6,1.6,1,Diego Carlos,1.6,35,False,,2024-09-25T21:30:06.256588Z,45,165659.jpg,2.2,False,Santos Silva,0.5,False,,a,2,7,20,46319,798,68128,1467,0.4,4.4,Diego Carlos,30.0,738,0,0,2,13,0,0,0,1,0,0,1,67,130.0,8.2,52.0,19.1,7,0.64,0.08,0.72,10.75,236,87,383,124,235,70,291,93,,,,,,,0.08,0.0,0.01,0.09,1.31,1.59,368,62,200,57,215,66,262,97,0.85,0.24
41,True,True,,,101188,0,0,2,-2,2,2,0.4,1.4,2,Lucas,1.4,36,False,,,47,101188.jpg,2.8,False,Digne,9.1,False,,a,2,7,44,1501208,5892,820045,49662,0.3,9.4,Digne,73.0,1163,0,3,2,19,0,0,0,3,0,0,6,195,262.8,349.3,75.0,68.8,14,0.54,2.34,2.88,15.32,94,34,31,4,195,46,71,11,2.0,,2.0,,,,0.04,0.0,0.18,0.22,1.19,1.47,326,41,217,62,143,39,44,14,1.08,0.15
42,True,False,0.0,0.0,461421,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,37,False,Permanent transfer to West Bromwich Albion,2024-08-07T08:21:33.016106Z,50,461421.jpg,0.0,False,Dobbin,0.0,False,,u,2,7,0,0,0,274,2,0.0,0.0,Dobbin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,681,308,678,308,674,306,681,308,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,220,140,665,300,682,308,687,310,0.0,0.0
43,True,True,,,476344,0,0,-2,2,0,4,2.0,3.0,5,Jhon,3.0,38,False,,,58,476344.jpg,2.9,False,Durán,3.1,False,,a,2,7,46,1032375,30690,825229,6989,0.5,7.9,Duran,48.0,478,6,0,1,10,0,0,0,3,0,0,8,193,229.8,62.8,276.0,57.0,2,4.08,0.22,4.30,8.17,132,17,241,29,45,17,104,21,,,,,,,0.77,0.0,0.04,0.81,1.54,1.88,91,27,101,19,140,21,105,17,0.38,0.19
44,True,True,,,462492,0,0,0,0,0,1,-1.0,0.0,0,Joe,0.0,39,False,,,40,462492.jpg,0.0,False,Gauci,0.8,False,,a,2,7,0,60212,185,48538,752,0.0,0.0,Gauci,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,518,60,497,38,458,28,520,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,638,60,445,54,522,60,225,31,0.0,0.0
45,True,True,,,123354,-1,1,-1,1,0,2,-1.0,0.0,0,Kortney,0.0,40,False,,,39,123354.jpg,0.0,False,Hause,0.5,False,,a,2,7,0,35435,261,48456,697,0.0,0.0,Hause,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,477,167,452,162,408,141,479,167,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,683,222,397,136,482,165,258,93,0.0,0.0
46,True,False,0.0,0.0,469247,0,0,-1,1,0,3,0.0,0.0,0,Samuel,0.0,41,False,Season long loan to Bologna,2024-08-29T11:07:04.555253Z,54,469247.jpg,0.0,False,Iling-Junior,0.0,False,,u,2,7,0,342,0,6631,9,0.0,0.0,Iling Jr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,692,315,691,315,689,313,692,315,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,139,82,685,311,692,315,599,256,0.0,0.0
47,True,True,100.0,100.0,226944,0,0,0,0,0,3,0.8,1.8,2,Boubacar,1.8,42,False,,2024-11-11T16:00:06.089849Z,50,226944.jpg,1.6,False,Kamara,0.0,False,,a,2,7,11,2865,129,1978,144,0.4,2.2,Kamara,73.0,343,0,0,1,7,0,0,0,1,0,0,0,60,53.8,26.6,2.0,8.4,4,0.00,0.08,0.08,4.49,339,160,314,181,402,214,359,178,,,,,,,0.0,0.0,0.02,0.02,1.18,1.84,208,131,185,91,305,142,600,257,1.05,0.26
