,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,143,Mendy,8,1,60,7,4.066,False,1,12.4,4.066
1,122,Alonso,8,2,59,7,4.432,False,1,22.6,4.432
2,127,Rüdiger,8,2,57,7,4.534,False,1,15.2,4.534
3,411,Cresswell,21,2,55,7,4.4030000000000005,False,1,15.3,4.4030000000000005
4,233,Salah,14,3,126,7,5.144,False,1,59.0,5.144
5,272,Pogba,1,3,78,7,5.1610000000000005,False,1,22.7,5.1610000000000005
6,277,Fernandes,1,3,119,7,5.045,False,1,28.4,5.045
7,359,Son,6,3,100,7,5.43,False,1,11.8,5.43
8,357,Kane,6,4,121,7,5.605,False,1,5.2,5.605
9,529,Lukaku,8,4,117,7,6.3370000000000015,True,2,34.3,12.674000000000003
10,579,Ronaldo,1,4,127,7,5.64,False,1,48.4,5.64
