,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,278,Ederson,43,1,61,4.168,False,1,1,9.3,4.168
1,123,James,8,2,51,4.359,False,1,1,6.8,4.359
2,200,Dallas,2,2,54,4.087,False,1,1,31.7,4.087
3,259,Alexander-Arnold,14,2,77,5.815,False,1,1,25.9,5.815
4,251,Mané,14,3,117,7.2120000000000015,False,1,1,6.4,7.2120000000000015
5,254,Salah,14,3,128,9.22,True,2,1,41.6,18.44
6,287,Torres,43,3,70,4.614,False,1,1,3.1,4.614
7,570,Raphinha,2,3,55,5.109,False,1,1,8.2,5.109
8,91,Wood,90,4,65,5.0939999999999985,False,1,1,4.5,5.0939999999999985
9,202,Bamford,2,4,65,6.047999999999999,False,1,1,42.9,6.047999999999999
10,437,Antonio,21,4,66,4.912,False,1,1,9.5,4.912
11,548,Mendy,8,1,52,4.055,False,0,0,10.5,0.0
12,13,Chambers,3,2,45,3.31,False,0,0,0.2,0.0
13,17,Tierney,3,2,52,3.997,False,0,0,4.0,0.0
14,23,Smith Rowe,3,3,42,3.507,False,0,0,3.2,0.0
