rank,prev_rank,name,league,off,def,spi
1,1,Manchester City,Barclays Premier League,2.83,0.29,92.13
2,2,Bayern Munich,German Bundesliga,3.12,0.61,89.31
3,3,Barcelona,Spanish Primera Division,2.39,0.38,86.84
4,4,Real Madrid,Spanish Primera Division,2.63,0.56,85.85
5,5,Liverpool,Barclays Premier League,2.59,0.6,84.74
6,6,Arsenal,Barclays Premier League,2.53,0.67,82.68
7,7,Newcastle,Barclays Premier League,2.35,0.57,82.58
8,8,Napoli,Italy Serie A,2.26,0.53,82.43
9,10,Atletico Madrid,Spanish Primera Division,2.26,0.55,81.88
10,9,Brighton and Hove Albion,Barclays Premier League,2.47,0.68,81.83
11,11,Borussia Dortmund,German Bundesliga,2.76,0.86,81.82
12,15,Paris Saint-Germain,French Ligue 1,2.66,0.86,80.55
13,13,Benfica,Portuguese Liga,2.37,0.7,80.26
14,12,Internazionale,Italy Serie A,2.42,0.77,79.44
15,14,RB Leipzig,German Bundesliga,2.25,0.67,79.15
16,17,Manchester United,Barclays Premier League,2.23,0.71,77.94
17,18,Aston Villa,Barclays Premier League,1.96,0.55,77.82
18,16,Chelsea,Barclays Premier League,1.98,0.61,76.53
19,19,Sporting CP,Portuguese Liga,2.03,0.65,76.42
20,22,Lille,French Ligue 1,2.06,0.67,76.41
21,33,Brentford,Barclays Premier League,2.07,0.69,76.24
22,21,Bayer Leverkusen,German Bundesliga,2.07,0.69,76.17
23,24,Ajax,Dutch Eredivisie,2.54,1.02,75.81
24,25,FC Porto,Portuguese Liga,2.06,0.7,75.66
25,23,Zenit St Petersburg,Russian Premier Liga,2.11,0.75,75.33
26,29,AS Roma,Italy Serie A,1.86,0.59,75.09
27,28,Marseille,French Ligue 1,2.12,0.77,75.0
28,26,Feyenoord,Dutch Eredivisie,2.26,0.88,74.94
29,20,Celtic,Scottish Premiership,2.44,1.0,74.92
30,32,Real Sociedad,Spanish Primera Division,1.78,0.58,74.01
31,31,PSV,Dutch Eredivisie,2.36,0.99,73.95
32,39,Crystal Palace,Barclays Premier League,1.78,0.59,73.6
33,37,Villarreal,Spanish Primera Division,2.16,0.86,73.55
34,35,FC Salzburg,Austrian T-Mobile Bundesliga,2.05,0.79,73.46
35,34,Lyon,French Ligue 1,2.18,0.88,73.39
36,27,Athletic Bilbao,Spanish Primera Division,1.82,0.63,73.32
37,40,Juventus,Italy Serie A,1.93,0.74,72.63
38,36,Tottenham Hotspur,Barclays Premier League,2.18,0.94,72.17
39,50,Stade Rennes,French Ligue 1,1.96,0.78,72.15
40,38,Fiorentina,Italy Serie A,2.0,0.81,72.12
41,46,FC Cologne,German Bundesliga,2.04,0.84,72.05
42,30,AC Milan,Italy Serie A,2.01,0.83,71.77
43,52,FC Twente,Dutch Eredivisie,2.13,0.92,71.73
44,51,Eintracht Frankfurt,German Bundesliga,2.05,0.87,71.66
45,43,VfL Wolfsburg,German Bundesliga,2.1,0.9,71.66
46,47,Sevilla FC,Spanish Primera Division,1.89,0.76,71.42
47,42,Lens,French Ligue 1,1.84,0.74,70.96
48,41,Mainz,German Bundesliga,2.1,0.96,70.44
49,55,Rangers,Scottish Premiership,2.19,1.05,70.0
50,48,Palmeiras,Brasileiro Série A,1.86,0.81,69.92
51,45,Celta Vigo,Spanish Primera Division,1.81,0.76,69.88
52,44,West Ham United,Barclays Premier League,1.93,0.86,69.78
53,49,Atalanta,Italy Serie A,1.99,0.92,69.62
54,54,Flamengo,Brasileiro Série A,1.97,0.91,69.22
55,53,Girona FC,Spanish Primera Division,1.97,0.93,68.7
56,58,Fulham,Barclays Premier League,1.84,0.84,68.57
