rank,prev_rank,name,league,off,def,spi
1,1,Bayern Munich,German Bundesliga,3.22,0.52,91.24
2,2,Manchester City,Barclays Premier League,2.76,0.36,90.44
3,3,Barcelona,Spanish Primera Division,2.51,0.4,87.72
4,5,Real Madrid,Spanish Primera Division,2.54,0.55,85.12
5,4,Arsenal,Barclays Premier League,2.37,0.49,84.52
6,7,Napoli,Italy Serie A,2.46,0.61,83.14
7,6,Paris Saint-Germain,French Ligue 1,2.61,0.72,82.65
8,8,Liverpool,Barclays Premier League,2.55,0.71,82.25
9,11,Chelsea,Barclays Premier League,2.04,0.47,80.69
10,9,RB Leipzig,German Bundesliga,2.4,0.69,80.69
11,12,FC Porto,Portuguese Liga,2.32,0.65,80.49
12,10,Newcastle,Barclays Premier League,2.08,0.51,80.43
13,13,Benfica,Portuguese Liga,2.39,0.7,80.4
14,16,Brighton and Hove Albion,Barclays Premier League,2.3,0.65,80.26
15,15,Ajax,Dutch Eredivisie,2.83,1.0,79.96
16,14,Manchester United,Barclays Premier League,2.27,0.66,79.69
17,19,Borussia Dortmund,German Bundesliga,2.41,0.78,79.01
18,18,Internazionale,Italy Serie A,2.31,0.73,78.78
19,17,Tottenham Hotspur,Barclays Premier League,2.26,0.74,77.84
20,21,Atletico Madrid,Spanish Primera Division,2.0,0.61,76.79
21,20,Zenit St Petersburg,Russian Premier Liga,2.09,0.69,76.46
22,22,Marseille,French Ligue 1,2.1,0.71,76.11
23,24,Lille,French Ligue 1,2.01,0.66,75.96
24,30,FC Salzburg,Austrian T-Mobile Bundesliga,2.15,0.77,75.56
25,23,Real Sociedad,Spanish Primera Division,1.82,0.57,74.85
26,28,AS Roma,Italy Serie A,1.9,0.64,74.68
27,27,Athletic Bilbao,Spanish Primera Division,1.86,0.61,74.68
28,25,VfL Wolfsburg,German Bundesliga,2.18,0.84,74.43
29,29,Celtic,Scottish Premiership,2.45,1.03,74.31
30,33,Bayer Leverkusen,German Bundesliga,2.07,0.78,74.12
31,35,Brentford,Barclays Premier League,2.1,0.8,74.11
32,26,Feyenoord,Dutch Eredivisie,2.2,0.87,74.02
33,32,West Ham United,Barclays Premier League,1.85,0.66,73.39
34,31,Sporting CP,Portuguese Liga,1.97,0.74,73.37
35,40,AS Monaco,French Ligue 1,2.17,0.88,73.29
36,36,Juventus,Italy Serie A,1.98,0.75,73.18
37,42,Atalanta,Italy Serie A,2.14,0.91,72.38
38,38,Lyon,French Ligue 1,1.99,0.8,72.26
39,37,Aston Villa,Barclays Premier League,1.9,0.76,71.81
40,39,AC Milan,Italy Serie A,2.1,0.91,71.52
41,34,Eintracht Frankfurt,German Bundesliga,2.05,0.88,71.42
42,50,PSV,Dutch Eredivisie,2.23,1.03,71.17
43,52,FC Cologne,German Bundesliga,1.96,0.84,70.71
44,41,Palmeiras,Brasileiro Série A,1.81,0.74,70.63
45,45,Villarreal,Spanish Primera Division,1.8,0.73,70.46
46,49,Mainz,German Bundesliga,2.03,0.91,70.35
47,44,Celta Vigo,Spanish Primera Division,1.77,0.72,70.2
48,48,Real Betis,Spanish Primera Division,1.81,0.76,70.14
49,57,Leicester City,Barclays Premier League,1.97,0.88,70.09
50,53,1. FC Union Berlin,German Bundesliga,1.76,0.73,70.01
51,47,Lens,French Ligue 1,1.8,0.76,69.86
52,51,SC Freiburg,German Bundesliga,2.06,0.97,69.49
53,43,Stade Rennes,French Ligue 1,1.9,0.86,69.19
54,58,Fulham,Barclays Premier League,1.87,0.85,68.8
55,56,Fiorentina,Italy Serie A,1.88,0.86,68.79
56,55,Rayo Vallecano,Spanish Primera Division,1.72,0.74,68.72
57,61,Sevilla FC,Spanish Primera Division,1.75,0.78,68.53
58,63,FC Twente,Dutch Eredivisie,1.88,0.9,67.99
59,46,Lazio,Italy Serie A,1.84,0.87,67.91
60,54,Osasuna,Spanish Primera Division,1.6,0.68,67.91
61,60,Nice,French Ligue 1,1.7,0.76,67.82
62,67,Leeds United,Barclays Premier League,1.88,0.91,67.58
63,62,Flamengo,Brasileiro Série A,1.8,0.85,67.46
64,64,Valencia,Spanish Primera Division,1.77,0.84,67.3
65,66,Atletico Mineiro,Brasileiro Série A,1.56,0.69,66.93
66,75,Young Boys,Swiss Raiffeisen Super League,2.13,1.16,66.52
67,59,Genk,Belgian Jupiler League,2.06,1.11,66.35
68,72,Rangers,Scottish Premiership,1.97,1.06,65.78
69,68,Crystal Palace,Barclays Premier League,1.66,0.82,65.68
70,71,VfB Stuttgart,German Bundesliga,1.89,1.01,65.56
71,65,Borussia Monchengladbach,German Bundesliga,2.06,1.15,65.51
72,69,Braga,Portuguese Liga,1.82,0.95,65.42
73,70,Girona FC,Spanish Primera Division,1.76,0.91,65.31
74,73,Wolverhampton,Barclays Premier League,1.64,0.83,64.86
75,83,Reims,French Ligue 1,1.65,0.85,64.62
76,79,Udinese,Italy Serie A,1.84,1.01,64.44
77,76,Fenerbahce,Turkish Turkcell Super Lig,2.05,1.19,64.4
78,81,Torino,Italy Serie A,1.59,0.83,64.01
