,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,307,Ederson,43,1,55,8,3.2289999999999996,False,1,16.9,3.2289999999999996
1,306,Cancelo,43,2,71,8,3.2460000000000004,False,1,48.5,3.2460000000000004
2,357,Trippier,4,2,52,8,3.4589999999999996,False,1,35.7,3.4589999999999996
3,367,Targett,4,2,49,8,3.3480000000000003,False,1,0.8,3.3480000000000003
4,301,De Bruyne,43,3,122,8,4.337,False,1,25.5,4.337
5,333,Fernandes,1,3,98,8,3.373,False,1,2.5,3.373
6,335,Rashford,1,3,66,8,3.617,False,1,17.6,3.617
7,340,Sancho,1,3,73,8,3.372,False,1,6.9,3.372
8,210,Mitrović,54,4,68,8,4.013,False,1,25.8,4.013
9,318,Haaland,43,4,120,8,4.8210000000000015,True,2,79.2,9.642000000000003
10,594,Isak,4,4,70,8,3.9130000000000003,False,1,4.6,3.9130000000000003
