,player_id,event,event_id,web_name,points_md,xmins_md,team,opp_team
0,1,34,335.0,Özil,0.0,0.0,1,14.0
1,1,35,339.0,Özil,0.0,0.0,1,18.0
2,1,35,354.0,Özil,0.0,0.0,1,5.0
3,1,36,,Özil,0.0,0.0,1,
4,1,37,362.0,Özil,0.0,0.0,1,6.0
5,1,38,369.0,Özil,0.0,0.0,1,3.0
6,2,34,335.0,Sokratis,0.0,0.0,1,14.0
7,2,35,339.0,Sokratis,0.0,0.0,1,18.0
8,2,35,354.0,Sokratis,0.0,0.0,1,5.0
9,2,36,,Sokratis,0.0,0.0,1,
10,2,37,362.0,Sokratis,0.0,0.0,1,6.0
11,2,38,369.0,Sokratis,0.0,0.0,1,3.0
12,3,34,335.0,David Luiz,2.799,76.0,1,14.0
13,3,35,339.0,David Luiz,5.254,77.0,1,18.0
14,3,35,354.0,David Luiz,5.254,77.0,1,5.0
15,3,36,,David Luiz,0.0,0.0,1,
16,3,37,362.0,David Luiz,2.9930000000000003,73.0,1,6.0
17,3,38,369.0,David Luiz,2.7680000000000002,73.0,1,3.0
18,4,34,335.0,Aubameyang,4.535,64.0,1,14.0
19,4,35,339.0,Aubameyang,6.987,54.0,1,18.0
20,4,35,354.0,Aubameyang,6.987,54.0,1,5.0
21,4,36,,Aubameyang,0.0,0.0,1,
22,4,37,362.0,Aubameyang,3.76,54.0,1,6.0
23,4,38,369.0,Aubameyang,3.9339999999999997,60.0,1,3.0
24,5,34,335.0,Cédric,0.6829999999999999,18.0,1,14.0
25,5,35,339.0,Cédric,0.49,7.0,1,18.0
26,5,35,354.0,Cédric,0.49,7.0,1,5.0
27,5,36,,Cédric,0.0,0.0,1,
28,5,37,362.0,Cédric,0.373,9.0,1,6.0
29,5,38,369.0,Cédric,0.34700000000000003,9.0,1,3.0
30,6,34,335.0,Lacazette,2.597,40.0,1,14.0
31,6,35,339.0,Lacazette,7.2860000000000005,65.0,1,18.0
