,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,112,Pope,90,1,54,27,6.9540000000000015,False,1,5.0,6.9540000000000015
1,98,Tarkowski,90,2,49,27,5.7379999999999995,False,1,1.8,5.7379999999999995
2,106,Mee,90,2,48,27,6.4060000000000015,False,1,3.9,6.4060000000000015
3,113,Taylor,90,2,44,27,5.357,False,1,0.3,5.357
4,585,Roberts,90,2,45,27,5.63,False,1,0.7,5.63
5,118,McNeil,90,3,57,27,5.6560000000000015,False,1,0.4,5.6560000000000015
6,359,Son,6,3,108,27,5.4060000000000015,False,1,20.4,5.4060000000000015
7,575,Lennon,90,3,49,27,5.9929999999999986,False,1,0.2,5.9929999999999986
8,357,Kane,6,4,122,27,5.3039999999999985,False,1,14.0,5.3039999999999985
9,579,Ronaldo,1,4,124,27,6.506,False,1,23.2,6.506
10,700,Weghorst,90,4,65,27,8.779,True,2,7.3,17.558
