,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,112,Pope,90,1,54,27,6.9540000000000015,False,1,1,5.0,6.9540000000000015
1,106,Mee,90,2,48,27,6.4060000000000015,False,1,1,3.9,6.4060000000000015
2,275,Shaw,1,2,50,27,4.521,False,1,1,13.2,4.521
3,491,Livramento,20,2,43,27,4.323,False,1,1,11.5,4.323
4,154,Zaha,31,3,68,27,5.004,False,1,1,6.0,5.004
5,341,Ward-Prowse,20,3,65,27,4.777,False,1,1,7.0,4.777
6,359,Son,6,3,108,27,5.4060000000000015,False,1,1,20.4,5.4060000000000015
7,485,Sancho,1,3,89,27,5.158,False,1,1,3.4,5.158
8,357,Kane,6,4,122,27,5.3039999999999985,False,1,1,14.0,5.3039999999999985
9,579,Ronaldo,1,4,124,27,6.506,False,1,1,23.2,6.506
10,700,Weghorst,90,4,65,27,8.779,True,2,1,7.3,17.558
11,514,Gillespie,4,1,39,27,0.0,False,0,0,0.3,0.0
12,208,Amartey,13,2,38,27,2.577,False,0,0,9.6,0.0
13,245,Tsimikas,14,2,37,27,0.0,False,0,0,11.5,0.0
14,467,Etebo,57,3,43,27,0.303,False,0,0,0.2,0.0
