rank,prev_rank,name,league,off,def,spi
1,1,Manchester City,Barclays Premier League,2.95,0.33,92.3
2,2,Bayern Munich,German Bundesliga,3.13,0.63,89.12
3,4,Real Madrid,Spanish Primera Division,2.75,0.51,88.0
4,3,Barcelona,Spanish Primera Division,2.3,0.33,86.86
5,6,Liverpool,Barclays Premier League,2.63,0.63,84.52
6,5,Arsenal,Barclays Premier League,2.59,0.7,82.84
7,10,Brighton and Hove Albion,Barclays Premier League,2.4,0.6,82.47
8,8,Napoli,Italy Serie A,2.32,0.59,81.91
9,11,Atletico Madrid,Spanish Primera Division,2.13,0.49,81.5
10,9,Paris Saint-Germain,French Ligue 1,2.59,0.81,80.72
11,7,Newcastle,Barclays Premier League,2.17,0.56,80.5
12,13,Benfica,Portuguese Liga,2.36,0.74,79.09
13,12,Chelsea,Barclays Premier League,1.98,0.54,78.38
14,15,Borussia Dortmund,German Bundesliga,2.53,0.9,78.09
15,14,Manchester United,Barclays Premier League,2.28,0.75,77.96
16,19,Bayer Leverkusen,German Bundesliga,2.19,0.7,77.71
17,16,RB Leipzig,German Bundesliga,2.27,0.76,77.46
18,17,Internazionale,Italy Serie A,2.27,0.76,77.44
19,18,Ajax,Dutch Eredivisie,2.64,1.03,77.19
20,20,Celtic,Scottish Premiership,2.6,1.01,76.98
21,29,Aston Villa,Barclays Premier League,2.01,0.63,76.55
22,32,AS Roma,Italy Serie A,1.95,0.6,76.34
23,24,Lille,French Ligue 1,2.09,0.71,75.86
24,23,Athletic Bilbao,Spanish Primera Division,1.87,0.57,75.84
25,21,FC Porto,Portuguese Liga,2.07,0.71,75.75
26,22,Feyenoord,Dutch Eredivisie,2.32,0.9,75.16
27,25,Sporting CP,Portuguese Liga,2.04,0.72,75.1
28,26,AC Milan,Italy Serie A,2.12,0.77,75.05
29,28,Juventus,Italy Serie A,1.99,0.7,74.52
30,31,Mainz,German Bundesliga,2.15,0.82,74.34
31,27,Tottenham Hotspur,Barclays Premier League,2.17,0.83,74.32
32,30,Zenit St Petersburg,Russian Premier Liga,1.95,0.69,74.3
33,40,Lyon,French Ligue 1,2.07,0.78,73.92
34,35,Brentford,Barclays Premier League,2.06,0.8,73.46
35,33,Celta Vigo,Spanish Primera Division,1.87,0.67,73.31
36,38,VfL Wolfsburg,German Bundesliga,2.06,0.81,73.15
37,37,FC Salzburg,Austrian T-Mobile Bundesliga,2.1,0.84,73.04
38,34,Fiorentina,Italy Serie A,2.04,0.8,73.01
39,43,Crystal Palace,Barclays Premier League,1.77,0.62,72.69
40,42,Marseille,French Ligue 1,2.0,0.79,72.57
41,41,Real Sociedad,Spanish Primera Division,1.72,0.6,72.48
42,47,West Ham United,Barclays Premier League,1.9,0.73,72.3
43,36,PSV,Dutch Eredivisie,2.35,1.07,72.21
44,46,Eintracht Frankfurt,German Bundesliga,2.03,0.87,71.39
45,44,Flamengo,Brasileiro Série A,1.95,0.81,71.39
46,39,Villarreal,Spanish Primera Division,1.97,0.84,70.94
47,48,Lens,French Ligue 1,1.84,0.75,70.69
48,45,Palmeiras,Brasileiro Série A,1.9,0.81,70.48
49,50,AS Monaco,French Ligue 1,2.13,0.99,70.33
50,55,Stade Rennes,French Ligue 1,1.87,0.8,70.27
51,49,Atalanta,Italy Serie A,2.04,0.94,69.94
52,53,Rangers,Scottish Premiership,2.25,1.11,69.63
53,51,FC Twente,Dutch Eredivisie,1.97,0.9,69.51
54,64,Sevilla FC,Spanish Primera Division,1.79,0.8,68.78
55,61,Lazio,Italy Serie A,1.74,0.76,68.6
56,56,FC Cologne,German Bundesliga,1.84,0.87,67.94
57,67,Leicester City,Barclays Premier League,1.88,0.91,67.64
58,54,Borussia Monchengladbach,German Bundesliga,2.05,1.05,67.56
59,57,Osasuna,Spanish Primera Division,1.57,0.68,67.31
60,63,Girona FC,Spanish Primera Division,1.82,0.9,66.74
61,65,VfB Stuttgart,German Bundesliga,1.94,1.0,66.63
62,52,Reims,French Ligue 1,1.75,0.86,66.4
63,58,Valencia,Spanish Primera Division,1.7,0.82,66.38
64,62,Atletico Mineiro,Brasileiro Série A,1.67,0.81,66.03
65,84,Galatasaray,Turkish Turkcell Super Lig,1.95,1.04,66.01
66,74,Fulham,Barclays Premier League,1.84,0.94,65.99
67,73,Real Betis,Spanish Primera Division,1.72,0.86,65.91
68,75,TSG Hoffenheim,German Bundesliga,1.97,1.06,65.91
69,68,Rayo Vallecano,Spanish Primera Division,1.68,0.83,65.73
70,66,Young Boys,Swiss Raiffeisen Super League,2.06,1.15,65.53
71,60,1. FC Union Berlin,German Bundesliga,1.7,0.85,65.49
72,71,Getafe,Spanish Primera Division,1.52,0.72,65.36
73,69,Fenerbahce,Turkish Turkcell Super Lig,2.07,1.16,65.36
74,59,Nice,French Ligue 1,1.6,0.79,65.31
75,70,SC Freiburg,German Bundesliga,1.84,0.98,65.19
76,77,Mallorca,Spanish Primera Division,1.53,0.73,65.18
77,78,Wolverhampton,Barclays Premier League,1.64,0.83,64.92
78,76,Torino,Italy Serie A,1.63,0.86,64.15
79,79,Sassuolo,Italy Serie A,1.88,1.06,64.01
80,93,AZ,Dutch Eredivisie,1.87,1.06,63.95
81,81,Braga,Portuguese Liga,1.74,0.95,63.9
82,72,Monterrey,Mexican Primera Division Torneo Clausura,1.7,0.92,63.85
83,86,Club América,Mexican Primera Division Torneo Clausura,1.88,1.09,63.41
84,82,Slavia Prague,UEFA Europa Conference League,1.83,1.06,63.09
85,98,Genk,Belgian Jupiler League,2.05,1.27,62.79
86,80,Udinese,Italy Serie A,1.83,1.08,62.57
87,87,Werder Bremen,German Bundesliga,1.88,1.13,62.47
88,90,Dinamo Zagreb,UEFA Champions League,1.8,1.09,61.85
89,92,Bologna,Italy Serie A,1.67,0.98,61.79
90,85,Burnley,English League Championship,1.51,0.84,61.79
91,83,Leeds United,Barclays Premier League,1.87,1.15,61.79
92,88,Strasbourg,French Ligue 1,1.76,1.07,61.65
93,91,Southampton,Barclays Premier League,1.64,0.97,61.6
94,94,River Plate,Argentina Primera Division,1.63,0.97,61.16
95,102,Bodo/Glimt,Norwegian Tippeligaen,2.02,1.31,61.14
96,95,Olympiacos,Greek Super League,1.7,1.04,61.04
97,101,Schalke 04,German Bundesliga,1.69,1.04,60.73
98,96,FC Copenhagen,Danish SAS-Ligaen,1.72,1.06,60.73
