,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,475,Sá,39,1,52,28,8.152999999999999,False,1,8.8,8.152999999999999
1,429,Coady,39,2,47,28,7.932,False,1,13.7,7.932
2,431,Saïss,39,2,50,28,8.459,False,1,2.9,8.459
3,439,Kilman,39,2,46,28,7.767,False,1,2.8,7.767
4,470,Ait Nouri,39,2,44,28,7.832999999999998,False,1,2.0,7.832999999999998
5,196,Raphinha,2,3,65,28,8.699,False,1,15.2,8.699
6,341,Ward-Prowse,20,3,65,28,8.243,False,1,7.7,8.243
7,681,Coutinho,7,3,74,28,8.213,False,1,19.9,8.213
8,109,Wood,4,4,67,28,7.482,False,1,1.7,7.482
9,345,Adams,20,4,69,28,8.269,False,1,3.8,8.269
10,430,Jiménez,39,4,75,28,9.961,True,2,8.9,19.922
