,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,307,Ederson,43,1,55,4.0186,False,1,1,17.7,4.0186
1,146,James,8,2,61,4.0922,False,1,1,37.1,4.0922
2,285,Alexander-Arnold,14,2,75,4.470599999999999,False,1,1,49.0,4.470599999999999
3,312,Dias,43,2,60,3.8482,False,1,1,10.8,3.8482
4,19,Martinelli,3,3,64,4.005599999999999,False,1,1,43.4,4.005599999999999
5,104,Groß,36,3,59,3.7238000000000007,False,1,1,21.8,3.7238000000000007
6,160,Zaha,31,3,72,4.598400000000001,False,1,1,11.9,4.598400000000001
7,283,Salah,14,3,130,5.1850000000000005,False,1,1,52.8,5.1850000000000005
8,66,Solanke,91,4,57,3.8778000000000006,False,1,1,0.4,3.8778000000000006
9,80,Toney,94,4,71,4.1544,False,1,1,15.8,4.1544
10,318,Haaland,43,4,119,5.438000000000001,True,2,1,74.3,10.876000000000001
11,254,Ward,13,1,40,3.1608,False,0,0,26.7,0.0
12,106,Dunk,36,2,46,2.9848000000000003,False,0,0,5.6,0.0
13,295,N.Williams,17,2,41,2.9953999999999996,False,0,0,27.5,0.0
14,369,Almirón,4,3,50,3.1361999999999997,False,0,0,1.7,0.0
