,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,252,Alisson,14,1,59,15,4.606,False,1,6.6,4.606
1,246,Matip,14,2,54,15,5.256,False,1,1.6,5.256
2,255,Robertson,14,2,73,15,6.398,False,1,20.3,6.398
3,259,Alexander-Arnold,14,2,72,15,6.097,False,1,13.9,6.097
4,556,Dias,43,2,57,15,5.19,False,1,4.9,5.19
5,251,Mané,14,3,119,15,7.198,False,1,7.6,7.198
6,254,Salah,14,3,125,15,9.202,True,2,42.3,18.404
7,272,De Bruyne,43,3,118,15,7.638,False,1,25.1,7.638
8,276,Sterling,43,3,114,15,6.948,False,1,4.3,6.948
9,202,Bamford,2,4,64,15,5.121,False,1,43.4,5.121
10,249,Firmino,14,4,93,15,5.815,False,1,4.2,5.815
