rank,prev_rank,name,league,off,def,spi
1,1,Bayern Munich,German Bundesliga,3.64,0.51,93.72
2,2,Manchester City,Barclays Premier League,2.97,0.24,93.57
3,3,Liverpool,Barclays Premier League,3.1,0.42,91.85
4,4,Chelsea,Barclays Premier League,2.47,0.24,90.32
5,5,Ajax,Dutch Eredivisie,3.05,0.59,89.12
6,6,Real Madrid,Spanish Primera Division,2.57,0.62,84.21
7,8,Internazionale,Italy Serie A,2.59,0.66,83.64
8,9,Atletico Madrid,Spanish Primera Division,2.27,0.49,83.39
9,10,Barcelona,Spanish Primera Division,2.41,0.62,82.3
10,7,RB Leipzig,German Bundesliga,2.53,0.7,82.23
11,11,Paris Saint-Germain,French Ligue 1,2.52,0.75,81.16
12,12,Napoli,Italy Serie A,2.28,0.6,81.13
13,15,FC Porto,Portuguese Liga,2.24,0.63,80.02
14,14,Borussia Dortmund,German Bundesliga,2.53,0.82,79.73
15,18,Juventus,Italy Serie A,2.27,0.66,79.61
16,16,Real Sociedad,Spanish Primera Division,1.98,0.49,79.41
17,13,Manchester United,Barclays Premier League,2.29,0.73,78.42
18,17,Sevilla FC,Spanish Primera Division,2.01,0.56,78.17
19,19,West Ham United,Barclays Premier League,2.15,0.67,77.68
20,23,Benfica,Portuguese Liga,2.23,0.74,77.36
21,20,FC Salzburg,Austrian T-Mobile Bundesliga,2.41,0.86,77.35
22,22,Atalanta,Italy Serie A,2.34,0.83,77.06
23,25,Villarreal,Spanish Primera Division,2.07,0.65,76.95
24,21,Arsenal,Barclays Premier League,2.0,0.63,76.37
25,26,Athletic Bilbao,Spanish Primera Division,1.79,0.53,75.41
26,24,Brighton and Hove Albion,Barclays Premier League,1.85,0.57,75.39
27,27,AC Milan,Italy Serie A,2.19,0.81,75.35
28,30,Borussia Monchengladbach,German Bundesliga,2.18,0.81,75.06
29,28,Bayer Leverkusen,German Bundesliga,2.15,0.81,74.81
30,29,Sporting CP,Portuguese Liga,1.9,0.65,74.21
31,40,TSG Hoffenheim,German Bundesliga,2.11,0.84,73.39
32,32,Tottenham Hotspur,Barclays Premier League,1.99,0.76,73.18
33,31,Leicester City,Barclays Premier League,2.04,0.82,72.51
34,39,Wolverhampton,Barclays Premier League,1.81,0.66,72.48
35,34,PSV,Dutch Eredivisie,2.29,1.01,72.46
36,33,VfL Wolfsburg,German Bundesliga,1.94,0.76,72.35
37,36,Real Betis,Spanish Primera Division,1.97,0.8,72.04
38,35,Celta Vigo,Spanish Primera Division,1.9,0.76,71.7
39,37,Mainz,German Bundesliga,1.94,0.79,71.56
40,38,Crystal Palace,Barclays Premier League,1.91,0.78,71.4
41,49,Aston Villa,Barclays Premier League,1.98,0.84,71.18
42,41,Leeds United,Barclays Premier League,1.9,0.79,70.96
43,48,Zenit St Petersburg,Russian Premier Liga,2.2,1.02,70.76
44,53,Stade Rennes,French Ligue 1,1.92,0.81,70.74
45,42,Valencia,Spanish Primera Division,1.92,0.82,70.69
46,46,Lille,French Ligue 1,1.79,0.72,70.59
47,43,AS Roma,Italy Serie A,2.15,1.0,70.57
48,45,SC Freiburg,German Bundesliga,1.92,0.83,70.36
49,47,Everton,Barclays Premier League,1.93,0.84,70.29
50,44,AS Monaco,French Ligue 1,1.75,0.71,70.06
51,51,Southampton,Barclays Premier League,1.8,0.77,69.55
52,58,1. FC Union Berlin,German Bundesliga,1.85,0.83,69.01
53,54,Lyon,French Ligue 1,2.1,1.03,68.91
54,50,Lazio,Italy Serie A,1.99,0.95,68.76
55,68,Flamengo,Brasileiro Série A,1.85,0.85,68.47
56,55,Rayo Vallecano,Spanish Primera Division,1.77,0.79,68.42
57,57,Osasuna,Spanish Primera Division,1.66,0.73,67.93
58,52,Brentford,Barclays Premier League,1.88,0.9,67.9
59,56,Fiorentina,Italy Serie A,1.75,0.8,67.78
60,59,Feyenoord,Dutch Eredivisie,2.07,1.07,67.51
61,60,Eintracht Frankfurt,German Bundesliga,1.99,1.04,66.62
62,61,FC Cologne,German Bundesliga,1.98,1.04,66.45
63,62,Rangers,Scottish Premiership,1.99,1.05,66.4
64,63,Nice,French Ligue 1,1.76,0.88,65.99
65,64,Celtic,Scottish Premiership,2.01,1.09,65.88
66,66,Lens,French Ligue 1,1.78,0.91,65.78
67,67,AZ,Dutch Eredivisie,1.9,1.01,65.6
68,69,Marseille,French Ligue 1,1.66,0.83,65.15
69,65,Burnley,Barclays Premier League,1.87,1.01,65.01
70,72,Fulham,English League Championship,1.9,1.04,64.97
71,70,Torino,Italy Serie A,1.67,0.86,64.87
72,71,Shakhtar Donetsk,UEFA Champions League,1.99,1.13,64.64
73,73,Sassuolo,Italy Serie A,1.93,1.09,64.48
74,85,Atletico Mineiro,Brasileiro Série A,1.56,0.79,64.43
75,74,Verona,Italy Serie A,1.81,1.0,64.21
76,75,Getafe,Spanish Primera Division,1.46,0.71,64.19
77,76,Slavia Prague,UEFA Europa Conference League,1.79,0.98,64.17
78,77,Dinamo Zagreb,UEFA Europa League,1.84,1.04,63.98
79,79,Espanyol,Spanish Primera Division,1.68,0.9,63.84
80,81,VfB Stuttgart,German Bundesliga,1.91,1.12,63.32
81,80,Alavés,Spanish Primera Division,1.63,0.88,63.31
82,78,Mallorca,Spanish Primera Division,1.66,0.91,63.28
83,82,Braga,Portuguese Liga,1.7,0.97,62.86
84,83,Strasbourg,French Ligue 1,1.74,1.0,62.85
85,86,Young Boys,Swiss Raiffeisen Super League,2.04,1.26,62.63
86,88,Levante,Spanish Primera Division,1.65,0.94,62.22
87,87,Olympiacos,Greek Super League,1.69,0.98,62.11
88,98,Watford,Barclays Premier League,1.69,0.99,62.0
89,90,VfL Bochum,German Bundesliga,1.64,0.95,61.94
90,92,Newcastle,Barclays Premier League,1.8,1.09,61.87
91,84,Hertha Berlin,German Bundesliga,1.68,0.99,61.78
92,89,Bologna,Italy Serie A,1.8,1.1,61.63
93,91,Granada,Spanish Primera Division,1.62,0.97,61.0
94,102,Kawasaki Frontale,Japanese J League,1.79,1.12,60.85
95,93,River Plate,Argentina Primera Division,1.6,0.97,60.54
96,96,FC Utrecht,Dutch Eredivisie,1.85,1.21,60.15
97,97,Elche,Spanish Primera Division,1.5,0.91,59.79
98,103,Nantes,French Ligue 1,1.59,1.0,59.66
99,94,Club Brugge,Belgian Jupiler League,1.86,1.25,59.38
100,99,AFC Bournemouth,English League Championship,1.54,0.97,59.32
101,100,FC Midtjylland,Danish SAS-Ligaen,1.8,1.2,59.22
102,101,Udinese,Italy Serie A,1.57,1.01,58.9
103,104,Club América,Mexican Primera Division Torneo Apertura,1.41,0.88,58.47
104,105,Trabzonspor,Turkish Turkcell Super Lig,1.61,1.07,58.3
105,117,FC Augsburg,German Bundesliga,1.61,1.09,57.94
106,95,Palmeiras,Brasileiro Série A,1.49,0.98,57.91
107,106,KAA Gent,Belgian Jupiler League,1.6,1.09,57.75
108,107,Angers,French Ligue 1,1.46,0.96,57.69
109,108,Monterrey,Mexican Primera Division Torneo Apertura,1.46,0.96,57.68
110,109,Sampdoria,Italy Serie A,1.65,1.14,57.58
111,111,Tigres UANL,Mexican Primera Division Torneo Apertura,1.48,0.99,57.28
112,113,Dynamo Kiev,UEFA Champions League,1.62,1.13,57.06
113,115,Brest,French Ligue 1,1.59,1.11,57.01
114,116,Genk,Belgian Jupiler League,1.89,1.38,56.94
115,118,Arminia Bielefeld,German Bundesliga,1.56,1.09,56.76
116,121,FC Krasnodar,Russian Premier Liga,1.61,1.14,56.64
117,119,Sparta Prague,UEFA Europa League,1.69,1.22,56.58
118,120,Bodo/Glimt,Norwegian Tippeligaen,1.79,1.31,56.51
119,122,Cadiz,Spanish Primera Division,1.53,1.09,56.21
120,123,Red Star Belgrade,UEFA Europa League,1.69,1.23,56.2
121,110,São Paulo,Brasileiro Série A,1.25,0.82,56.03
122,114,Yokohama F. Marinos,Japanese J League,1.83,1.37,56.02
123,124,Vitesse,Dutch Eredivisie,1.61,1.17,55.86
124,112,Montpellier,French Ligue 1,1.61,1.19,55.5
125,125,León,Mexican Primera Division Torneo Apertura,1.47,1.05,55.5
126,126,PAOK Salonika,Greek Super League,1.61,1.19,55.48
127,131,Norwich City,Barclays Premier League,1.53,1.12,55.41
128,128,New York City FC,Major League Soccer,1.66,1.24,55.4
129,129,FC Copenhagen,Danish SAS-Ligaen,1.73,1.31,55.34
130,130,Guimaraes,Portuguese Liga,1.43,1.03,55.29
131,132,Galatasaray,Turkish Turkcell Super Lig,1.56,1.18,54.51
132,133,CSKA Moscow,Russian Premier Liga,1.44,1.07,54.47
133,127,Corinthians,Brasileiro Série A,1.25,0.89,54.39
134,134,Genoa,Italy Serie A,1.61,1.23,54.38
135,136,Atlas,Mexican Primera Division Torneo Apertura,1.35,0.99,54.31
136,143,Santos Laguna,Mexican Primera Division Torneo Apertura,1.5,1.14,54.15
137,140,Ferencvaros,UEFA Europa League,1.64,1.29,53.85
138,137,West Bromwich Albion,English League Championship,1.42,1.08,53.73
139,141,Cruz Azul,Mexican Primera Division Torneo Apertura,1.43,1.1,53.72
140,138,Internacional,Brasileiro Série A,1.39,1.05,53.61
141,139,Spartak Moscow,Russian Premier Liga,1.57,1.23,53.61
142,149,Boca Juniors,Argentina Primera Division,1.3,0.98,53.44
143,167,Toulouse,French Ligue 2,1.67,1.33,53.37
144,142,Fenerbahce,Turkish Turkcell Super Lig,1.62,1.29,53.36
145,144,Famalicao,Portuguese Liga,1.47,1.15,53.28
146,145,Sochi,Russian Premier Liga,1.51,1.19,53.24
147,146,Basel,Swiss Raiffeisen Super League,1.77,1.44,53.19
148,147,Reims,French Ligue 1,1.32,1.01,53.17
149,135,SpVgg Greuther Fürth,German Bundesliga,1.57,1.25,53.13
150,173,Grêmio,Brasileiro Série A,1.37,1.06,53.08
151,150,Anderlecht,Belgian Jupiler League,1.65,1.34,52.91
152,151,St Etienne,French Ligue 1,1.47,1.18,52.69
153,152,Antwerp,Belgian Jupiler League,1.6,1.3,52.56
154,154,Fluminense,Brasileiro Série A,1.23,0.96,52.1
155,157,América Mineiro,Brasileiro Série A,1.33,1.06,52.06
156,155,Cagliari,Italy Serie A,1.56,1.29,52.03
157,158,Clermont Foot,French Ligue 1,1.47,1.22,51.71
158,162,Sheffield United,English League Championship,1.47,1.22,51.69
159,159,Troyes,French Ligue 1,1.43,1.17,51.68
160,160,Empoli,Italy Serie A,1.57,1.31,51.58
161,163,FK Partizan Belgrade,UEFA Europa Conference League,1.45,1.2,51.5
162,164,Dinamo Moscow,Russian Premier Liga,1.37,1.13,51.49
163,166,Maccabi Tel-Aviv,UEFA Europa Conference League,1.36,1.12,51.4
164,171,Spezia,Italy Serie A,1.57,1.32,51.4
165,168,Bordeaux,French Ligue 1,1.49,1.25,51.31
166,169,Union Saint Gilloise,Belgian Jupiler League,1.57,1.33,51.29
167,176,FC Twente,Dutch Eredivisie,1.53,1.3,51.26
168,170,Molde,Norwegian Tippeligaen,1.87,1.63,51.23
169,165,Atlético Paranaense,Brasileiro Série A,1.26,1.04,50.77
170,174,Lorient,French Ligue 1,1.38,1.17,50.51
171,153,Besiktas,Turkish Turkcell Super Lig,1.68,1.48,50.5
172,161,Bragantino,Brasileiro Série A,1.38,1.17,50.5
173,175,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.61,1.41,50.39
174,156,Lokomotiv Moscow,Russian Premier Liga,1.32,1.13,50.29
175,172,Kashima Antlers,Japanese J League,1.46,1.28,49.93
176,148,Fortaleza,Brasileiro Série A,1.24,1.06,49.82
177,178,F.B.C Unione Venezia,Italy Serie A,1.42,1.25,49.76
178,179,Portimonense,Portuguese Liga,1.2,1.03,49.75
179,180,New England Revolution,Major League Soccer,1.71,1.55,49.73
180,181,Legia Warsaw,UEFA Europa League,1.43,1.27,49.51
181,177,Stoke City,English League Championship,1.26,1.09,49.5
182,182,Gil Vicente,Portuguese Liga,1.31,1.16,49.27
183,184,AEK Athens,Greek Super League,1.43,1.29,49.15
184,183,Velez Sarsfield,Argentina Primera Division,1.25,1.11,48.78
185,186,Salernitana,Italy Serie A,1.45,1.34,48.34
186,191,Philadelphia Union,Major League Soccer,1.44,1.34,48.2
187,187,Estoril Praia,Portuguese Liga,1.31,1.2,48.18
188,188,Rostov,Russian Premier Liga,1.45,1.35,48.17
189,189,Ceará,Brasileiro Série A,1.22,1.11,47.93
190,185,New York Red Bulls,Major League Soccer,1.28,1.19,47.85
191,190,Guadalajara,Mexican Primera Division Torneo Apertura,1.14,1.04,47.73
192,193,Luton Town,English League Championship,1.33,1.24,47.72
193,192,Moreirense,Portuguese Liga,1.29,1.2,47.67
194,195,Santa Clara,Portuguese Liga,1.28,1.19,47.6
195,196,Los Angeles FC,Major League Soccer,1.63,1.56,47.58
196,200,Rapid Vienna,Austrian T-Mobile Bundesliga,1.51,1.44,47.53
197,198,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.57,1.5,47.51
198,199,Metz,French Ligue 1,1.31,1.23,47.44
199,194,Defensa y Justicia,Argentina Primera Division,1.26,1.2,47.07
200,202,Pachuca,Mexican Primera Division Torneo Apertura,1.38,1.32,47.03
201,197,Bahía,Brasileiro Série A,1.12,1.05,47.03
202,211,Hatayspor,Turkish Turkcell Super Lig,1.33,1.28,47.01
203,203,LASK Linz,Austrian T-Mobile Bundesliga,1.39,1.35,46.8
204,201,Heracles,Dutch Eredivisie,1.38,1.34,46.75
205,209,Vissel Kobe,Japanese J League,1.45,1.41,46.72
206,205,Werder Bremen,German 2. Bundesliga,1.48,1.45,46.59
207,204,Brondby,Danish SAS-Ligaen,1.38,1.35,46.5
208,232,Hamburg SV,German 2. Bundesliga,1.52,1.51,46.23
209,208,Seattle Sounders FC,Major League Soccer,1.32,1.3,46.18
210,206,Santos,Brasileiro Série A,1.05,1.01,46.16
211,226,KV Mechelen,Belgian Jupiler League,1.61,1.62,46.1
212,216,Middlesbrough,English League Championship,1.19,1.16,45.97
213,213,Pacos Ferreira,Portuguese Liga,1.21,1.19,45.93
214,214,FC Sheriff Tiraspol,UEFA Champions League,1.42,1.42,45.86
215,210,Schalke 04,German 2. Bundesliga,1.38,1.38,45.8
216,224,Sporting de Charleroi,Belgian Jupiler League,1.46,1.47,45.8
217,215,Queens Park Rangers,English League Championship,1.3,1.3,45.77
218,219,NEC,Dutch Eredivisie,1.39,1.39,45.74
219,218,Puebla,Mexican Primera Division Torneo Apertura,1.19,1.18,45.71
220,207,Blackburn,English League Championship,1.32,1.33,45.54
221,220,Anorthosis Famagusta,UEFA Europa Conference League,1.28,1.28,45.53
222,222,Almeria,Spanish Segunda Division,1.22,1.22,45.52
223,221,Colorado Rapids,Major League Soccer,1.33,1.35,45.34
224,223,Rosenborg,Norwegian Tippeligaen,1.57,1.62,45.17
225,225,Rubin Kazan,Russian Premier Liga,1.2,1.22,45.01
226,212,Malmo FF,Swedish Allsvenskan,1.49,1.54,45.0
227,227,Boavista,Portuguese Liga,1.24,1.28,44.78
228,230,CSKA Sofia,UEFA Europa Conference League,1.11,1.14,44.63
229,231,Nashville SC,Major League Soccer,1.27,1.31,44.63
230,233,FC Groningen,Dutch Eredivisie,1.24,1.28,44.58
231,228,Lecce,Italy Serie B,1.25,1.3,44.45
232,244,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.3,1.36,44.45
233,229,Millwall,English League Championship,1.18,1.22,44.39
234,235,CFR 1907 Cluj,UEFA Europa Conference League,1.29,1.35,44.27
235,236,Toluca,Mexican Primera Division Torneo Apertura,1.32,1.39,44.18
236,237,Heerenveen,Dutch Eredivisie,1.44,1.53,44.07
237,217,Birmingham,English League Championship,1.16,1.22,43.94
238,239,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.33,1.41,43.9
239,241,FK Qarabag,UEFA Europa Conference League,1.29,1.38,43.82
240,242,Pumas Unam,Mexican Primera Division Torneo Apertura,1.21,1.29,43.74
241,243,Konyaspor,Turkish Turkcell Super Lig,1.21,1.28,43.71
242,245,FC Arouca,Portuguese Liga,1.24,1.33,43.7
243,253,Talleres de Córdoba,Argentina Primera Division,1.13,1.21,43.64
244,270,SV Darmstadt 98,German 2. Bundesliga,1.49,1.61,43.63
245,249,Parma,Italy Serie B,1.33,1.42,43.6
246,250,Necaxa,Mexican Primera Division Torneo Apertura,1.2,1.28,43.58
247,251,Vizela,Portuguese Liga,1.19,1.27,43.51
248,240,Krylia Sovetov,Russian Premier Liga,1.23,1.32,43.37
249,246,Sporting Kansas City,Major League Soccer,1.35,1.46,43.37
250,252,Omonia Nicosia,UEFA Europa Conference League,1.37,1.48,43.37
251,234,Sparta,Dutch Eredivisie,1.25,1.35,43.36
252,247,Coventry City,English League Championship,1.19,1.28,43.34
253,238,Swansea City,English League Championship,1.12,1.2,43.32
254,255,Columbus Crew,Major League Soccer,1.42,1.55,43.01
255,248,Sivasspor,Turkish Turkcell Super Lig,1.21,1.31,43.0
256,257,Minnesota United FC,Major League Soccer,1.39,1.53,42.79
257,258,Guangzhou Evergrande,Chinese Super League,1.43,1.59,42.61
