,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,147,Mendy,8,1,50,3.7985999999999995,False,1,1,23.1,3.7985999999999995
1,146,James,8,2,60,4.6014,False,1,1,39.2,4.6014
2,284,Robertson,14,2,70,4.6942,False,1,1,11.6,4.6942
3,285,Alexander-Arnold,14,2,75,5.218000000000001,False,1,1,55.4,5.218000000000001
4,308,Aké,43,2,50,3.7938,False,1,1,1.8,3.7938
5,312,Dias,43,2,60,4.0684,False,1,1,12.2,4.0684
6,13,Saka,3,3,80,4.9528,False,1,1,20.9,4.9528
7,19,Martinelli,3,3,62,4.143400000000001,False,1,1,29.6,4.143400000000001
8,283,Salah,14,3,130,6.94,True,2,1,62.6,13.88
9,80,Toney,94,4,70,4.2543999999999995,False,1,1,6.2,4.2543999999999995
10,318,Haaland,43,4,116,5.8014,False,1,1,58.8,5.8014
11,254,Ward,13,1,40,3.178,False,0,0,26.6,0.0
12,83,Dasilva,94,3,46,2.4544000000000006,False,0,0,5.1,0.0
13,346,Andreas,54,3,45,2.7716,False,0,0,25.3,0.0
14,54,Archer,7,4,45,1.0082,False,0,0,7.4,0.0
