,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,281,Alisson,14,1,54,12,3.957,False,1,1,12.9,3.957
1,106,Dunk,36,2,46,12,4.396,False,1,1,5.2,4.396
2,280,Van Dijk,14,2,64,12,4.039,False,1,1,12.2,4.039
3,357,Trippier,4,2,56,12,4.0169999999999995,False,1,1,55.8,4.0169999999999995
4,104,Groß,36,3,58,12,4.705,False,1,1,19.5,4.705
5,111,Trossard,36,3,68,12,5.9079999999999995,False,1,1,16.6,5.9079999999999995
6,160,Zaha,31,3,75,12,5.409,False,1,1,21.1,5.409
7,283,Salah,14,3,127,12,6.314,True,2,1,26.1,12.628
8,66,Solanke,91,4,57,12,4.731,False,1,1,2.1,4.731
9,356,Wilson,4,4,73,12,4.573,False,1,1,2.3,4.573
10,427,Kane,6,4,114,12,4.8660000000000005,False,1,1,21.3,4.8660000000000005
11,574,Neto,91,1,45,12,3.5210000000000004,False,0,0,0.4,0.0
12,165,Andersen,31,2,45,12,3.6489999999999996,False,0,0,2.7,0.0
13,366,Schär,4,2,48,12,3.6719999999999997,False,0,0,10.3,0.0
14,264,Barnes,13,3,69,12,4.237,False,0,0,1.5,0.0
