,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,112,Pope,90,1,54,31,6.8740000000000006,False,1,3.1,6.8740000000000006
1,224,Matip,14,2,49,31,5.178999999999999,False,1,4.0,5.178999999999999
2,234,Robertson,14,2,72,31,6.146,False,1,9.0,6.146
3,585,Roberts,90,2,44,31,5.225,False,1,0.4,5.225
4,118,McNeil,90,3,56,31,5.629,False,1,0.3,5.629
5,138,Mount,8,3,75,31,5.81,False,1,13.8,5.81
6,230,Mané,14,3,117,31,6.3329999999999975,False,1,3.6,6.3329999999999975
7,233,Salah,14,3,133,31,8.527000000000001,True,2,60.1,17.054000000000002
8,180,Richarlison,11,4,75,31,6.44,False,1,5.1,6.44
9,357,Kane,6,4,125,31,5.978,False,1,23.2,5.978
10,700,Weghorst,90,4,64,31,7.523,False,1,4.5,7.523
