,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,281,Alisson,14,1,55,4,4.461,False,1,17.1,4.461
1,146,James,8,2,61,4,4.925,False,1,44.2,4.925
2,284,Robertson,14,2,69,4,5.481,False,1,9.3,5.481
3,285,Alexander-Arnold,14,2,75,4,6.4879999999999995,False,1,51.4,6.4879999999999995
4,13,Saka,3,3,79,4,5.553,False,1,16.9,5.553
5,283,Salah,14,3,130,4,8.527999999999999,True,2,60.6,17.055999999999997
6,293,Luis Díaz,14,3,80,4,5.9510000000000005,False,1,22.1,5.9510000000000005
7,301,De Bruyne,43,3,121,4,5.9910000000000005,False,1,23.0,5.9910000000000005
8,28,Jesus,3,4,81,4,5.3389999999999995,False,1,80.6,5.3389999999999995
9,318,Haaland,43,4,117,4,5.8229999999999995,False,1,61.0,5.8229999999999995
10,427,Kane,6,4,114,4,5.75,False,1,17.4,5.75
