rank,prev_rank,name,league,off,def,spi
147,126,Yokohama F. Marinos,Japanese J League,1.66,1.36,52.7
148,141,West Bromwich Albion,English League Championship,1.43,1.13,52.64
149,128,Watford,English League Championship,1.47,1.17,52.6
150,148,FC Sheriff Tiraspol,UEFA Europa League,1.56,1.27,52.44
151,150,FC Krasnodar,Russian Premier Liga,1.49,1.21,52.36
152,155,Galatasaray,Turkish Turkcell Super Lig,1.42,1.14,52.34
153,154,Bologna,Italy Serie A,1.49,1.21,52.22
154,142,FC Copenhagen,Danish SAS-Ligaen,1.57,1.3,52.18
155,143,Guimaraes,Portuguese Liga,1.31,1.04,52.12
156,164,Besiktas,Turkish Turkcell Super Lig,1.57,1.3,52.11
157,159,Monza,Italy Serie A,1.45,1.18,52.09
158,163,América Mineiro,Brasileiro Série A,1.33,1.06,52.08
159,167,AC Ajaccio,French Ligue 1,1.34,1.07,51.96
160,146,Angers,French Ligue 1,1.49,1.23,51.89
161,162,Fortaleza,Brasileiro Série A,1.27,1.01,51.8
162,156,Brest,French Ligue 1,1.47,1.21,51.79
163,166,Atlético Paranaense,Brasileiro Série A,1.33,1.08,51.76
164,161,Santos Laguna,Mexican Primera Division Torneo Apertura,1.63,1.37,51.74
165,153,Elche,Spanish Primera Division,1.44,1.18,51.7
166,169,Guadalajara,Mexican Primera Division Torneo Apertura,1.34,1.1,51.4
167,160,Lecce,Italy Serie A,1.36,1.13,51.25
168,170,Clermont Foot,French Ligue 1,1.43,1.2,51.01
169,172,Sampdoria,Italy Serie A,1.44,1.22,50.88
170,174,New York City FC,Major League Soccer,1.53,1.32,50.59
171,171,Kawasaki Frontale,Japanese J League,1.68,1.48,50.51
172,178,Dinamo Moscow,Russian Premier Liga,1.45,1.26,50.19
173,173,Heerenveen,Dutch Eredivisie,1.41,1.22,50.15
174,165,Vitesse,Dutch Eredivisie,1.5,1.31,50.1
175,187,Montreal Impact,Major League Soccer,1.53,1.35,50.09
176,168,Empoli,Italy Serie A,1.5,1.34,49.5
177,175,Cremonese,Italy Serie A,1.47,1.31,49.43
178,205,Sochi,Russian Premier Liga,1.49,1.34,49.24
179,224,Silkeborg,Danish SAS-Ligaen,1.56,1.42,49.11
180,190,Rostov,Russian Premier Liga,1.53,1.4,49.0
181,203,Rosenborg,Norwegian Tippeligaen,1.87,1.75,48.93
182,182,Konyaspor,Turkish Turkcell Super Lig,1.33,1.19,48.85
183,184,Portimonense,Portuguese Liga,1.26,1.12,48.78
184,179,Lech Poznan,UEFA Europa Conference League,1.35,1.22,48.76
185,185,Adana Demirspor,Turkish Turkcell Super Lig,1.46,1.34,48.55
186,176,Rapid Vienna,Austrian T-Mobile Bundesliga,1.38,1.26,48.52
187,177,Famalicao,Portuguese Liga,1.31,1.19,48.41
188,201,Botafogo,Brasileiro Série A,1.19,1.07,48.32
189,181,NEC,Dutch Eredivisie,1.36,1.26,48.1
190,223,AEK Athens,Greek Super League,1.4,1.3,47.99
191,202,Estoril Praia,Portuguese Liga,1.23,1.13,47.94
192,198,Vizela,Portuguese Liga,1.31,1.22,47.83
193,194,Salernitana,Italy Serie A,1.5,1.42,47.78
194,189,Panathinaikos,Greek Super League,1.17,1.08,47.76
195,195,Cruz Azul,Mexican Primera Division Torneo Apertura,1.39,1.3,47.76
196,199,RKC,Dutch Eredivisie,1.6,1.53,47.75
197,192,Hapoel Be'er,UEFA Europa Conference League,1.44,1.36,47.67
198,188,Ceará,Brasileiro Série A,1.12,1.03,47.55
199,217,FK Qarabag,UEFA Europa League,1.45,1.38,47.49
200,206,Maccabi Haifa,UEFA Champions League,1.57,1.51,47.44
201,204,Urawa Red Diamonds,Japanese J League,1.35,1.28,47.42
202,183,Middlesbrough,English League Championship,1.23,1.15,47.34
203,209,Bordeaux,French Ligue 2,1.31,1.24,47.34
204,197,Spezia,Italy Serie A,1.39,1.34,47.08
205,193,Auxerre,French Ligue 1,1.37,1.32,47.01
206,216,Luton Town,English League Championship,1.24,1.2,46.62
207,212,Santa Clara,Portuguese Liga,1.18,1.13,46.49
208,210,Sparta,Dutch Eredivisie,1.36,1.33,46.35
209,186,Basel,Swiss Raiffeisen Super League,1.46,1.44,46.25
210,200,Puebla,Mexican Primera Division Torneo Apertura,1.34,1.32,46.24
211,237,Los Angeles Galaxy,Major League Soccer,1.65,1.65,46.21
212,208,Parma,Italy Serie B,1.34,1.33,46.11
213,196,Hamburg SV,German 2. Bundesliga,1.45,1.44,46.07
214,214,Chaves,Portuguese Liga,1.3,1.29,45.99
215,213,St Gallen,Swiss Raiffeisen Super League,1.67,1.68,45.98
216,180,LASK Linz,Austrian T-Mobile Bundesliga,1.52,1.53,45.88
217,191,Levante,Spanish Segunda Division,1.27,1.26,45.83
218,219,Apollon Limassol,UEFA Europa Conference League,1.29,1.29,45.79
219,229,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.46,1.48,45.61
220,211,Boavista,Portuguese Liga,1.24,1.24,45.46
221,239,Preston North End,English League Championship,1.14,1.14,45.36
222,233,Queens Park Rangers,English League Championship,1.22,1.24,45.02
223,243,Swansea City,English League Championship,1.31,1.35,44.95
224,218,St Etienne,French Ligue 2,1.5,1.55,44.9
225,220,León,Mexican Primera Division Torneo Apertura,1.39,1.44,44.81
226,225,Rio Ave,Portuguese Liga,1.35,1.39,44.78
227,222,New York Red Bulls,Major League Soccer,1.21,1.24,44.67
228,257,Stoke City,English League Championship,1.24,1.28,44.62
229,231,Tigre,Argentina Primera Division,1.23,1.28,44.58
230,242,Go Ahead Eagles,Dutch Eredivisie,1.39,1.45,44.5
231,258,Argentinos Juniors,Argentina Primera Division,1.13,1.17,44.47
232,207,Valerenga,Norwegian Tippeligaen,1.49,1.56,44.46
233,221,Atlanta United FC,Major League Soccer,1.48,1.55,44.44
234,241,Sochaux,French Ligue 2,1.19,1.23,44.44
235,255,Millwall,English League Championship,1.23,1.28,44.37
236,232,Cuiaba,Brasileiro Série A,1.07,1.1,44.25
237,227,Casa Pia,Portuguese Liga,1.16,1.2,44.24
238,235,Atlas,Mexican Primera Division Torneo Apertura,1.23,1.29,44.16
239,236,Pumas Unam,Mexican Primera Division Torneo Apertura,1.29,1.36,44.15
240,249,Huracán,Argentina Primera Division,1.03,1.07,44.01
241,238,Nashville SC,Major League Soccer,1.37,1.45,43.96
242,240,Velez Sarsfield,Argentina Primera Division,1.1,1.17,43.67
243,270,FC Nordsjaelland,Danish SAS-Ligaen,1.31,1.4,43.63
244,265,FC Cincinnati,Major League Soccer,1.58,1.7,43.6
245,245,PAOK Salonika,Greek Super League,1.12,1.2,43.24
246,230,Boca Juniors,Argentina Primera Division,1.05,1.13,43.15
247,228,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.62,1.77,43.1
248,244,Genoa,Italy Serie B,1.17,1.27,43.09
249,247,AEK Larnaca,UEFA Europa League,1.11,1.21,42.98
250,234,Sporting de Charleroi,Belgian Jupiler League,1.41,1.55,42.96
251,246,FC Groningen,Dutch Eredivisie,1.34,1.47,42.9
252,250,Emmen,Dutch Eredivisie,1.29,1.42,42.72
253,253,Toluca,Mexican Primera Division Torneo Apertura,1.41,1.56,42.68
254,289,Goiás,Brasileiro Série A,1.23,1.37,42.54
255,271,Racing Club,Argentina Primera Division,1.23,1.36,42.48
256,248,Austin FC,Major League Soccer,1.44,1.61,42.37
257,276,FC Arouca,Portuguese Liga,1.15,1.28,42.32
258,266,Talleres de Córdoba,Argentina Primera Division,1.09,1.22,42.3
259,275,Atlético Goianiense,Brasileiro Série A,1.18,1.33,42.2
260,268,CFR 1907 Cluj,UEFA Europa Conference League,1.24,1.39,42.16
261,260,Kasimpasa,Turkish Turkcell Super Lig,1.39,1.56,42.16
262,251,Terek Grozny,Russian Premier Liga,1.22,1.37,42.14
263,301,Hammarby,Swedish Allsvenskan,1.41,1.59,42.13
264,215,Sanfrecce Hiroshima,Japanese J League,1.33,1.5,42.0
265,226,Randers FC,Danish SAS-Ligaen,1.29,1.46,41.94
266,267,Hibernian,Scottish Premiership,1.09,1.23,41.92
267,279,Cardiff City,English League Championship,1.05,1.19,41.86
268,290,Blackburn,English League Championship,1.13,1.28,41.79
269,321,KVC Westerlo,Belgian Jupiler League,1.31,1.49,41.76
270,264,Cagliari,Italy Serie B,1.18,1.34,41.66
271,269,Sheffield Wednesday,English League One,1.32,1.51,41.6
272,252,St. Truidense,Belgian Jupiler League,1.08,1.24,41.55
273,297,FC Volendam,Dutch Eredivisie,1.42,1.63,41.4
274,296,Fortuna Sittard,Dutch Eredivisie,1.42,1.63,41.39
275,310,Brondby,Danish SAS-Ligaen,1.31,1.51,41.22
276,261,Coventry City,English League Championship,1.1,1.27,41.15
277,256,Metz,French Ligue 2,1.28,1.48,41.11
278,272,Ludogorets,UEFA Europa League,1.31,1.52,40.97
279,284,FC Dallas,Major League Soccer,1.24,1.44,40.97
280,281,Tijuana,Mexican Primera Division Torneo Apertura,1.26,1.48,40.9
281,263,Orlando City SC,Major League Soccer,1.28,1.5,40.85
282,273,Granada,Spanish Segunda Division,1.05,1.24,40.83
283,282,Sporting Kansas City,Major League Soccer,1.23,1.44,40.77
284,309,Standard Liege,Belgian Jupiler League,1.26,1.48,40.66
285,280,Columbus Crew,Major League Soccer,1.24,1.47,40.66
286,283,Kayserispor,Turkish Turkcell Super Lig,1.25,1.48,40.64
287,286,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.28,1.51,40.52
288,337,Birmingham,English League Championship,1.12,1.33,40.52
289,262,CA Independiente,Argentina Primera Division,1.01,1.2,40.43
290,298,SV Darmstadt 98,German 2. Bundesliga,1.36,1.61,40.42
291,292,Necaxa,Mexican Primera Division Torneo Apertura,1.17,1.39,40.38
292,278,Sunderland,English League Championship,1.1,1.32,40.25
293,254,Bristol City,English League Championship,1.28,1.53,40.23
294,340,Le Havre,French Ligue 2,1.05,1.26,40.12
295,285,Portland Timbers,Major League Soccer,1.48,1.77,39.97
296,306,San Lorenzo,Argentina Primera Division,0.91,1.1,39.95
297,293,Cerezo Osaka,Japanese J League,1.17,1.42,39.85
298,347,Lillestrom,Norwegian Tippeligaen,1.28,1.55,39.83
299,344,Blackpool,English League Championship,1.15,1.39,39.79
300,315,Ipswich Town,English League One,1.17,1.42,39.76
301,300,Seattle Sounders FC,Major League Soccer,1.25,1.52,39.74
302,291,Djurgardens IF,Swedish Allsvenskan,1.19,1.45,39.73
303,332,SC Paderborn,German 2. Bundesliga,1.34,1.63,39.65
304,302,Las Palmas,Spanish Segunda Division,0.99,1.21,39.57
305,323,Excelsior,Dutch Eredivisie,1.3,1.59,39.57
306,314,Estudiantes,Argentina Primera Division,1.17,1.43,39.55
307,294,Krylia Sovetov,Russian Premier Liga,1.1,1.34,39.53
308,311,Antalyaspor,Turkish Turkcell Super Lig,1.27,1.55,39.52
309,333,Pacos Ferreira,Portuguese Liga,1.11,1.36,39.5
310,322,Real Salt Lake,Major League Soccer,1.19,1.46,39.48
311,295,Alanyaspor,Turkish Turkcell Super Lig,1.35,1.65,39.46
312,346,OH Leuven,Belgian Jupiler League,1.41,1.72,39.44
313,319,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.4,1.72,39.38
314,303,Cambuur Leeuwarden,Dutch Eredivisie,1.34,1.64,39.27
315,386,Vissel Kobe,Japanese J League,1.09,1.36,39.24
316,313,Viborg,Danish SAS-Ligaen,1.17,1.45,39.24
317,327,Charlotte FC,Major League Soccer,1.29,1.59,39.23
318,336,Frosinone,Italy Serie B,1.13,1.4,39.15
319,318,Maritimo,Portuguese Liga,1.23,1.52,39.11
320,341,Rosario Central,Argentina Primera Division,1.06,1.33,39.09
321,365,Newell's Old Boys,Argentina Primera Division,0.95,1.19,39.09
322,287,Hearts,Scottish Premiership,1.27,1.57,39.07
323,307,FC Zurich,Swiss Raiffeisen Super League,1.36,1.68,39.04
324,325,Amiens,French Ligue 2,1.02,1.28,39.03
325,299,F.B.C Unione Venezia,Italy Serie B,1.2,1.5,38.89
326,288,Coritiba,Brasileiro Série A,1.13,1.42,38.8
327,324,Caen,French Ligue 2,1.1,1.39,38.79
328,326,New England Revolution,Major League Soccer,1.34,1.67,38.77
329,277,Lokomotiv Moscow,Russian Premier Liga,1.26,1.58,38.69
330,308,Eibar,Spanish Segunda Division,0.97,1.23,38.68
331,304,Kashima Antlers,Japanese J League,1.25,1.57,38.67
332,317,Chicago Fire,Major League Soccer,1.28,1.61,38.63
333,331,Minnesota United FC,Major League Soccer,1.36,1.71,38.51
334,345,BK Hacken,Swedish Allsvenskan,1.42,1.79,38.43
335,328,Omonia Nicosia,UEFA Europa League,1.25,1.58,38.4
336,353,Fatih Karagümrük,Turkish Turkcell Super Lig,1.29,1.64,38.37
337,329,Querétaro,Mexican Primera Division Torneo Apertura,1.17,1.49,38.36
338,259,Aberdeen,Scottish Premiership,1.25,1.59,38.31
339,349,Colorado Rapids,Major League Soccer,1.32,1.68,38.3
340,338,FC Luzern,Swiss Raiffeisen Super League,1.28,1.63,38.29
341,320,Fortuna Düsseldorf,German 2. Bundesliga,1.19,1.52,38.19
342,339,Wigan,English League Championship,1.07,1.38,38.12
343,352,Karlsruher SC,German 2. Bundesliga,1.29,1.65,38.06
344,355,Slovan Bratislava,UEFA Europa Conference League,1.06,1.37,37.96
345,342,Cercle Brugge,Belgian Jupiler League,1.23,1.59,37.87
346,343,FC Juárez,Mexican Primera Division Torneo Apertura,0.96,1.26,37.79
347,305,Alavés,Spanish Segunda Division,1.09,1.42,37.76
348,335,IF Elfsborg,Swedish Allsvenskan,1.34,1.73,37.72
349,348,Union Santa Fe,Argentina Primera Division,0.95,1.25,37.69
350,366,Bari,Italy Serie B,1.23,1.61,37.46
351,407,Sivasspor,Turkish Turkcell Super Lig,1.18,1.56,37.23
352,334,KV Mechelen,Belgian Jupiler League,1.42,1.85,37.17
353,316,Aris Salonika,Greek Super League,0.97,1.3,37.14
354,357,Mamelodi Sundowns,South African ABSA Premier League,1.09,1.45,37.11
355,367,Reading,English League Championship,1.07,1.44,37.07
356,354,Benevento,Italy Serie B,1.0,1.34,37.05
357,362,Huddersfield Town,English League Championship,1.06,1.43,36.8
358,350,Inter Miami CF,Major League Soccer,1.29,1.71,36.77
359,351,FC Cartagena,Spanish Segunda Division,1.06,1.45,36.37
360,380,FC Lugano,Swiss Raiffeisen Super League,1.22,1.65,36.32
361,358,AGF Aarhus,Danish SAS-Ligaen,1.02,1.41,36.27
362,369,Mazatlán FC,Mexican Primera Division Torneo Apertura,1.03,1.42,36.26
363,330,FC Tokyo,Japanese J League,1.1,1.51,36.25
364,356,FC St. Pauli,German 2. Bundesliga,1.22,1.66,36.24
365,274,Guingamp,French Ligue 2,1.12,1.54,36.13
366,364,Malmo FF,Swedish Allsvenskan,1.05,1.45,36.11
367,430,Motherwell,Scottish Premiership,1.11,1.53,36.1
368,378,Real Oviedo,Spanish Segunda Division,0.9,1.26,36.09
369,312,Lanus,Argentina Primera Division,1.05,1.45,36.07
370,361,Brescia,Italy Serie B,1.11,1.53,36.01
371,373,Gimnasia La Plata,Argentina Primera Division,0.89,1.25,35.94
372,371,Juventude,Brasileiro Série A,1.05,1.46,35.89
373,388,Gazovik Orenburg,Russian Premier Liga,1.2,1.65,35.78
374,372,Servette,Swiss Raiffeisen Super League,1.14,1.59,35.74
375,401,Ternana,Italy Serie B,1.21,1.67,35.7
376,384,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.33,1.83,35.66
377,383,FK Nizhny Novgorod,Russian Premier Liga,1.01,1.43,35.64
378,379,AaB,Danish SAS-Ligaen,1.08,1.52,35.63
379,450,Melbourne City,Australian A-League,1.25,1.73,35.6
380,370,Real Zaragoza,Spanish Segunda Division,0.89,1.27,35.58
381,429,Hartberg,Austrian T-Mobile Bundesliga,1.18,1.64,35.56
382,382,Atlético San Luis,Mexican Primera Division Torneo Apertura,1.03,1.46,35.51
383,360,Paris FC,French Ligue 2,0.98,1.4,35.45
384,385,Vancouver Whitecaps,Major League Soccer,1.15,1.62,35.19
385,419,Reggina,Italy Serie B,0.95,1.37,35.18
386,395,Sarmiento,Argentina Primera Division,0.97,1.39,35.18
387,375,Toronto FC,Major League Soccer,1.31,1.83,35.17
388,392,San Jose Earthquakes,Major League Soccer,1.3,1.82,35.06
389,359,Avaí,Brasileiro Série A,1.02,1.46,35.06
390,381,Sagan Tosu,Japanese J League,1.05,1.5,35.04
391,397,Sporting Gijón,Spanish Segunda Division,0.94,1.37,34.94
392,374,Defensa y Justicia,Argentina Primera Division,0.96,1.41,34.83
393,376,SD Huesca,Spanish Segunda Division,0.94,1.37,34.81
394,389,Platense,Argentina Primera Division,0.85,1.26,34.8
395,98,Ballkani,UEFA Europa Conference League,1.27,1.81,34.6
396,363,Derby County,English League One,1.1,1.59,34.57
397,400,Odense BK,Danish SAS-Ligaen,1.1,1.59,34.54
398,403,Tenerife,Spanish Segunda Division,0.89,1.32,34.41
399,394,Dijon FCO,French Ligue 2,1.03,1.52,34.4
400,424,Colon Santa Fe,Argentina Primera Division,1.04,1.54,34.16
401,377,Central Córdoba Santiago del Estero,Argentina Primera Division,0.95,1.42,34.14
402,391,Banfield,Argentina Primera Division,0.91,1.37,34.06
403,368,Viking FK,Norwegian Tippeligaen,1.34,1.93,34.01
404,415,KV Kortrijk,Belgian Jupiler League,1.08,1.61,33.93
405,405,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.32,1.92,33.77
406,426,Leganes,Spanish Segunda Division,0.88,1.36,33.7
407,421,Holstein Kiel,German 2. Bundesliga,1.29,1.88,33.67
408,412,Nagoya Grampus Eight,Japanese J League,0.83,1.28,33.67
409,393,Livingston,Scottish Premiership,0.97,1.47,33.62
410,411,KV Oostende,Belgian Jupiler League,1.04,1.57,33.59
411,434,Volos NFC,Greek Super League,1.04,1.57,33.54
412,398,Arminia Bielefeld,German 2. Bundesliga,1.18,1.76,33.52
413,422,Ural Sverdlovsk Oblast,Russian Premier Liga,0.93,1.43,33.51
414,406,Patronato,Argentina Primera Division,0.96,1.47,33.44
415,98,Rigas Futbola Skola,UEFA Europa Conference League,1.2,1.79,33.44
416,432,Fakel Voronezh,Russian Premier Liga,1.07,1.62,33.41
