,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,69,Sánchez,36,1,46,25,6.931,False,1,1,18.3,6.931
1,59,Dunk,36,2,48,25,5.934,False,1,1,2.2,5.934
2,237,Alexander-Arnold,14,2,85,25,5.6960000000000015,False,1,1,47.4,5.6960000000000015
3,275,Shaw,1,2,50,25,8.25,False,1,1,13.1,8.25
4,555,Varane,1,2,55,25,7.627999999999999,False,1,1,3.9,7.627999999999999
5,64,Trossard,36,3,60,25,6.134,False,1,1,2.3,6.134
6,96,Mbeumo,94,3,53,25,4.587,False,1,1,1.1,4.587
7,233,Salah,14,3,129,25,7.316,False,1,1,43.8,7.316
8,250,Gündogan,43,3,72,25,4.988,False,1,1,2.9,4.988
9,359,Son,6,3,107,25,5.496,False,1,1,14.3,5.496
10,579,Ronaldo,1,4,125,25,9.613,True,2,1,28.0,19.226
11,94,Gunnarsson,94,1,39,25,0.0,False,0,0,1.5,0.0
12,245,Tsimikas,14,2,37,25,0.402,False,0,0,11.6,0.0
13,533,Richardson,90,4,44,25,0.0,False,0,0,2.4,0.0
14,545,Broadhead,11,4,45,25,0.0,False,0,0,0.0,0.0
