,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,2,Leno,54,1,45,3.9988,False,1,1,3.3,3.9988
1,284,Robertson,14,2,68,4.555,False,1,1,6.0,4.555
2,285,Alexander-Arnold,14,2,73,4.761799999999999,False,1,1,18.4,4.761799999999999
3,357,Trippier,4,2,61,3.8369999999999997,False,1,1,66.9,3.8369999999999997
4,13,Saka,3,3,86,4.7406,False,1,1,41.0,4.7406
5,107,March,36,3,52,4.3402,False,1,1,11.1,4.3402
6,283,Salah,14,3,128,6.9666,True,2,1,27.2,13.9332
7,335,Rashford,1,3,73,5.195,False,1,1,52.4,5.195
8,346,Andreas,54,3,43,4.0986,False,1,1,12.8,4.0986
9,40,Watkins,7,4,75,4.4888,False,1,1,16.6,4.4888
10,318,Haaland,43,4,120,5.740600000000001,False,1,1,72.2,5.740600000000001
11,102,Steele,36,1,39,3.4956000000000005,False,0,0,2.7,0.0
12,180,Keane,11,2,42,2.6494,False,0,0,0.3,0.0
13,545,Emerson,21,2,40,2.6106000000000003,False,0,0,1.4,0.0
14,66,Solanke,91,4,55,3.7382000000000004,False,0,0,2.1,0.0
