,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,281,Alisson,14,1,54,14,4.261,False,1,1,15.4,4.261
1,16,Gabriel,3,2,51,14,5.392,False,1,1,10.3,5.392
2,285,Alexander-Arnold,14,2,72,14,5.271,False,1,1,19.9,5.271
3,357,Trippier,4,2,58,14,4.08,False,1,1,60.2,4.08
4,13,Saka,3,3,79,14,6.4170000000000025,False,1,1,15.9,6.4170000000000025
5,19,Martinelli,3,3,68,14,5.55,False,1,1,48.8,5.55
6,160,Zaha,31,3,76,14,5.626,False,1,1,23.2,5.626
7,283,Salah,14,3,128,14,6.835,True,2,1,32.0,13.67
8,335,Rashford,1,3,66,14,4.737,False,1,1,15.6,4.737
9,210,Mitrović,54,4,68,14,5.2170000000000005,False,1,1,26.4,5.2170000000000005
10,318,Haaland,43,4,122,14,6.059,False,1,1,84.3,6.059
11,324,Ortega,43,1,38,14,0.0,False,0,0,0.7,0.0
12,138,Kenedy,8,2,39,14,0.0,False,0,0,0.3,0.0
13,322,Wilson-Esbrand,43,2,38,14,0.01,False,0,0,0.8,0.0
14,380,Taylor,17,4,43,14,0.012,False,0,0,5.1,0.0
