,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,597,Sánchez,36,1,45,29,4.342,False,1,3.3,4.342
1,62,Dunk,36,2,50,29,4.561,False,1,7.3,4.561
2,67,Veltman,36,2,43,29,4.356,False,1,1.7,4.356
3,74,White,36,2,44,29,4.14,False,1,2.5,4.14
4,4,Aubameyang,3,3,114,29,3.928,False,1,9.6,3.928
5,69,Trossard,36,3,57,29,3.747,False,1,1.4,3.747
6,543,Bale,6,3,96,29,3.764,False,1,10.5,3.764
7,557,Lookman,54,3,51,29,4.172,False,1,2.8,4.172
8,68,Maupay,36,4,61,29,4.15,False,1,3.3,4.15
9,388,Kane,6,4,114,29,5.315,True,2,41.2,10.63
10,437,Antonio,21,4,66,29,4.217,False,1,13.4,4.217
