,player_id,event,event_id,web_name,points_md,xmins_md,team,opp_team
0,1,1,2.0,Özil,0,0,1,8.0
1,1,2,9.0,Özil,0,0,1,19.0
2,1,3,23.0,Özil,0,0,1,11.0
3,1,4,29.0,Özil,0,0,1,15.0
4,1,5,44.0,Özil,0,0,1,12.0
5,1,6,49.0,Özil,0,0,1,9.0
6,1,7,64.0,Özil,0,0,1,13.0
7,1,8,69.0,Özil,0,0,1,2.0
8,2,1,2.0,Sokratis,0,0,1,8.0
9,2,2,9.0,Sokratis,0,0,1,19.0
10,2,3,23.0,Sokratis,0,0,1,11.0
11,2,4,29.0,Sokratis,0,0,1,15.0
12,2,5,44.0,Sokratis,0,0,1,12.0
13,2,6,49.0,Sokratis,0,0,1,9.0
14,2,7,64.0,Sokratis,0,0,1,13.0
15,2,8,69.0,Sokratis,0,0,1,2.0
16,3,1,2.0,David Luiz,0,0,1,8.0
17,3,2,9.0,David Luiz,0,0,1,19.0
18,3,3,23.0,David Luiz,0,0,1,11.0
19,3,4,29.0,David Luiz,0,0,1,15.0
20,3,5,44.0,David Luiz,0,0,1,12.0
21,3,6,49.0,David Luiz,0,0,1,9.0
22,3,7,64.0,David Luiz,0,0,1,13.0
23,3,8,69.0,David Luiz,0,0,1,2.0
24,4,1,2.0,Aubameyang,0,0,1,8.0
25,4,2,9.0,Aubameyang,0,0,1,19.0
26,4,3,23.0,Aubameyang,0,0,1,11.0
27,4,4,29.0,Aubameyang,0,0,1,15.0
28,4,5,44.0,Aubameyang,0,0,1,12.0
29,4,6,49.0,Aubameyang,0,0,1,9.0
30,4,7,64.0,Aubameyang,0,0,1,13.0
31,4,8,69.0,Aubameyang,0,0,1,2.0
32,5,1,2.0,Cédric,0,0,1,8.0
33,5,2,9.0,Cédric,0,0,1,19.0
34,5,3,23.0,Cédric,0,0,1,11.0
35,5,4,29.0,Cédric,0,0,1,15.0
36,5,5,44.0,Cédric,0,0,1,12.0
37,5,6,49.0,Cédric,0,0,1,9.0
38,5,7,64.0,Cédric,0,0,1,13.0
39,5,8,69.0,Cédric,0,0,1,2.0
40,6,1,2.0,Lacazette,0,0,1,8.0
41,6,2,9.0,Lacazette,0,0,1,19.0
42,6,3,23.0,Lacazette,0,0,1,11.0
43,6,4,29.0,Lacazette,0,0,1,15.0
44,6,5,44.0,Lacazette,0,0,1,12.0
45,6,6,49.0,Lacazette,0,0,1,9.0
46,6,7,64.0,Lacazette,0,0,1,13.0
47,6,8,69.0,Lacazette,0,0,1,2.0
48,7,1,2.0,Mustafi,0,0,1,8.0
49,7,2,9.0,Mustafi,0,0,1,19.0
50,7,3,23.0,Mustafi,0,0,1,11.0
51,7,4,29.0,Mustafi,0,0,1,15.0
52,7,5,44.0,Mustafi,0,0,1,12.0
53,7,6,49.0,Mustafi,0,0,1,9.0
54,7,7,64.0,Mustafi,0,0,1,13.0
55,7,8,69.0,Mustafi,0,0,1,2.0
56,8,1,2.0,Leno,0,0,1,8.0
57,8,2,9.0,Leno,0,0,1,19.0
58,8,3,23.0,Leno,0,0,1,11.0
59,8,4,29.0,Leno,0,0,1,15.0
60,8,5,44.0,Leno,0,0,1,12.0
61,8,6,49.0,Leno,0,0,1,9.0
62,8,7,64.0,Leno,0,0,1,13.0
63,8,8,69.0,Leno,0,0,1,2.0
64,9,1,2.0,Xhaka,0,0,1,8.0
65,9,2,9.0,Xhaka,0,0,1,19.0
66,9,3,23.0,Xhaka,0,0,1,11.0
67,9,4,29.0,Xhaka,0,0,1,15.0
68,9,5,44.0,Xhaka,0,0,1,12.0
69,9,6,49.0,Xhaka,0,0,1,9.0
70,9,7,64.0,Xhaka,0,0,1,13.0
71,9,8,69.0,Xhaka,0,0,1,2.0
72,10,1,2.0,Marí,0,0,1,8.0
73,10,2,9.0,Marí,0,0,1,19.0
74,10,3,23.0,Marí,0,0,1,11.0
75,10,4,29.0,Marí,0,0,1,15.0
76,10,5,44.0,Marí,0,0,1,12.0
77,10,6,49.0,Marí,0,0,1,9.0
78,10,7,64.0,Marí,0,0,1,13.0
79,10,8,69.0,Marí,0,0,1,2.0
80,11,1,2.0,Bellerín,0,0,1,8.0
81,11,2,9.0,Bellerín,0,0,1,19.0
82,11,3,23.0,Bellerín,0,0,1,11.0
83,11,4,29.0,Bellerín,0,0,1,15.0
84,11,5,44.0,Bellerín,0,0,1,12.0
85,11,6,49.0,Bellerín,0,0,1,9.0
86,11,7,64.0,Bellerín,0,0,1,13.0
