,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,548,Mendy,8,1,52,4.03,False,1,1,10.3,4.03
1,17,Tierney,3,2,52,4.015,False,1,1,3.8,4.015
2,259,Alexander-Arnold,14,2,77,5.6985,False,1,1,24.9,5.6985
3,308,Lindelöf,1,2,48,3.673,False,1,1,1.9,3.673
4,251,Mané,14,3,117,6.9695,False,1,1,6.0,6.9695
5,254,Salah,14,3,128,8.945,True,2,1,40.2,17.89
6,338,Saint-Maximin,4,3,52,4.402,False,1,1,3.2,4.402
7,570,Raphinha,2,3,55,4.475,False,1,1,7.3,4.475
8,202,Bamford,2,4,65,4.5375,False,1,1,41.7,4.5375
9,388,Kane,6,4,118,6.0985,False,1,1,45.4,6.0985
10,437,Antonio,21,4,66,5.007,False,1,1,8.3,5.007
11,516,Areola,54,1,45,3.383,False,0,0,4.6,0.0
12,16,Holding,3,2,43,3.08,False,0,0,4.6,0.0
13,211,Struijk,2,2,40,2.6145,False,0,0,5.4,0.0
14,23,Smith Rowe,3,3,42,3.6135,False,0,0,2.9,0.0
