,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1139.0,1194.44,1192.68,1202.67,-67.84,399907,18150,1678,307,10.2%
1,FplSimpson,1124.0,1195.85,1218.83,1210.25,-95.25,547496,17033,50,36,3.5%
2,FplStatsdan,1076.0,1124.5,1170.12,1161.25,-87.92,1205309,271908,13301,11683,4.8%
3,FF_Trout,1169.0,1203.03,1218.35,1213.36,-53.26,189657,12065,50,35,15.6%
4,dilksybab,1159.0,1231.66,1222.85,1204.75,-70.04,247406,1922,17,125,9.6%
5,theFPLkiwi,1022.0,1104.96,1170.99,1155.42,-134.53,2193065,454136,12401,17855,0.4%
6,jameso_12,1081.0,1092.0,1140.63,1125.64,-50.38,1123880,593933,86611,103729,16.6%
7,api_kakayou,1192.0,1143.76,1143.06,1139.72,39.83,95425,144114,72925,49709,78.5%
8,usafpl,1063.0,1093.58,1136.19,1117.7,-64.43,1424509,583191,108210,145713,11.4%
9,CazzaFPL,1165.0,1182.0,1217.03,1198.58,-45.47,213977,31501,66,398,19.1%
10,PlanetosFPL,1109.0,1171.63,1186.68,1173.89,-78.89,724427,51202,3289,4054,7%
11,analytic_fpl,1132.0,1160.31,1193.22,1184.19,-58.63,466925,82147,1629,1513,13.4%
12,rogue_wee,1090.0,1141.55,1151.88,1139.36,-64.55,985851,159900,45969,50864,11.3%
13,mtthwmn,1154.0,1183.08,1198.9,1190.26,-47.37,281928,29790,886,938,18.1%
14,cmusson32,1151.0,1172.14,1180.05,1186.85,-39.29,302947,50240,6099,1224,22.7%
15,FPLstudent2,1153.0,1217.74,1188.08,1208.97,-61.16,289562,4786,2836,55,12.4%
16,peterhandleson,1071.0,1096.08,1125.66,1128.29,-57.17,1289668,557551,159351,94200,14%
17,chrishp,1152.0,1188.29,1169.45,1167.92,-32.43,296850,23786,13989,6872,26.4%
18,plfantasy,1201.0,1167.87,1140.29,1129.9,46.36,70818,59971,87756,84231,82.8%
19,FPLmeta,1184.0,1178.49,1192.08,1189.28,-13.27,121160,37343,1920,1041,39.8%
20,FplAuto,1087.0,1158.03,1157.54,1143.92,-75.93,1033049,89020,32964,38687,8%
21,NourEldin_z3r0,1231.0,1211.42,1177.66,1177.6,33.53,21566,7000,7521,2557,74.5%
22,UkendtPerson45,1094.0,1209.64,1197.42,1189.62,-114.26,929218,7736,1054,1002,1.5%
23,MikkelTokvam,1190.0,1241.52,1206.33,1200.21,-34.39,100173,831,350,385,25.4%
24,Klaudioz,1149.0,1098.07,1062.65,1062.55,66.08,323160,536417,970981,799136,91.1%
25,FantasianPL,1040.0,1138.62,1138.59,1138.98,-108.84,1837061,177204,95317,51683,1.8%
26,rama96ab,1143.0,1191.97,1163.15,1158.37,-36.85,368684,20207,20825,14532,24.1%
27,FPL_LFE,1168.0,1162.52,1116.05,1108.19,31.26,197615,75541,231331,212159,73.2%
28,_jtreble,1199.0,1216.7,1191.07,1174.85,-3.78,75450,4975,2207,3713,46.3%
29,DanielSaetre,1219.0,1193.45,1205.81,1193.79,10.93,35670,18973,355,762,58.5%
30,Sriniva43849177,935.0,994.48,1016.28,1012.24,-83.66,3893849,2396280,2008669,1887908,5.7%
31,FBinary01,1244.0,1151.47,1147.52,1142.22,87.13,11613,111202,59786,42788,96%
32,FPL_Data,1114.0,1147.65,1171.36,1169.31,-59.9,664546,125452,11956,6224,13%
33,FPL_ElStatto,1123.0,1086.31,1108.29,1101.49,13.36,561550,667885,300507,273728,60.6%
34,FplSigurd,1177.0,1241.92,1195.58,1200.3,-43.71,151302,808,1181,370,20.1%
35,JoeBopara,1076.0,1141.56,1158.87,1141.51,-81.81,1206811,159885,27987,44682,6.2%
36,dLincolnlawyer,1215.0,1227.71,1176.3,1184.79,10.77,41722,2675,8457,1427,58.2%
37,FPL_Statoholic,1192.0,1149.67,1195.96,1199.0,-1.8,94494,116620,1138,398,48.3%
38,FplAmateur,1201.0,1163.31,1136.73,1128.36,49.49,68661,73481,103402,93786,84.5%
39,wolacola,1197.0,1225.09,1217.8,1216.15,-32.42,80486,3139,50,2,26.4%
40,Hashtag_MEGA,1193.0,1204.9,1198.16,1201.72,-18.47,91056,10301,988,326,36.4%
41,dav_fifa,1192.0,1072.44,1077.3,1071.38,108.11,96083,876899,692390,672402,98.5%
42,MaulanaRiandi,1207.0,1219.51,1196.28,1176.7,0.9,55673,4370,1112,3035,50.2%
43,Rak464,1161.0,1152.56,1157.22,1158.46,-5.42,239150,107344,33403,14369,45.1%
44,ArneBarsnes,1220.0,1197.34,1169.78,1175.78,30.04,33603,15896,13661,3441,72.6%
45,FPL_PapaSmurf,1194.0,1146.6,1127.81,1122.16,52.69,89801,129968,146655,120996,85.9%
46,gezza96,1226.0,1221.92,1156.53,1165.26,37.42,26680,3753,35036,8130,77%
47,Raghy78d,1279.0,1217.52,1218.91,1200.34,57.0,1665,4850,50,370,87.9%
48,pdhFPL,1154.0,1233.21,1206.79,1215.81,-73.71,281928,1522,329,35,8.4%
49,NeilRankinZA,1080.0,1073.17,1045.6,1060.64,11.0,1136651,863791,1308496,833024,58.5%
50,EuanThompson,1217.0,1244.9,1223.35,1230.27,-25.12,37996,613,2,1,31.2%
51,FPLrookie1,1169.0,1191.42,1176.85,1158.32,-15.55,192633,20534,7978,14584,38.4%
52,FplBudget,1207.0,1136.26,1147.87,1148.12,52.29,56278,192890,58541,28242,85.8%
