,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1908.0,1959.08,1987.46,1992.86,-95.47,420522,38768,2377,395,7.8%
1,FplSimpson,1962.0,1998.5,2030.16,2019.54,-77.67,184168,10285,54,6,13.9%
2,FplStatsdan,1908.0,1951.11,1962.6,1949.17,-69.62,422079,46701,10346,6580,16.5%
3,FF_Trout,1970.0,2008.92,2021.43,2019.49,-70.03,158743,6573,97,6,16.3%
4,dilksybab,2023.0,2083.16,2066.97,2030.72,-60.08,50194,86,1,1,20.5%
5,theFPLkiwi,1863.0,1950.31,1994.11,1972.59,-133.04,711222,47925,1696,1682,2.1%
6,jameso_12,1869.0,1878.32,1946.0,1917.79,-69.01,668974,226851,21636,29332,16.7%
7,api_kakayou,2047.0,1971.32,1958.01,1946.36,65.43,26380,27835,13293,8243,83.4%
8,usafpl,1893.0,1876.36,1900.1,1872.13,-13.25,509234,233364,95268,117258,43.3%
9,CazzaFPL,2055.0,2025.87,2056.4,2021.15,-2.9,20788,3042,2,5,48.4%
10,PlanetosFPL,1953.0,2003.96,2025.21,2002.96,-81.1,215576,7883,71,235,12.8%
11,analytic_fpl,1996.0,1963.61,1969.45,1960.21,8.3,95182,34088,7058,3564,54.9%
12,rogue_wee,1958.0,1997.58,1997.67,1971.35,-53.95,197409,10573,1251,1728,22.9%
13,mtthwmn,1984.0,2000.68,2020.97,2010.16,-50.06,121459,9128,106,18,24.6%
14,cmusson32,1918.0,1960.27,1968.65,1979.35,-74.86,367149,37357,7233,1052,14.9%
15,FPLstudent2,1989.0,2059.6,2001.39,2025.41,-62.44,110118,496,713,1,19.3%
16,peterhandleson,1777.0,1834.66,1853.09,1845.33,-90.81,1461042,433416,277295,217220,9.6%
17,chrishp,2027.0,2017.54,1980.99,1973.47,13.61,45508,4433,3660,1638,57.9%
18,plfantasy,1988.0,1948.28,1913.49,1897.12,45.68,113680,50155,67282,58399,74.7%
19,FPLmeta,1999.0,1996.87,2014.37,2006.34,-30.3,88426,10821,196,73,33.7%
20,FplAuto,1946.0,2004.43,1986.81,1950.37,-57.32,242470,7542,2570,6133,21.8%
21,NourEldin_z3r0,2054.0,2028.84,1961.03,1947.22,52.7,21755,2627,11098,7831,77.8%
22,UkendtPerson45,1998.0,2059.83,2012.06,1996.72,-47.4,91133,492,244,319,25.9%
23,MikkelTokvam,2013.0,2055.68,2000.25,1984.29,-22.83,64438,593,912,836,37.4%
24,Klaudioz,1956.0,1875.37,1814.94,1801.28,103.1,206696,237126,543029,481959,93.6%
25,FantasianPL,1835.0,1940.77,1906.87,1896.51,-102.46,929454,59701,80186,59294,6.4%
26,rama96ab,1957.0,2005.75,1993.82,1982.06,-59.9,200883,7292,1726,937,20.5%
27,FPL_LFE,2015.0,1966.63,1908.21,1890.19,70.96,62124,31388,77026,70058,85.6%
28,_jtreble,2032.0,2029.86,1987.59,1959.63,17.13,40057,2495,2376,3688,59.7%
29,DanielSaetre,2016.0,1975.03,1986.37,1968.35,16.12,60273,25015,2767,2017,59.5%
30,FBinary01,2043.0,1967.3,1950.55,1931.72,70.23,29588,30780,18150,16747,85.4%
31,FPL_Data,1895.0,1937.21,1914.98,1920.12,-52.1,497767,65520,64180,26645,23.6%
32,FPL_ElStatto,1930.0,1872.66,1900.78,1885.0,20.32,310686,248754,93982,81274,61.6%
33,FplSigurd,2029.0,2070.37,2042.04,2021.03,-38.22,43239,222,8,6,29.9%
34,JoeBopara,1883.0,1940.55,1968.33,1940.9,-90.38,573038,60568,7352,11048,9.8%
35,dLincolnlawyer,2000.0,2044.23,1998.29,1992.16,-34.17,87358,1261,1186,404,31.9%
36,FPL_Statoholic,2015.0,1906.21,1959.93,1965.39,47.15,61584,130678,12011,2385,75.4%
37,FplAmateur,2022.0,1944.24,1900.81,1888.87,88.09,51449,55019,93949,72513,90.4%
38,wolacola,2042.0,2043.34,2019.04,2018.16,-7.78,30672,1365,116,6,45.9%
39,Hashtag_MEGA,1956.0,2006.76,2020.14,2020.08,-83.1,203735,7043,115,6,12.3%
40,dav_fifa,1962.0,1830.02,1805.98,1791.39,130.02,186284,460550,633020,585711,97.6%
41,MaulanaRiandi,2081.0,2054.82,1982.41,1957.26,60.7,8716,635,3405,4217,81.6%
42,Rak464,1989.0,1942.69,1967.8,1948.67,12.48,110926,56835,7673,6928,57.2%
43,ArneBarsnes,2095.0,2021.56,2009.32,1995.05,63.35,5158,3624,298,327,82.7%
44,FPL_PapaSmurf,1954.0,1866.85,1871.63,1866.64,62.34,212739,269496,190109,133639,82.2%
45,gezza96,2080.0,2017.59,1954.63,1938.25,87.53,9246,4424,15457,12143,90.2%
46,Raghy78d,2092.0,2048.0,2036.44,2008.48,38.11,5822,1057,12,58,70.8%
47,pdhFPL,1934.0,2039.06,2008.27,2022.44,-112.2,291237,1724,378,5,4.7%
48,NeilRankinZA,1939.0,1877.03,1856.12,1865.38,49.78,269778,231534,262291,136909,76.3%
49,EuanThompson,2097.0,2096.08,2047.21,2036.88,14.4,4810,21,2,1,58.5%
