,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,257,Ederson,43,1,61,24,4.473,False,1,12.1,4.473
1,234,Robertson,14,2,71,24,5.043,False,1,4.4,5.043
2,237,Alexander-Arnold,14,2,85,24,5.907,False,1,46.9,5.907
3,256,Cancelo,43,2,71,24,5.477,False,1,45.8,5.477
4,233,Salah,14,3,127,24,5.744,False,1,36.2,5.744
5,251,De Bruyne,43,3,122,24,5.987,True,2,14.8,11.974
6,265,Foden,43,3,80,24,5.824,False,1,8.0,5.824
7,420,Bowen,21,3,69,24,5.642,False,1,28.9,5.642
8,357,Kane,6,4,123,24,5.917000000000002,False,1,13.6,5.917000000000002
9,413,Antonio,21,4,79,24,5.12,False,1,42.3,5.12
10,579,Ronaldo,1,4,125,24,5.597,False,1,28.4,5.597
